tarih,yolcu_turu,uyruk,cikis_turu,liman_sinir_kapisi,ziyaretci_sayisi
2023-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,161
2023-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,16
2023-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,740
2023-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,786
2023-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,822
2023-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1077
2022-12-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1429
2022-12-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,241519
2022-12-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,353696
2022-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,49
2022-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,3
2022-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,85
2022-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,7
2022-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,473
2022-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,756
2022-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,851
2022-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1407
2022-11-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,2036
2022-11-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,211261
2022-11-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,332851
2022-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,3
2022-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,106
2022-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,10
2022-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,4
2022-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,528
2022-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,633
2022-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,892
2022-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1342
2023-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,14
2023-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,80
2023-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,1
2023-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,371
2023-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,558
2023-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1077
2023-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,813
2023-11-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1689
2023-11-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,330342
2023-11-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,447015
2023-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,428
2023-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,331
2023-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2023-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2023-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,432
2023-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,565
2023-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,919
2023-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,854
2023-10-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1243
2023-10-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,290871
2023-10-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,435766
2023-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,382
2023-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,930
2023-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,133
2023-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,1
2023-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,560
2023-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,569
2023-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1186
2023-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,806
2023-09-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1763
2023-09-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,302304
2023-09-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,460461
2023-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,194
2023-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,349
2023-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,13
2023-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,14
2023-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,485
2023-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,555
2023-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1161
2023-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,920
2023-08-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1508
2023-08-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,265485
2023-08-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,446715
2023-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,234
2023-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,508
2023-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,195
2023-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,2
2023-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,563
2023-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,455
2023-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1106
2023-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,941
2023-07-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1719
2023-07-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,253379
2023-07-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,399695
2023-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,225
2023-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,358
2023-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,80
2023-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,13
2023-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,1188
2023-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,554
2023-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1034
2023-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1127
2023-06-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1548
2023-06-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,288438
2023-06-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,455251
2023-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,190
2023-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,777
2023-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,69
2023-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,26
2023-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,742
2023-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,524
2023-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1081
2023-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,883
2023-05-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1087
2023-05-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,261195
2023-05-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,383696
2023-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,73
2023-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,262
2023-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,71
2023-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2023-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,350
2023-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,649
2023-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1096
2023-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1109
2023-04-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1056
2023-04-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,252656
2023-04-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,384347
2023-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,70
2023-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,85
2023-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,2
2023-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,3
2023-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,618
2023-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,583
2023-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1119
2023-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1128
2023-03-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1018
2023-03-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,256811
2023-03-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,354259
2023-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,35
2023-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,6
2023-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,2
2023-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2023-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,648
2023-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,672
2023-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1268
2023-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1162
2023-02-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,903
2023-02-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,210349
2023-02-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,316006
2023-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,0
2023-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2023-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2023-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2023-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,522
2023-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,648
2023-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,759
2023-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1026
2023-01-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1266
2023-01-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,251431
2023-01-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,427203
2023-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,6
2023-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2023-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,83
2023-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2023-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,664
2023-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,605
2023-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,825
2023-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1150
2022-12-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1335
2022-12-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,235332
2022-12-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,329537
2022-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,137
2022-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,2
2022-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,85
2022-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,5
2022-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,589
2022-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,626
2022-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,784
2022-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1470
2022-11-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1826
2022-11-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,229617
2022-11-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,369028
2022-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,28
2022-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,63
2022-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,7
2022-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2022-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,618
2022-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,575
2022-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,790
2022-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1451
