Date,Avg Temperature (C),Condition,Avg Humidity (%),Avg Wind Speed (km/h),Total Precipitation (mm)
2020-06-24,23,Moderate or heavy rain shower,66,14,7.7
2020-06-25,23,Patchy rain possible,68,17,0.3
2020-06-26,24,Patchy rain possible,70,25,0.7
2020-06-27,24,Partly cloudy,64,27,0.0
2020-06-28,24,Sunny,62,22,0.0
2020-06-29,24,Sunny,58,14,0.0
2020-06-30,24,Sunny,51,6,0.0
2020-07-01,26,Cloudy,63,15,0.0
2020-07-02,26,Sunny,68,20,0.0
2020-07-03,26,Sunny,70,19,0.0
2020-07-04,26,Sunny,71,17,0.0
2020-07-05,26,Sunny,66,20,0.0
2020-07-06,27,Sunny,65,21,0.0
2020-07-07,27,Partly cloudy,70,17,0.0
2020-07-08,23,Cloudy,71,29,2.4
2020-07-09,24,Partly cloudy,61,26,0.0
2020-07-10,24,Cloudy,65,28,0.0
2020-07-11,25,Partly cloudy,66,27,0.0
2020-07-12,25,Overcast,67,20,0.0
2020-07-13,22,Patchy rain possible,74,25,0.5
2020-07-14,22,Cloudy,62,28,0.0
2020-07-15,22,Partly cloudy,61,23,0.0
2020-07-16,23,Sunny,61,18,0.0
2020-07-17,23,Sunny,65,19,0.0
2020-07-18,24,Sunny,68,24,0.0
2020-07-19,25,Partly cloudy,72,21,0.0
2020-07-20,25,Overcast,68,12,0.0
2020-07-21,25,Sunny,61,13,0.0
2020-07-22,25,Partly cloudy,66,24,0.0
2020-07-23,26,Sunny,61,27,0.0
2020-07-24,25,Sunny,60,28,0.0
2020-07-25,25,Sunny,66,24,0.0
2020-07-26,25,Partly cloudy,70,15,0.0
2020-07-27,25,Sunny,66,12,0.0
2020-07-28,26,Sunny,60,13,0.0
2020-07-29,26,Sunny,54,13,0.0
2020-07-30,26,Cloudy,71,21,0.0
2020-07-31,26,Sunny,70,17,0.0
2020-08-01,26,Sunny,66,16,0.0
2020-08-02,25,Sunny,60,24,0.0
2020-08-03,25,Sunny,63,25,0.0
2020-08-04,25,Partly cloudy,67,21,0.0
2020-08-05,25,Sunny,65,23,0.0
2020-08-06,26,Partly cloudy,67,24,0.0
2020-08-07,26,Sunny,68,23,0.0
2020-08-08,27,Partly cloudy,67,25,0.0
2020-08-09,26,Cloudy,67,30,0.0
2020-08-10,26,Cloudy,62,22,0.0
2020-08-11,26,Sunny,62,19,0.0
2020-08-12,26,Sunny,56,17,0.0
2020-08-13,26,Overcast,60,20,0.0
2020-08-14,24,Sunny,57,23,0.0
2020-08-15,24,Sunny,58,25,0.0
2020-08-16,24,Partly cloudy,62,26,0.0
2020-08-17,24,Sunny,59,25,0.0
2020-08-18,24,Partly cloudy,64,22,0.0
2020-08-19,25,Sunny,58,15,0.0
2020-08-20,24,Cloudy,59,11,0.0
2020-08-21,24,Moderate or heavy rain shower,60,13,3.2
2020-08-22,25,Sunny,64,11,0.0
2020-08-23,25,Sunny,65,18,0.0
2020-08-24,25,Partly cloudy,67,22,0.0
2020-08-25,25,Sunny,64,19,0.0
2020-08-26,25,Partly cloudy,63,17,0.0
2020-08-27,25,Patchy rain possible,59,14,0.1
2020-08-28,26,Sunny,48,15,0.0
2020-08-29,26,Sunny,56,23,0.0
2020-08-30,26,Sunny,73,17,0.0
2020-08-31,25,Partly cloudy,70,15,0.0
2020-09-01,25,Sunny,64,16,0.0
2020-09-02,25,Sunny,61,15,0.0
2020-09-03,25,Sunny,72,17,0.0
2020-09-04,25,Overcast,71,21,0.0
2020-09-05,23,Patchy rain possible,61,20,0.8
2020-09-06,24,Sunny,58,9,0.0
2020-09-07,24,Sunny,64,15,0.0
2020-09-08,25,Partly cloudy,69,20,0.0
2020-09-09,24,Partly cloudy,70,27,0.0
2020-09-10,24,Partly cloudy,69,25,0.0
2020-09-11,24,Sunny,68,27,0.0
2020-09-12,25,Partly cloudy,67,28,0.0
2020-09-13,25,Moderate rain at times,72,22,0.8
2020-09-14,25,Cloudy,67,25,0.0
2020-09-15,25,Sunny,63,29,0.0
2020-09-16,24,Cloudy,67,27,0.0
2020-09-17,24,Partly cloudy,71,15,0.0
2020-09-18,23,Cloudy,73,20,0.0
2020-09-19,21,Partly cloudy,63,31,0.0
2020-09-20,21,Cloudy,67,28,0.0
2020-09-21,22,Partly cloudy,66,26,0.0
2020-09-22,22,Partly cloudy,67,22,0.0
2020-09-23,22,Sunny,63,10,0.0
2020-09-24,23,Sunny,56,6,0.0
2020-09-25,24,Sunny,57,7,0.0
2020-09-26,25,Partly cloudy,53,14,0.0
2020-09-27,24,Sunny,57,18,0.5
2020-09-28,24,Sunny,54,7,0.0
2020-09-29,24,Cloudy,60,13,1.2
2020-09-30,20,Moderate rain at times,55,9,6.4
2020-10-01,21,Cloudy,52,9,0.0
2020-10-02,22,Sunny,49,10,0.0
2020-10-03,23,Sunny,48,8,0.0
2020-10-04,23,Sunny,46,6,0.0
2020-10-05,25,Partly cloudy,43,8,0.0
2020-10-06,24,Sunny,49,6,0.0
2020-10-07,25,Sunny,53,9,0.0
2020-10-08,22,Moderate or heavy rain shower,67,14,24.7
2020-10-09,19,Moderate or heavy rain shower,70,13,6.9
2020-10-10,19,Patchy rain possible,65,8,0.7
2020-10-11,20,Sunny,64,7,0.0
2020-10-12,21,Sunny,61,5,0.0
2020-10-13,22,Patchy rain possible,61,16,0.2
2020-10-14,22,Patchy rain possible,63,16,0.2
2020-10-15,22,Sunny,57,5,0.0
2020-10-16,21,Sunny,56,11,0.0
2020-10-17,23,Moderate rain at times,55,13,2.2
2020-10-18,19,Moderate or heavy rain shower,67,21,6.9
2020-10-19,17,Cloudy,63,22,0.0
2020-10-20,17,Patchy rain possible,66,29,1.0
2020-10-21,18,Overcast,71,30,0.6
2020-10-22,19,Partly cloudy,71,16,0.0
2020-10-23,20,Partly cloudy,69,7,0.0
2020-10-24,20,Sunny,68,5,0.0
2020-10-25,20,Overcast,61,3,0.0
2020-10-26,20,Sunny,67,8,0.0
2020-10-27,19,Sunny,73,13,0.0
2020-10-28,19,Patchy rain possible,78,11,1.0
2020-10-29,18,Moderate or heavy rain shower,69,10,8.4
2020-10-30,16,Moderate or heavy rain shower,72,12,10.9
2020-10-31,15,Heavy rain at times,63,19,1.4
2020-11-01,14,Patchy rain possible,59,17,4.2
2020-11-02,15,Sunny,55,5,0.0
2020-11-03,16,Patchy rain possible,60,6,2.2
2020-11-04,15,Moderate rain at times,71,19,2.2
2020-11-05,16,Moderate rain at times,72,25,4.8
2020-11-06,16,Patchy rain possible,73,30,0.8
2020-11-07,15,Patchy rain possible,66,24,0.9
2020-11-08,15,Patchy rain possible,74,24,0.1
2020-11-09,16,Overcast,75,19,0.0
2020-11-10,16,Cloudy,71,25,0.4
2020-11-11,15,Patchy rain possible,72,28,0.3
2020-11-12,14,Cloudy,72,21,0.0
2020-11-13,14,Cloudy,69,15,0.1
2020-11-14,13,Moderate rain at times,66,17,2.9
2020-11-15,13,Patchy rain possible,72,11,0.3
2020-11-16,13,Partly cloudy,66,10,0.0
2020-11-17,14,Sunny,68,12,0.0
2020-11-18,13,Patchy rain possible,73,21,1.5
2020-11-19,12,Patchy rain possible,65,32,0.4
2020-11-20,12,Patchy rain possible,68,27,0.2
2020-11-21,12,Overcast,67,25,0.0
2020-11-22,11,Overcast,69,24,0.0
2020-11-23,11,Sunny,64,15,0.0
2020-11-24,11,Cloudy,67,17,0.1
2020-11-25,11,Cloudy,66,28,0.4
2020-11-26,11,Cloudy,67,21,0.0
2020-11-27,12,Sunny,65,11,0.0
2020-11-28,12,Sunny,58,9,0.0
2020-11-29,13,Overcast,48,11,0.0
2020-11-30,13,Cloudy,59,20,0.0
2020-12-01,8,Moderate rain at times,83,29,3.5
2020-12-02,8,Overcast,85,20,0.0
2020-12-03,11,Patchy rain possible,83,12,0.2
2020-12-04,13,Sunny,68,9,0.0
2020-12-05,14,Partly cloudy,68,9,0.0
2020-12-06,13,Patchy rain possible,80,19,0.1
2020-12-07,12,Cloudy,76,23,0.5
2020-12-08,13,Patchy rain possible,74,17,1.4
2020-12-09,12,Partly cloudy,66,10,0.4
2020-12-10,15,Partly cloudy,59,15,0.0
2020-12-11,14,Moderate rain at times,68,20,1.7
2020-12-12,13,Moderate rain at times,68,14,4.0
2020-12-13,14,Heavy rain at times,71,14,6.0
2020-12-14,13,Moderate rain at times,87,28,3.0
2020-12-15,11,Moderate rain at times,83,30,7.8
2020-12-16,10,Patchy rain possible,79,18,0.2
2020-12-17,10,Patchy rain possible,78,18,0.1
2020-12-18,9,Cloudy,76,16,0.0
2020-12-19,9,Cloudy,72,13,0.0
2020-12-20,9,Cloudy,74,15,0.0
2020-12-21,9,Overcast,71,19,0.1
2020-12-22,8,Overcast,65,15,0.1
2020-12-23,7,Patchy rain possible,60,9,0.3
2020-12-24,10,Partly cloudy,69,16,0.0
2020-12-25,13,Partly cloudy,70,24,0.0
2020-12-26,14,Overcast,65,27,0.0
2020-12-27,14,Partly cloudy,65,13,0.0
2020-12-28,13,Patchy rain possible,76,17,0.3
2020-12-29,13,Sunny,66,26,0.0
2020-12-30,14,Sunny,64,15,0.0
2020-12-31,14,Sunny,66,17,0.1
2021-01-01,13,Patchy rain possible,67,18,0.2
2021-01-02,13,Sunny,68,7,0.0
2021-01-03,13,Overcast,64,7,0.1
2021-01-04,13,Partly cloudy,57,13,0.0
2021-01-05,13,Patchy rain possible,71,17,1.5
2021-01-06,12,Cloudy,65,11,0.0
2021-01-07,12,Partly cloudy,65,19,0.0
2021-01-08,14,Cloudy,65,20,0.1
2021-01-09,12,Moderate or heavy rain shower,79,23,24.6
2021-01-10,9,Moderate or heavy rain shower,89,16,18.9
2021-01-11,13,Patchy rain possible,81,12,1.5
2021-01-12,13,Moderate or heavy rain shower,88,10,27.4
2021-01-13,8,Patchy rain possible,82,18,21.0
2021-01-14,6,Patchy rain possible,58,12,1.0
2021-01-15,3,Moderate or heavy rain shower,63,14,5.7
2021-01-16,3,Moderate rain at times,72,20,7.2
2021-01-17,1,Light freezing rain,78,29,8.6
2021-01-18,-0,Light freezing rain,64,11,2.1
2021-01-19,0,Patchy rain possible,61,6,0.2
2021-01-20,2,Overcast,66,19,0.0
2021-01-21,7,Cloudy,57,19,0.0
2021-01-22,10,Cloudy,67,20,0.0
2021-01-23,11,Partly cloudy,70,22,0.0
2021-01-24,11,Moderate rain at times,69,29,2.0
2021-01-25,12,Moderate rain at times,73,31,4.1
2021-01-26,12,Patchy rain possible,71,26,0.5
2021-01-27,8,Moderate or heavy rain shower,72,25,22.5
2021-01-28,3,Patchy rain possible,61,17,2.4
2021-01-29,6,Partly cloudy,63,27,0.0
2021-01-30,7,Moderate or heavy rain shower,78,15,15.9
2021-01-31,10,Cloudy,76,14,0.0
2021-02-01,12,Overcast,70,16,1.1
2021-02-02,13,Patchy rain possible,69,12,7.0
2021-02-03,12,Cloudy,81,8,0.0
2021-02-04,11,Sunny,79,13,0.0
2021-02-05,12,Partly cloudy,71,9,0.0
2021-02-06,12,Partly cloudy,69,11,0.0
2021-02-07,13,Overcast,69,10,0.0
2021-02-08,15,Partly cloudy,51,22,0.0
2021-02-09,14,Partly cloudy,70,34,1.2
2021-02-10,13,Moderate rain at times,72,26,1.6
2021-02-11,14,Overcast,64,26,0.0
2021-02-12,5,Moderate rain at times,60,20,7.7
2021-02-13,2,Overcast,60,21,0.5
2021-02-14,1,Moderate or heavy rain shower,89,34,19.4
2021-02-15,2,Patchy rain possible,83,31,3.9
2021-02-16,1,Patchy moderate snow,82,39,5.3
2021-02-17,1,Light freezing rain,69,19,1.6
2021-02-18,3,Moderate rain at times,78,19,2.4
2021-02-19,4,Overcast,71,14,0.0
2021-02-20,4,Overcast,67,10,0.0
2021-02-21,5,Sunny,69,17,0.0
2021-02-22,7,Sunny,59,6,0.0
2021-02-23,9,Sunny,57,10,0.0
2021-02-24,7,Overcast,79,18,0.0
2021-02-25,7,Cloudy,71,19,0.0
2021-02-26,8,Sunny,69,14,0.0
2021-02-27,10,Sunny,67,6,0.0
2021-02-28,8,Overcast,71,23,0.0
2021-03-01,6,Patchy rain possible,69,9,1.2
2021-03-02,7,Patchy rain possible,74,21,2.3
2021-03-03,7,Overcast,69,13,0.0
2021-03-04,8,Sunny,63,8,0.0
2021-03-05,10,Sunny,60,14,0.0
2021-03-06,10,Moderate rain at times,75,19,7.6
2021-03-07,6,Patchy rain possible,66,22,2.3
2021-03-08,7,Sunny,55,7,0.0
2021-03-09,8,Patchy rain possible,61,12,0.3
2021-03-10,9,Cloudy,68,20,0.1
2021-03-11,7,Moderate or heavy rain shower,75,27,10.2
2021-03-12,6,Partly cloudy,55,9,0.0
2021-03-13,8,Sunny,58,6,0.0
2021-03-14,11,Sunny,61,4,0.0
2021-03-15,13,Cloudy,65,13,0.1
2021-03-16,10,Moderate rain at times,72,29,6.6
2021-03-17,8,Patchy rain possible,73,24,3.0
2021-03-18,8,Patchy rain possible,76,11,1.0
2021-03-19,8,Patchy rain possible,71,8,2.6
2021-03-20,8,Overcast,78,15,0.0
2021-03-21,7,Heavy rain at times,85,25,13.9
2021-03-22,10,Moderate or heavy rain shower,78,16,10.8
2021-03-23,7,Patchy rain possible,84,31,4.1
2021-03-24,5,Moderate rain at times,64,24,4.1
2021-03-25,4,Patchy rain possible,70,15,0.5
2021-03-26,5,Overcast,77,12,0.0
2021-03-27,9,Cloudy,67,8,0.0
2021-03-28,10,Partly cloudy,59,8,0.0
2021-03-29,10,Patchy rain possible,63,14,0.3
2021-03-30,8,Patchy rain possible,70,17,2.8
2021-03-31,8,Patchy rain possible,77,27,0.6
2021-04-01,7,Overcast,74,17,0.0
2021-04-02,9,Partly cloudy,76,13,0.0
2021-04-03,12,Patchy rain possible,70,14,0.7
2021-04-04,12,Moderate rain at times,75,17,5.2
2021-04-05,8,Moderate or heavy rain shower,88,14,21.0
2021-04-06,12,Patchy rain possible,80,6,1.8
2021-04-07,13,Cloudy,78,22,0.0
2021-04-08,6,Moderate or heavy rain shower,81,23,12.6
2021-04-09,8,Cloudy,62,19,0.2
