date,Country Code,ziyaretci_sayisi
2022-04,COL,19203
2022-07,COL,16859
2022-10,COL,17651
2023-01,COL,9149
2023-04,COL,16622
2023-07,COL,15708
2023-10,COL,14565
2024-01,COL,9959
2024-04,COL,17566
2024-07,COL,5259
2022-01,COM,382
2022-04,COM,498
2022-07,COM,191
2022-10,COM,301
2023-01,COM,162
2023-04,COM,177
2023-07,COM,196
2023-10,COM,140
2024-01,COM,124
2024-04,COM,140
2024-07,COM,28
2022-01,COG,673
2022-04,COG,1033
2022-07,COG,673
2022-10,COG,593
2023-01,COG,453
2023-04,COG,461
2023-07,COG,584
2023-10,COG,465
2024-01,COG,314
2024-04,COG,412
2024-07,COG,205
2019-01,KOS,19438
2019-04,KOS,16401
2019-07,KOS,13522
2019-10,KOS,21136
2020-01,KOS,15973
2020-04,KOS,196
2020-07,KOS,11893
2020-10,KOS,19148
2021-01,KOS,12822
2021-04,KOS,16606
2021-07,KOS,17560
2021-10,KOS,29610
2022-01,KOS,26270
2022-04,KOS,24813
2022-07,KOS,15212
2022-10,KOS,23835
2023-01,KOS,18652
2023-04,KOS,18986
2023-07,KOS,13775
2023-10,KOS,26142
2024-01,KOS,19144
2024-04,KOS,15137
2024-07,KOS,2943
2022-01,CRI,756
2022-04,CRI,2766
2022-07,CRI,2206
2022-10,CRI,1687
2023-01,CRI,986
2023-04,CRI,2508
2023-07,CRI,2048
2023-10,CRI,1793
2024-01,CRI,1222
2024-04,CRI,1912
2024-07,CRI,527
2019-01,KWT,66277
2019-04,KWT,69896
2019-07,KWT,142908
2019-10,KWT,58598
2020-01,KWT,58894
2020-04,KWT,30
2020-07,KWT,25171
2020-10,KWT,28719
2021-01,KWT,8824
2021-04,KWT,24347
2021-07,KWT,102349
2021-10,KWT,68720
2022-01,KWT,88416
2022-04,KWT,77237
2022-07,KWT,161762
2022-10,KWT,61511
2023-01,KWT,68900
2023-04,KWT,75212
2023-07,KWT,114324
2023-10,KWT,36280
2024-01,KWT,47653
2024-04,KWT,62986
2024-07,KWT,28743
2022-01,PRK,4
2022-07,PRK,38
2022-10,PRK,28
2023-01,PRK,15
2023-04,PRK,35
2023-07,PRK,1
2023-10,PRK,4
2024-01,PRK,27
2024-04,PRK,13
2019-04,MKD,1967
2019-07,MKD,5825
2019-10,MKD,7570
2020-04,MKD,107
2020-07,MKD,6181
2020-10,MKD,5223
2021-01,MKD,2208
2022-01,MKD,8565
2022-04,MKD,9755
2022-07,MKD,6619
2022-10,MKD,9277
2023-01,MKD,9522
2023-04,MKD,7366
2023-07,MKD,6497
2023-10,MKD,10594
2024-01,MKD,10262
2024-04,MKD,7944
2024-07,MKD,2232
2022-01,CUB,350
2022-04,CUB,716
2022-07,CUB,745
2022-10,CUB,1384
2023-01,CUB,756
2023-04,CUB,945
2023-07,CUB,1295
2023-10,CUB,1454
2024-01,CUB,956
2024-04,CUB,1180
2024-07,CUB,545
2019-01,KGZ,25328
2019-04,KGZ,29782
2019-07,KGZ,20940
2019-10,KGZ,24724
2020-01,KGZ,20914
2020-04,KGZ,172
2020-07,KGZ,10930
2020-10,KGZ,13589
2021-01,KGZ,13438
2021-04,KGZ,13591
2021-07,KGZ,21279
2021-10,KGZ,24944
2022-01,KGZ,22839
2022-04,KGZ,27801
2022-07,KGZ,25275
2022-10,KGZ,24780
2023-01,KGZ,24282
2023-04,KGZ,29939
2023-07,KGZ,25890
2023-10,KGZ,25854
2024-01,KGZ,25871
2024-04,KGZ,36070
2024-07,KGZ,8928
2022-01,LAO,4
2022-04,LAO,21
2022-07,LAO,32
2022-10,LAO,25
2023-01,LAO,16
2023-04,LAO,15
2023-07,LAO,14
2023-10,LAO,24
2024-01,LAO,35
2024-04,LAO,71
2024-07,LAO,9
2022-01,LSO,17
2022-04,LSO,27
2022-07,LSO,38
2022-10,LSO,40
2023-01,LSO,15
2023-04,LSO,16
2023-07,LSO,14
2023-10,LSO,31
2024-01,LSO,8
2024-04,LSO,23
2024-07,LSO,8
2022-01,LVA,3155
2022-04,LVA,5333
2022-07,LVA,4278
2022-10,LVA,6109
2023-01,LVA,5788
2023-04,LVA,7637
2023-07,LVA,6301
2023-10,LVA,7122
2024-01,LVA,7239
2024-04,LVA,7966
2024-07,LVA,1841
2022-01,LBR,133
2022-04,LBR,131
2022-07,LBR,112
2022-10,LBR,164
2023-01,LBR,120
2023-04,LBR,91
2023-07,LBR,131
2023-10,LBR,75
2024-01,LBR,67
2024-04,LBR,105
2024-07,LBR,21
2019-01,LBY,59453
2019-04,LBY,52250
2019-07,LBY,78304
2019-10,LBY,64460
2020-01,LBY,42373
2020-04,LBY,796
2020-07,LBY,24335
2020-10,LBY,38789
2021-01,LBY,33561
2021-04,LBY,33776
2021-07,LBY,64284
2021-10,LBY,62970
2022-01,LBY,44450
2022-04,LBY,40934
2022-07,LBY,77525
2022-10,LBY,54169
2023-01,LBY,40031
2023-04,LBY,39992
2023-07,LBY,65616
2023-10,LBY,46100
2024-01,LBY,47964
2024-04,LBY,50097
2024-07,LBY,20756
2022-01,LIE,146
2022-04,LIE,210
2022-07,LIE,300
2022-10,LIE,184
2023-01,LIE,141
2023-04,LIE,237
2023-07,LIE,298
2023-10,LIE,266
2024-01,LIE,163
2024-04,LIE,236
2024-07,LIE,169
2022-01,LTU,5155
2022-04,LTU,7478
2022-07,LTU,6010
2022-10,LTU,8102
2023-01,LTU,7990
2023-04,LTU,8353
2023-07,LTU,7306
2023-10,LTU,8894
2024-01,LTU,9200
2024-04,LTU,9429
2024-07,LTU,2359
2019-01,LBN,55531
2019-04,LBN,65992
2019-07,LBN,77754
2019-10,LBN,56486
2020-01,LBN,32940
2020-04,LBN,56
2020-07,LBN,20264
2020-10,LBN,28263
2021-01,LBN,16459
2021-04,LBN,24587
2021-07,LBN,46300
2021-10,LBN,59104
2022-01,LBN,47280
2022-04,LBN,49433
2022-07,LBN,54230
2022-10,LBN,48902
2023-01,LBN,35819
2023-04,LBN,39611
2023-07,LBN,44596
2023-10,LBN,44072
2024-01,LBN,36477
2024-04,LBN,52374
2024-07,LBN,16357
2022-01,LUX,689
2022-04,LUX,1183
2022-07,LUX,1464
2022-10,LUX,954
2023-01,LUX,959
2023-04,LUX,1441
2023-07,LUX,1463
2023-10,LUX,1320
2024-01,LUX,1187
2024-04,LUX,1604
2024-07,LUX,497
2019-04,HUN,3786
2020-04,HUN,88
2022-01,HUN,6835
2022-04,HUN,13411
2022-07,HUN,11889
2022-10,HUN,10561
2023-01,HUN,8724
2023-04,HUN,19745
2023-07,HUN,17683
2023-10,HUN,19527
2024-01,HUN,18818
2024-04,HUN,24203
2024-07,HUN,7389
2022-01,MDG,45
2022-04,MDG,107
2022-07,MDG,81
2022-10,MDG,82
2023-01,MDG,47
2023-04,MDG,77
2023-07,MDG,82
2023-10,MDG,87
2024-01,MDG,117
2024-04,MDG,90
2024-07,MDG,44
2022-01,MAC,2
2022-04,MAC,7
2022-07,MAC,12
2022-10,MAC,21
2023-01,MAC,24
2023-04,MAC,51
2023-07,MAC,134
2023-10,MAC,134
2024-01,MAC,108
2024-04,MAC,175
2024-07,MAC,111
2022-01,MWI,87
2022-04,MWI,83
2022-07,MWI,107
2022-10,MWI,71
2023-01,MWI,46
2023-04,MWI,49
2023-07,MWI,116
2023-10,MWI,62
2024-01,MWI,47
2024-04,MWI,54
2024-07,MWI,21
2022-01,MDV,902
2022-04,MDV,866
2022-07,MDV,1092
2022-10,MDV,1074
2023-01,MDV,473
2023-04,MDV,471
2023-07,MDV,672
2023-10,MDV,823
2024-01,MDV,569
2024-04,MDV,896
2024-07,MDV,196
2019-01,MYS,25636
2019-04,MYS,22569
2020-01,MYS,14887
2020-04,MYS,25
2021-10,MYS,4178
2022-01,MYS,13330
2022-04,MYS,15166
2022-07,MYS,18489
2022-10,MYS,36971
2023-01,MYS,27539
2023-04,MYS,19848
2023-07,MYS,13744
2023-10,MYS,27019
2024-01,MYS,23522
2024-04,MYS,20834
2024-07,MYS,3011
2022-01,MLI,1584
2022-04,MLI,1434
2022-07,MLI,1670
2022-10,MLI,1503
2023-01,MLI,1307
2023-04,MLI,1049
2023-07,MLI,1845
2023-10,MLI,1167
2024-01,MLI,950
2024-04,MLI,969
2024-07,MLI,486
2022-01,MLT,2126
2022-04,MLT,3204
2022-07,MLT,4342
2022-10,MLT,3373
2023-01,MLT,2505
2023-04,MLT,2568
2023-07,MLT,3134
2023-10,MLT,2795
2024-01,MLT,2829
2024-04,MLT,2432
2024-07,MLT,1273
2022-01,MUS,2121
2022-04,MUS,2559
2022-07,MUS,2781
2022-10,MUS,4678
2023-01,MUS,2397
2023-04,MUS,2126
2023-07,MUS,2419
2023-10,MUS,3382
2024-01,MUS,1922
2024-04,MUS,2527
2024-07,MUS,1118
2019-01,MEX,2986
2020-01,MEX,2389
2021-04,MEX,2499
2021-07,MEX,11462
2021-10,MEX,14964
2022-01,MEX,12404
2022-04,MEX,19200
2022-07,MEX,26786
2022-10,MEX,27182
2023-01,MEX,15843
2023-04,MEX,30023
2023-07,MEX,33798
2023-10,MEX,29067
2024-01,MEX,15934
2024-04,MEX,25676
2024-07,MEX,11998
2022-04,FSM,1
2023-01,FSM,1
2019-04,MDA,2907
2019-07,MDA,9479
2019-10,MDA,7781
2020-04,MDA,3
2020-07,MDA,6456
2020-10,MDA,10363
2021-01,MDA,6791
2021-04,MDA,6260
2021-07,MDA,6292
2022-01,MDA,6914
2022-04,MDA,10975
2022-07,MDA,10018
2022-10,MDA,9855
2023-01,MDA,10572
2023-04,MDA,10361
2023-07,MDA,11436
2023-10,MDA,11272
2024-01,MDA,12418
2024-04,MDA,15271
2024-07,MDA,6363
2022-01,MCO,13
2022-04,MCO,24
2022-07,MCO,42
2022-10,MCO,35
2023-01,MCO,17
2023-04,MCO,46
2023-07,MCO,33
2023-10,MCO,34
2024-01,MCO,35
2024-04,MCO,69
2024-07,MCO,15
2022-01,MRT,1565
2022-04,MRT,1179
2022-07,MRT,1904
2022-10,MRT,1148
2023-01,MRT,829
2023-04,MRT,890
2023-07,MRT,1444
2023-10,MRT,1001
2024-01,MRT,837
2024-04,MRT,1028
2024-07,MRT,375
2022-01,MOZ,152
2022-04,MOZ,275
2022-07,MOZ,403
2022-10,MOZ,353
2023-01,MOZ,297
2023-04,MOZ,308
2023-07,MOZ,465
2023-10,MOZ,294
2024-01,MOZ,180
2024-04,MOZ,210
2024-07,MOZ,83
2019-04,MNG,1592
2020-04,MNG,4
2022-01,MNG,7816
2022-04,MNG,9585
2022-07,MNG,9813
2022-10,MNG,10076
2023-01,MNG,8995
2023-04,MNG,8851
2023-07,MNG,7867
2023-10,MNG,8806
2024-01,MNG,8478
2024-04,MNG,9297
2024-07,MNG,2590
2022-01,MMR,101
2022-04,MMR,152
2022-07,MMR,175
2022-10,MMR,261
2023-01,MMR,193
2023-04,MMR,212
2023-07,MMR,309
2023-10,MMR,342
2024-01,MMR,257
2024-04,MMR,531
2024-07,MMR,108
2019-01,EGY,34954
2019-04,EGY,39172
2019-07,EGY,51234
2019-10,EGY,37998
2020-01,EGY,26832
2020-04,EGY,338
2020-07,EGY,14076
2020-10,EGY,24392
2021-01,EGY,15875
2021-04,EGY,17554
2021-07,EGY,43041
2021-10,EGY,43389
2022-01,EGY,43642
2022-04,EGY,43540
2022-07,EGY,66076
2022-10,EGY,55720
2023-01,EGY,34260
2023-04,EGY,39157
2023-07,EGY,55179
2023-10,EGY,43269
2024-01,EGY,37895
2024-04,EGY,52663
2024-07,EGY,21211
2022-01,NAM,86
2022-04,NAM,170
2022-07,NAM,87
2022-10,NAM,66
2023-01,NAM,74
2023-04,NAM,49
2023-07,NAM,65
2023-10,NAM,79
2024-01,NAM,69
2024-04,NAM,85
2024-07,NAM,46
2022-01,NRU,6
2022-10,NRU,4
2024-01,NRU,1
2024-04,NRU,2
2022-01,NPL,533
2022-04,NPL,1355
2022-07,NPL,1435
2022-10,NPL,1300
2023-01,NPL,1148
2023-04,NPL,1213
2023-07,NPL,1613
2023-10,NPL,1462
2024-01,NPL,1568
2024-04,NPL,1874
2024-07,NPL,934
2022-01,NER,867
2022-04,NER,816
2022-07,NER,1346
2022-10,NER,999
2023-01,NER,715
2023-04,NER,700
2023-07,NER,704
2023-10,NER,559
2024-01,NER,395
2024-04,NER,583
2024-07,NER,257
2019-01,NGA,2789
2019-04,NGA,2770
2019-07,NGA,3789
2019-10,NGA,10872
2020-01,NGA,1980
2020-04,NGA,2
2020-07,NGA,1225
2020-10,NGA,5419
2021-01,NGA,4958
2021-04,NGA,3139
2022-01,NGA,10492
2022-04,NGA,10828
2022-07,NGA,7603
2022-10,NGA,6929
2023-01,NGA,5899
2023-04,NGA,6008
2023-07,NGA,6500
2023-10,NGA,5442
2024-01,NGA,5001
2024-04,NGA,4882
2024-07,NGA,1743
2022-01,NIC,104
2022-04,NIC,180
2022-07,NIC,262
2022-10,NIC,200
2023-01,NIC,170
2023-04,NIC,228
2023-07,NIC,278
2023-10,NIC,377
2024-01,NIC,219
2024-04,NIC,242
2024-07,NIC,122
2019-04,NOR,9327
2019-07,NOR,9305
2020-04,NOR,209
2020-07,NOR,2720
2021-01,NOR,3456
2021-04,NOR,3450
2021-07,NOR,9121
2021-10,NOR,4821
2022-01,NOR,10439
2022-04,NOR,17888
2022-07,NOR,19103
2022-10,NOR,13809
2023-01,NOR,11935
2023-04,NOR,16039
2023-07,NOR,19233
2023-10,NOR,14206
2024-01,NOR,14120
2024-04,NOR,20733
2024-07,NOR,10240
2022-01,CAF,51
2022-04,CAF,87
2022-07,CAF,38
2022-10,CAF,45
2023-01,CAF,44
2023-04,CAF,33
2023-07,CAF,71
2023-10,CAF,43
2024-01,CAF,49
2024-04,CAF,36
2024-07,CAF,13
2019-01,PAK,22783
2019-04,PAK,14992
2019-07,PAK,37779
2019-10,PAK,30063
2020-01,PAK,18082
2020-04,PAK,20
2020-07,PAK,9871
2020-10,PAK,20729
2021-01,PAK,20475
2021-04,PAK,10414
2021-07,PAK,14647
2021-10,PAK,39213
2022-01,PAK,34638
2022-04,PAK,40585
2022-07,PAK,49833
2022-10,PAK,36229
2023-01,PAK,24458
2023-04,PAK,29654
2023-07,PAK,41909
2023-10,PAK,29297
2024-01,PAK,20658
2024-04,PAK,31434
2024-07,PAK,15336
2023-07,PLW,1
2024-04,PLW,1
2022-01,PAN,1421
2022-04,PAN,1474
2022-07,PAN,1567
2022-10,PAN,2186
2023-01,PAN,1891
2023-04,PAN,1661
2023-07,PAN,2138
2023-10,PAN,1676
2024-01,PAN,1420
2024-04,PAN,1794
2024-07,PAN,715
2022-01,PNG,2
2022-04,PNG,3
2022-07,PNG,7
2022-10,PNG,2
2023-01,PNG,1
2023-04,PNG,8
2023-07,PNG,6
2023-10,PNG,6
2024-01,PNG,3
2024-04,PNG,11
2022-01,PRY,202
2022-04,PRY,367
2022-07,PRY,412
2022-10,PRY,349
2023-01,PRY,185
2023-04,PRY,419
2023-07,PRY,305
2023-10,PRY,317
2024-01,PRY,352
2024-04,PRY,376
2024-07,PRY,104
2019-04,PER,785
2020-04,PER,4
2022-01,PER,1406
2022-04,PER,2737
2022-07,PER,3437
2022-10,PER,3210
2023-01,PER,1964
2023-04,PER,3450
2023-07,PER,3665
2023-10,PER,3651
2024-01,PER,2718
2024-04,PER,3458
2024-07,PER,1166
2019-01,POL,13603
2019-04,POL,4483
2019-07,POL,15344
2019-10,POL,15727
2020-01,POL,10590
2020-04,POL,270
2020-07,POL,6131
2020-10,POL,5669
2021-01,POL,4694
2021-04,POL,6430
2021-07,POL,12969
2021-10,POL,10060
2022-01,POL,12811
2022-04,POL,21017
2022-07,POL,19465
2022-10,POL,19851
2023-01,POL,19020
2023-04,POL,25119
2023-07,POL,24126
2023-10,POL,26433
2024-01,POL,25958
2024-04,POL,32874
2024-07,POL,9052
2022-01,PRT,7070
2022-04,PRT,14379
2022-07,PRT,16434
2022-10,PRT,13246
2023-01,PRT,11233
2023-04,PRT,16043
2023-07,PRT,18280
2023-10,PRT,15531
2024-01,PRT,14377
2024-04,PRT,19158
2024-07,PRT,5995
2022-04,PRI,3
2022-07,PRI,15
2023-04,PRI,2
2024-04,PRI,1
2019-01,ROU,30922
2019-04,ROU,37067
2019-07,ROU,35622
2019-10,ROU,35617
2020-01,ROU,25349
2020-04,ROU,304
2020-07,ROU,12967
2020-10,ROU,18785
2021-01,ROU,12702
2021-04,ROU,17377
2021-07,ROU,30219
2021-10,ROU,29745
2022-01,ROU,30331
2022-04,ROU,47861
2022-07,ROU,40330
2022-10,ROU,41918
2023-01,ROU,38341
2023-04,ROU,51357
2023-07,ROU,49975
2023-10,ROU,52202
2024-01,ROU,50069
2024-04,ROU,60435
2024-07,ROU,17152
2022-01,RWA,365
2022-04,RWA,393
2022-07,RWA,286
2022-10,RWA,456
2023-01,RWA,190
2023-04,RWA,333
2023-07,RWA,324
2023-10,RWA,279
2024-01,RWA,205
2024-04,RWA,273
2024-07,RWA,85
2019-01,RUS,161783
2019-04,RUS,179301
2019-07,RUS,171246
2019-10,RUS,209389
2020-01,RUS,150856
2020-04,RUS,1737
2020-07,RUS,115146
2020-10,RUS,153736
2021-01,RUS,188553
2021-04,RUS,86672
2021-07,RUS,187737
2021-10,RUS,284324
2022-01,RUS,257999
2022-04,RUS,269668
2022-07,RUS,443824
2022-10,RUS,523533
2023-01,RUS,496129
2023-04,RUS,511708
2023-07,RUS,533578
2023-10,RUS,448811
2024-01,RUS,453940
2024-04,RUS,516159
2024-07,RUS,192018
2022-01,KNA,1221
2022-04,KNA,1751
2022-07,KNA,3301
2022-10,KNA,1841
2023-01,KNA,1381
2023-04,KNA,2233
2023-07,KNA,3560
2023-10,KNA,1900
2024-01,KNA,1595
2024-04,KNA,2665
2024-07,KNA,1180
2022-01,LCA,48
2022-04,LCA,96
2022-07,LCA,99
2022-10,LCA,92
2023-01,LCA,61
2023-04,LCA,90
2023-07,LCA,116
2023-10,LCA,80
2024-01,LCA,62
2024-04,LCA,150
2024-07,LCA,74
2022-01,VCT,11
2022-04,VCT,12
2022-07,VCT,17
2022-10,VCT,12
2023-01,VCT,10
2023-04,VCT,23
2023-07,VCT,27
2023-10,VCT,7
2024-01,VCT,10
2024-04,VCT,15
2024-07,VCT,7
2022-07,WSM,1
2023-01,WSM,2
2023-04,WSM,3
2023-07,WSM,3
2024-01,WSM,4
2024-04,WSM,2
2024-07,WSM,2
2022-01,SMR,20
2022-04,SMR,39
2022-07,SMR,40
2022-10,SMR,60
2023-01,SMR,33
2023-04,SMR,48
2023-07,SMR,33
2023-10,SMR,98
2024-01,SMR,49
2024-04,SMR,53
2024-07,SMR,33
2022-01,STP,4
2022-04,STP,7
2022-10,STP,1
2023-01,STP,6
2023-04,STP,3
2023-07,STP,7
2023-10,STP,6
2024-01,STP,3
2024-04,STP,4
2024-07,STP,1
2019-04,SEN,1015
2020-04,SEN,6
2022-01,SEN,3582
2022-04,SEN,3990
2022-07,SEN,4178
2022-10,SEN,4167
2023-01,SEN,3650
2023-04,SEN,3291
2023-07,SEN,3768
2023-10,SEN,3415
2024-01,SEN,3044
2024-04,SEN,2824
2024-07,SEN,1207
2022-01,SYC,89
2022-04,SYC,259
2022-07,SYC,521
2022-10,SYC,267
2023-01,SYC,161
2023-04,SYC,104
2023-07,SYC,212
2023-10,SYC,234
2024-01,SYC,161
2024-04,SYC,223
2024-07,SYC,93
2022-01,SLE,1465
2022-04,SLE,1410
2022-07,SLE,1537
2022-10,SLE,1340
2023-01,SLE,871
2023-04,SLE,1027
2023-07,SLE,1262
2023-10,SLE,765
2024-01,SLE,481
2024-04,SLE,614
2024-07,SLE,170
2019-04,SGP,4980
2020-04,SGP,11
2022-01,SGP,2383
2022-04,SGP,6051
2022-07,SGP,5057
2022-10,SGP,15685
2023-01,SGP,6357
2023-04,SGP,8299
2023-07,SGP,6290
2023-10,SGP,15285
2024-01,SGP,5475
2024-04,SGP,9719
2024-07,SGP,1662
2022-01,SVK,2871
2022-04,SVK,4993
2022-07,SVK,4847
2022-10,SVK,5193
2023-01,SVK,4300
2023-04,SVK,6928
2023-07,SVK,5354
2023-10,SVK,7115
2024-01,SVK,7185
2024-04,SVK,7858
2024-07,SVK,1975
2022-01,SVN,4526
2022-04,SVN,8252
2022-07,SVN,6373
2022-10,SVN,8508
2023-01,SVN,7079
2023-04,SVN,7962
2023-07,SVN,6305
2023-10,SVN,9372
2024-01,SVN,8309
2024-04,SVN,8575
2024-07,SVN,2344
2022-10,SLB,1
2023-01,SLB,1
2023-07,SLB,1
2024-04,SLB,2
2024-07,SLB,2
2019-04,SOM,1517
2019-07,SOM,4148
2019-10,SOM,6766
2020-04,SOM,119
2020-07,SOM,2944
2020-10,SOM,7752
2021-01,SOM,7222
2021-04,SOM,5599
2022-01,SOM,4218
2022-04,SOM,3571
2022-07,SOM,3520
2022-10,SOM,2455
2023-01,SOM,1912
2023-04,SOM,2146
2023-07,SOM,2556
2023-10,SOM,1721
2024-01,SOM,1386
2024-04,SOM,1774
2024-07,SOM,635
2022-01,LKA,668
2022-04,LKA,1068
2022-07,LKA,1634
2022-10,LKA,1291
2023-01,LKA,944
2023-04,LKA,1558
2023-07,LKA,2248
2023-10,LKA,1692
2024-01,LKA,1340
2024-04,LKA,2465
2024-07,LKA,963
2019-07,SDN,3873
2019-10,SDN,4446
2020-07,SDN,2555
2020-10,SDN,4213
2021-01,SDN,2718
2021-04,SDN,1300
2021-07,SDN,3340
2022-01,SDN,7373
2022-04,SDN,10447
2022-07,SDN,15495
2022-10,SDN,8410
2023-01,SDN,6125
2023-04,SDN,4553
2023-07,SDN,4896
2023-10,SDN,2976
2024-01,SDN,2958
2024-04,SDN,2941
2024-07,SDN,1415
2022-01,SUR,50
2022-04,SUR,58
2022-07,SUR,109
2022-10,SUR,68
2023-01,SUR,31
2023-04,SUR,74
2023-07,SUR,101
2023-10,SUR,92
2024-01,SUR,52
2024-04,SUR,74
2024-07,SUR,34
2019-01,SYR,36138
2019-04,SYR,44855
2019-07,SYR,58583
2019-10,SYR,42145
2020-01,SYR,32975
2020-04,SYR,742
2020-07,SYR,14195
2020-10,SYR,22181
2021-01,SYR,19807
2021-04,SYR,23209
2021-07,SYR,37183
2021-10,SYR,30744
2022-01,SYR,29591
2022-04,SYR,35409
2022-07,SYR,44667
2022-10,SYR,29309
2023-01,SYR,25577
2023-04,SYR,32035
2023-07,SYR,35841
2023-10,SYR,22342
2024-01,SYR,21898
2024-04,SYR,26330
2024-07,SYR,11672
2019-01,SAU,70323
2019-04,SAU,125212
2019-07,SAU,189478
2019-10,SAU,59878
2020-01,SAU,60433
2020-04,SAU,16
2020-07,SAU,1022
2020-10,SAU,1302
2021-01,SAU,840
2021-04,SAU,1830
2021-07,SAU,3134
2021-10,SAU,2373
2022-01,SAU,2993
2022-04,SAU,13668
2022-07,SAU,228533
2022-10,SAU,145159
2023-01,SAU,77275
2023-04,SAU,160427
2023-07,SAU,251663
2023-10,SAU,115144
2024-01,SAU,92495
2024-04,SAU,184578
2024-07,SAU,108983
2019-01,SRB,14461
2019-04,SRB,3564
2019-07,SRB,11348
2019-10,SRB,15025
2020-01,SRB,11155
2020-04,SRB,292
2020-07,SRB,7765
2020-10,SRB,8731
2021-01,SRB,5488
2021-04,SRB,7923
2021-07,SRB,7788
2021-10,SRB,15492
2022-01,SRB,15382
2022-04,SRB,20176
2022-07,SRB,12393
2022-10,SRB,15290
2023-01,SRB,14061
2023-04,SRB,15471
2023-07,SRB,11723
2023-10,SRB,16910
2024-01,SRB,16696
2024-04,SRB,16363
2024-07,SRB,3912
2019-01,TJK,7443
2019-04,TJK,2439
2020-01,TJK,6059
2020-04,TJK,9
2021-01,TJK,8183
2021-04,TJK,6369
2021-07,TJK,11149
2021-10,TJK,7822
2022-01,TJK,21226
2022-04,TJK,11668
2022-07,TJK,16668
2022-10,TJK,17463
2023-01,TJK,17708
2023-04,TJK,15802
2023-07,TJK,17938
2023-10,TJK,17414
2024-01,TJK,15285
2024-04,TJK,4086
2024-07,TJK,1357
2022-01,TZA,1598
2022-04,TZA,1627
2022-07,TZA,1808
2022-10,TZA,2201
2023-01,TZA,1235
2023-04,TZA,1291
2023-07,TZA,1585
2023-10,TZA,1406
2024-01,TZA,965
2024-04,TZA,1085
2024-07,TZA,371
2022-01,THA,2407
2022-04,THA,6719
2022-07,THA,6413
2022-10,THA,10793
2023-01,THA,7570
2023-04,THA,9420
2023-07,THA,6851
2023-10,THA,10387
2024-01,THA,7281
2024-04,THA,13247
2024-07,THA,3114
2019-01,TWN,25948
2019-04,TWN,10888
2020-01,TWN,12154
2020-04,TWN,3
2022-01,TWN,707
2022-04,TWN,1439
2022-07,TWN,2816
2022-10,TWN,5391
2023-01,TWN,8793
2023-04,TWN,10172
2023-07,TWN,13308
2023-10,TWN,13648
2024-01,TWN,14386
2024-04,TWN,17765
2024-07,TWN,5940
2022-01,TGO,333
2022-04,TGO,322
2022-07,TGO,352
2022-10,TGO,302
2023-01,TGO,224
2023-04,TGO,246
2023-07,TGO,342
2023-10,TGO,199
2024-01,TGO,127
2024-04,TGO,108
2024-07,TGO,75
2022-04,TON,2
2022-10,TON,1
2023-04,TON,1
2023-07,TON,4
2023-10,TON,5
2024-01,TON,2
2024-04,TON,2
2022-01,TTO,121
2022-04,TTO,188
2022-07,TTO,298
2022-10,TTO,353
2023-01,TTO,231
2023-04,TTO,327
2023-07,TTO,409
2023-10,TTO,364
2024-01,TTO,286
2024-04,TTO,378
2024-07,TTO,159
2019-01,TUN,39692
2019-04,TUN,34409
2019-07,TUN,47069
2019-10,TUN,45907
2020-01,TUN,34325
2020-04,TUN,49
2020-07,TUN,7768
2020-10,TUN,14636
2021-01,TUN,17115
2021-04,TUN,16515
2021-07,TUN,34519
2021-10,TUN,51044
2022-01,TUN,47984
2022-04,TUN,41883
2022-07,TUN,52234
2022-10,TUN,49579
2023-01,TUN,36111
2023-04,TUN,35649
2023-07,TUN,51525
2023-10,TUN,43394
2024-01,TUN,37619
2024-04,TUN,40770
2024-07,TUN,17610
2022-04,TUV,2
2022-07,TUV,1
2022-10,TUV,1
2023-01,TUV,1
2023-04,TUV,2
2023-07,TUV,1
2024-01,TUV,1
2024-04,TUV,5
2024-07,TUV,1
2019-01,TKM,40253
2019-04,TKM,46702
2019-07,TKM,62400
2020-01,TKM,33180
2020-04,TKM,104
2020-07,TKM,2044
2022-01,TKM,5267
2022-04,TKM,5748
2022-07,TKM,11088
2022-10,TKM,14119
2023-01,TKM,17290
2023-04,TKM,24428
2023-07,TKM,38457
2023-10,TKM,30161
2024-01,TKM,29342
2024-04,TKM,33970
2024-07,TKM,15020
2022-01,UGA,1765
2022-04,UGA,1742
2022-07,UGA,1671
2022-10,UGA,1943
2023-01,UGA,1616
2023-04,UGA,1767
2023-07,UGA,1905
2023-10,UGA,1731
2024-01,UGA,1469
2024-04,UGA,1781
2024-07,UGA,586
2019-01,UKR,83269
2019-04,UKR,87906
2019-07,UKR,79370
2019-10,UKR,81231
2020-01,UKR,59523
2020-04,UKR,1852
2020-07,UKR,68275
2020-10,UKR,70257
2021-01,UKR,72659
2021-04,UKR,96454
2021-07,UKR,84590
2021-10,UKR,87118
2022-01,UKR,74333
2022-04,UKR,45816
2022-07,UKR,42678
2022-10,UKR,45804
2023-01,UKR,48332
2023-04,UKR,48918
2023-07,UKR,49179
2023-10,UKR,50186
2024-01,UKR,52929
2024-04,UKR,55397
2024-07,UKR,18710
2019-01,OMN,5436
2020-01,OMN,5536
2021-01,OMN,1366
2021-04,OMN,3392
2021-07,OMN,20076
2021-10,OMN,17206
2022-01,OMN,15180
2022-04,OMN,18645
2022-07,OMN,26766
2022-10,OMN,10620
2023-01,OMN,10576
2023-04,OMN,13474
