tarih,havalimani,hat,yolcu_sayisi
2022-11-01,Siirt,Dış,0
2022-11-01,Sinop,Dış,0
2022-11-01,Sivas,Dış,281
2022-11-01,Tekirdağ Çorlu,Dış,0
2022-11-01,Tokat,Dış,359
2022-11-01,Trabzon,Dış,15066
2022-11-01,Uşak,Dış,0
2022-11-01,Van,Dış,0
2022-11-01,Zafer,Dış,922
2022-11-01,Zonguldak Çaycuma,Dış,5571
2022-11-01,Çanakkale,Dış,127
2022-11-01,İstanbul,Dış,4286766
2022-11-01,İstanbul Atatürk,Dış,0
2022-11-01,İstanbul Sabiha Gökçen,Dış,1364660
2022-11-01,İzmir Adnan Menderes,Dış,157972
2022-11-01,Şanlıurfa GAP,Dış,983
2022-11-01,Şırnak,Dış,0
2022-10-01,Adana,Dış,55318
2022-10-01,Adıyaman,Dış,0
2022-10-01,Alanya Gazipaşa,Dış,30353
2022-10-01,Amasya Merzifon,Dış,2051
2022-10-01,Ankara Esenboğa,Dış,173502
2022-10-01,Antalya,Dış,3399813
2022-10-01,Aydın,Dış,0
2022-10-01,Ağrı,Dış,0
2022-10-01,Balıkesir Edremit,Dış,0
2022-10-01,Balıkesir Merkez,Dış,0
2022-10-01,Batman,Dış,0
2022-10-01,Bingöl,Dış,0
2022-10-01,Bursa Yenişehir,Dış,671
2022-10-01,Denizli Çardak,Dış,2673
2022-10-01,Diyarbakır,Dış,12968
2022-10-01,Elazığ,Dış,3891
2022-10-01,Erzincan,Dış,1276
2022-10-01,Erzurum,Dış,394
2022-10-01,Eskişehir,Dış,8281
2022-10-01,Gaziantep,Dış,22459
2022-10-01,Gökçeada,Dış,0
2022-10-01,Hakkari Yüksekova,Dış,0
2022-10-01,Hatay,Dış,12713
2022-10-01,Isparta,Dış,2789
2022-10-01,Iğdır,Dış,446
2022-10-01,Kahramanmaraş,Dış,0
2022-10-01,Kars,Dış,0
2022-10-01,Kastamonu,Dış,131
2022-10-01,Kayseri,Dış,39780
2022-10-01,Kocaeli,Dış,0
2022-10-01,Konya,Dış,12341
2022-10-01,Malatya,Dış,1179
2022-10-01,Mardin,Dış,160
2022-10-01,Muğla Dalaman,Dış,395552
2022-10-01,Muğla Milas-Bodrum,Dış,204184
2022-10-01,Muş,Dış,0
2022-10-01,Nevşehir Kapadokya,Dış,3321
2022-10-01,Ordu-Giresun,Dış,0
2022-10-01,Rize-Artvin,Dış,109
2022-10-01,Samsun Çarşamba,Dış,11161
2022-10-01,Siirt,Dış,0
2022-10-01,Sinop,Dış,0
2022-10-01,Sivas,Dış,724
2022-10-01,Tekirdağ Çorlu,Dış,971
2022-10-01,Tokat,Dış,146
2022-10-01,Trabzon,Dış,32674
2022-10-01,Uşak,Dış,0
2022-10-01,Van,Dış,0
2022-10-01,Zafer,Dış,1330
2022-10-01,Zonguldak Çaycuma,Dış,8560
2022-10-01,Çanakkale,Dış,0
2022-10-01,İstanbul,Dış,4602965
2022-10-01,İstanbul Atatürk,Dış,0
2022-10-01,İstanbul Sabiha Gökçen,Dış,1535088
2022-10-01,İzmir Adnan Menderes,Dış,414582
2022-10-01,Şanlıurfa GAP,Dış,771
2022-10-01,Şırnak,Dış,0
2022-09-01,Adana,Dış,64370
2022-09-01,Adıyaman,Dış,0
2022-09-01,Alanya Gazipaşa,Dış,26961
2022-09-01,Amasya Merzifon,Dış,1435
2022-09-01,Ankara Esenboğa,Dış,199340
2022-09-01,Antalya,Dış,3843390
2022-09-01,Aydın,Dış,0
2022-09-01,Ağrı,Dış,0
2022-09-01,Balıkesir Edremit,Dış,2343
2022-09-01,Balıkesir Merkez,Dış,0
2022-09-01,Batman,Dış,0
2022-09-01,Bingöl,Dış,0
2022-09-01,Bursa Yenişehir,Dış,324
2022-09-01,Denizli Çardak,Dış,8579
2022-09-01,Diyarbakır,Dış,13685
2022-09-01,Elazığ,Dış,6978
2022-09-01,Erzincan,Dış,1285
2022-09-01,Erzurum,Dış,227
2022-09-01,Eskişehir,Dış,11335
2022-09-01,Gaziantep,Dış,32305
2022-09-01,Gökçeada,Dış,0
2022-09-01,Hakkari Yüksekova,Dış,0
2022-09-01,Hatay,Dış,15123
2022-09-01,Isparta,Dış,4040
2022-09-01,Iğdır,Dış,454
2022-09-01,Kahramanmaraş,Dış,0
2022-09-01,Kars,Dış,0
2022-09-01,Kastamonu,Dış,33
2022-09-01,Kayseri,Dış,56436
2022-09-01,Kocaeli,Dış,0
2022-09-01,Konya,Dış,13866
2022-09-01,Malatya,Dış,2404
2022-09-01,Mardin,Dış,0
2022-09-01,Muğla Dalaman,Dış,519350
2022-09-01,Muğla Milas-Bodrum,Dış,329408
2022-09-01,Muş,Dış,0
2022-09-01,Nevşehir Kapadokya,Dış,2267
2022-09-01,Ordu-Giresun,Dış,3195
2022-09-01,Rize-Artvin,Dış,0
2022-09-01,Samsun Çarşamba,Dış,17307
2022-09-01,Siirt,Dış,0
2022-09-01,Sinop,Dış,0
2022-09-01,Sivas,Dış,204
2022-09-01,Tekirdağ Çorlu,Dış,4418
2022-09-01,Tokat,Dış,0
2022-09-01,Trabzon,Dış,88068
2022-09-01,Uşak,Dış,0
2022-09-01,Van,Dış,0
2022-09-01,Zafer,Dış,2774
2022-09-01,Zonguldak Çaycuma,Dış,11377
2022-09-01,Çanakkale,Dış,0
2022-09-01,İstanbul,Dış,4901240
2022-09-01,İstanbul Atatürk,Dış,0
2022-09-01,İstanbul Sabiha Gökçen,Dış,1492306
2022-09-01,İzmir Adnan Menderes,Dış,492470
2022-09-01,Şanlıurfa GAP,Dış,563
2022-09-01,Şırnak,Dış,0
2022-08-01,Adana,Dış,86876
2022-08-01,Adıyaman,Dış,0
2022-08-01,Alanya Gazipaşa,Dış,41533
2022-08-01,Amasya Merzifon,Dış,1577
2022-08-01,Ankara Esenboğa,Dış,234365
2022-08-01,Antalya,Dış,4581511
2022-08-01,Aydın,Dış,0
2022-08-01,Ağrı,Dış,272
2022-08-01,Balıkesir Edremit,Dış,4406
2022-08-01,Balıkesir Merkez,Dış,0
2022-08-01,Batman,Dış,0
2022-08-01,Bingöl,Dış,0
2022-08-01,Bursa Yenişehir,Dış,3476
2022-08-01,Denizli Çardak,Dış,6092
2022-08-01,Diyarbakır,Dış,17920
2022-08-01,Elazığ,Dış,15291
2022-08-01,Erzincan,Dış,1410
2022-08-01,Erzurum,Dış,1065
2022-08-01,Eskişehir,Dış,27805
2022-08-01,Gaziantep,Dış,45942
2022-08-01,Gökçeada,Dış,0
2022-08-01,Hakkari Yüksekova,Dış,0
2022-08-01,Hatay,Dış,16053
2022-08-01,Isparta,Dış,3428
2022-08-01,Iğdır,Dış,1042
2022-08-01,Kahramanmaraş,Dış,0
2022-08-01,Kars,Dış,0
2022-08-01,Kastamonu,Dış,0
2022-08-01,Kayseri,Dış,99625
2022-08-01,Kocaeli,Dış,0
2022-08-01,Konya,Dış,29912
2022-08-01,Malatya,Dış,3150
2022-08-01,Mardin,Dış,0
2022-08-01,Muğla Dalaman,Dış,609540
2022-08-01,Muğla Milas-Bodrum,Dış,420027
2022-08-01,Muş,Dış,0
2022-08-01,Nevşehir Kapadokya,Dış,191
2022-08-01,Ordu-Giresun,Dış,7138
2022-08-01,Rize-Artvin,Dış,142
2022-08-01,Samsun Çarşamba,Dış,32418
2022-08-01,Siirt,Dış,0
2022-08-01,Sinop,Dış,0
2022-08-01,Sivas,Dış,388
2022-08-01,Tekirdağ Çorlu,Dış,6173
2022-08-01,Tokat,Dış,0
2022-08-01,Trabzon,Dış,232273
2022-08-01,Uşak,Dış,0
2022-08-01,Van,Dış,185
2022-08-01,Zafer,Dış,7530
2022-08-01,Zonguldak Çaycuma,Dış,16036
2022-08-01,Çanakkale,Dış,0
2022-08-01,İstanbul,Dış,5086180
2022-08-01,İstanbul Atatürk,Dış,0
2022-08-01,İstanbul Sabiha Gökçen,Dış,1521943
2022-08-01,İzmir Adnan Menderes,Dış,641874
2022-08-01,Şanlıurfa GAP,Dış,381
2022-08-01,Şırnak,Dış,0
2022-07-01,Adana,Dış,85133
2022-07-01,Adıyaman,Dış,0
2022-07-01,Alanya Gazipaşa,Dış,51293
2022-07-01,Amasya Merzifon,Dış,1244
2022-07-01,Ankara Esenboğa,Dış,252298
2022-07-01,Antalya,Dış,4395348
2022-07-01,Aydın,Dış,0
2022-07-01,Ağrı,Dış,379
2022-07-01,Balıkesir Edremit,Dış,4429
2022-07-01,Balıkesir Merkez,Dış,0
2022-07-01,Batman,Dış,145
2022-07-01,Bingöl,Dış,0
2022-07-01,Bursa Yenişehir,Dış,5208
2022-07-01,Denizli Çardak,Dış,5452
2022-07-01,Diyarbakır,Dış,18615
2022-07-01,Elazığ,Dış,13578
2022-07-01,Erzincan,Dış,1625
2022-07-01,Erzurum,Dış,1144
2022-07-01,Eskişehir,Dış,22869
2022-07-01,Gaziantep,Dış,48625
2022-07-01,Gökçeada,Dış,0
2022-07-01,Hakkari Yüksekova,Dış,0
2022-07-01,Hatay,Dış,17837
2022-07-01,Isparta,Dış,3671
2022-07-01,Iğdır,Dış,0
2022-07-01,Kahramanmaraş,Dış,0
2022-07-01,Kars,Dış,0
2022-07-01,Kastamonu,Dış,0
2022-07-01,Kayseri,Dış,93152
2022-07-01,Kocaeli,Dış,528
2022-07-01,Konya,Dış,35225
2022-07-01,Malatya,Dış,3095
2022-07-01,Mardin,Dış,181
2022-07-01,Muğla Dalaman,Dış,560877
2022-07-01,Muğla Milas-Bodrum,Dış,388498
2022-07-01,Muş,Dış,150
2022-07-01,Nevşehir Kapadokya,Dış,229
2022-07-01,Ordu-Giresun,Dış,5720
2022-07-01,Rize-Artvin,Dış,116
2022-07-01,Samsun Çarşamba,Dış,34614
2022-07-01,Siirt,Dış,0
2022-07-01,Sinop,Dış,0
2022-07-01,Sivas,Dış,290
2022-07-01,Tekirdağ Çorlu,Dış,3801
2022-07-01,Tokat,Dış,0
2022-07-01,Trabzon,Dış,179614
2022-07-01,Uşak,Dış,0
2022-07-01,Van,Dış,408
2022-07-01,Zafer,Dış,7936
2022-07-01,Zonguldak Çaycuma,Dış,16710
2022-07-01,Çanakkale,Dış,0
2022-07-01,İstanbul,Dış,5015522
2022-07-01,İstanbul Atatürk,Dış,0
2022-07-01,İstanbul Sabiha Gökçen,Dış,1452513
2022-07-01,İzmir Adnan Menderes,Dış,589800
2022-07-01,Şanlıurfa GAP,Dış,191
2022-07-01,Şırnak,Dış,0
2022-06-01,Adana,Dış,62395
2022-06-01,Adıyaman,Dış,0
2022-06-01,Alanya Gazipaşa,Dış,28889
2022-06-01,Amasya Merzifon,Dış,359
2022-06-01,Ankara Esenboğa,Dış,194922
2022-06-01,Antalya,Dış,3333010
2022-06-01,Aydın,Dış,0
2022-06-01,Ağrı,Dış,863
2022-06-01,Balıkesir Edremit,Dış,1305
2022-06-01,Balıkesir Merkez,Dış,0
2022-06-01,Batman,Dış,0
2022-06-01,Bingöl,Dış,0
2022-06-01,Bursa Yenişehir,Dış,2502
2022-06-01,Denizli Çardak,Dış,5571
2022-06-01,Diyarbakır,Dış,14189
2022-06-01,Elazığ,Dış,7436
2022-06-01,Erzincan,Dış,0
2022-06-01,Erzurum,Dış,1133
2022-06-01,Eskişehir,Dış,10482
2022-06-01,Gaziantep,Dış,32240
2022-06-01,Gökçeada,Dış,0
2022-06-01,Hakkari Yüksekova,Dış,0
2022-06-01,Hatay,Dış,14442
2022-06-01,Isparta,Dış,3610
2022-06-01,Iğdır,Dış,1236
2022-06-01,Kahramanmaraş,Dış,0
2022-06-01,Kars,Dış,0
2022-06-01,Kastamonu,Dış,0
2022-06-01,Kayseri,Dış,56251
2022-06-01,Kocaeli,Dış,544
2022-06-01,Konya,Dış,19197
2022-06-01,Malatya,Dış,3684
2022-06-01,Mardin,Dış,183
2022-06-01,Muğla Dalaman,Dış,449630
2022-06-01,Muğla Milas-Bodrum,Dış,283768
2022-06-01,Muş,Dış,149
2022-06-01,Nevşehir Kapadokya,Dış,180
2022-06-01,Ordu-Giresun,Dış,1735
2022-06-01,Rize-Artvin,Dış,142
2022-06-01,Samsun Çarşamba,Dış,19392
2022-06-01,Siirt,Dış,0
2022-06-01,Sinop,Dış,0
2022-06-01,Sivas,Dış,295
2022-06-01,Tekirdağ Çorlu,Dış,0
2022-06-01,Tokat,Dış,0
2022-06-01,Trabzon,Dış,71999
2022-06-01,Uşak,Dış,0
2022-06-01,Van,Dış,188
2022-06-01,Zafer,Dış,4060
2022-06-01,Zonguldak Çaycuma,Dış,9216
2022-06-01,Çanakkale,Dış,226
2022-06-01,İstanbul,Dış,4380486
2022-06-01,İstanbul Atatürk,Dış,0
2022-06-01,İstanbul Sabiha Gökçen,Dış,1272004
2022-06-01,İzmir Adnan Menderes,Dış,434675
2022-06-01,Şanlıurfa GAP,Dış,604
2022-06-01,Şırnak,Dış,0
2022-05-01,Adana,Dış,49659
2022-05-01,Adıyaman,Dış,0
2022-05-01,Alanya Gazipaşa,Dış,28693
2022-05-01,Amasya Merzifon,Dış,0
2022-05-01,Ankara Esenboğa,Dış,150732
2022-05-01,Antalya,Dış,2074174
2022-05-01,Aydın,Dış,0
2022-05-01,Ağrı,Dış,0
2022-05-01,Balıkesir Edremit,Dış,0
2022-05-01,Balıkesir Merkez,Dış,0
2022-05-01,Batman,Dış,0
2022-05-01,Bingöl,Dış,0
2022-05-01,Bursa Yenişehir,Dış,0
2022-05-01,Denizli Çardak,Dış,3726
2022-05-01,Diyarbakır,Dış,8379
2022-05-01,Elazığ,Dış,4433
2022-05-01,Erzincan,Dış,0
2022-05-01,Erzurum,Dış,689
2022-05-01,Eskişehir,Dış,482
2022-05-01,Gaziantep,Dış,20945
2022-05-01,Gökçeada,Dış,0
2022-05-01,Hakkari Yüksekova,Dış,0
2022-05-01,Hatay,Dış,10021
2022-05-01,Isparta,Dış,1991
2022-05-01,Iğdır,Dış,0
2022-05-01,Kahramanmaraş,Dış,0
2022-05-01,Kars,Dış,0
2022-05-01,Kastamonu,Dış,0
2022-05-01,Kayseri,Dış,41138
2022-05-01,Kocaeli,Dış,0
2022-05-01,Konya,Dış,8176
2022-05-01,Malatya,Dış,0
2022-05-01,Mardin,Dış,0
2022-05-01,Muğla Dalaman,Dış,304827
2022-05-01,Muğla Milas-Bodrum,Dış,172640
2022-05-01,Muş,Dış,0
2022-05-01,Nevşehir Kapadokya,Dış,2965
2022-05-01,Ordu-Giresun,Dış,0
2022-05-01,Rize-Artvin,Dış,0
2022-05-01,Samsun Çarşamba,Dış,12704
2022-05-01,Siirt,Dış,0
2022-05-01,Sinop,Dış,0
2022-05-01,Sivas,Dış,0
2022-05-01,Tekirdağ Çorlu,Dış,0
2022-05-01,Tokat,Dış,0
2022-05-01,Trabzon,Dış,31073
2022-05-01,Uşak,Dış,0
2022-05-01,Van,Dış,0
2022-05-01,Zafer,Dış,998
2022-05-01,Zonguldak Çaycuma,Dış,7065
2022-05-01,Çanakkale,Dış,0
2022-05-01,İstanbul,Dış,4146344
2022-05-01,İstanbul Atatürk,Dış,0
2022-05-01,İstanbul Sabiha Gökçen,Dış,1227222
2022-05-01,İzmir Adnan Menderes,Dış,304409
2022-05-01,Şanlıurfa GAP,Dış,0
2022-05-01,Şırnak,Dış,0
2022-04-01,Adana,Dış,38960
2022-04-01,Adıyaman,Dış,0
2022-04-01,Alanya Gazipaşa,Dış,17583
2022-04-01,Amasya Merzifon,Dış,1347
2022-04-01,Ankara Esenboğa,Dış,107855
2022-04-01,Antalya,Dış,1181306
2022-04-01,Aydın,Dış,0
2022-04-01,Ağrı,Dış,454
2022-04-01,Balıkesir Edremit,Dış,0
2022-04-01,Balıkesir Merkez,Dış,0
2022-04-01,Batman,Dış,0
2022-04-01,Bingöl,Dış,0
2022-04-01,Bursa Yenişehir,Dış,0
2022-04-01,Denizli Çardak,Dış,5892
2022-04-01,Diyarbakır,Dış,7144
2022-04-01,Elazığ,Dış,2270
2022-04-01,Erzincan,Dış,1667
2022-04-01,Erzurum,Dış,870
2022-04-01,Eskişehir,Dış,3147
2022-04-01,Gaziantep,Dış,17599
2022-04-01,Gökçeada,Dış,0
2022-04-01,Hakkari Yüksekova,Dış,0
2022-04-01,Hatay,Dış,7137
2022-04-01,Isparta,Dış,1172
2022-04-01,Iğdır,Dış,905
2022-04-01,Kahramanmaraş,Dış,0
2022-04-01,Kars,Dış,0
2022-04-01,Kastamonu,Dış,0
2022-04-01,Kayseri,Dış,27232
2022-04-01,Kocaeli,Dış,0
2022-04-01,Konya,Dış,5292
2022-04-01,Malatya,Dış,1091
2022-04-01,Mardin,Dış,0
2022-04-01,Muğla Dalaman,Dış,131601
2022-04-01,Muğla Milas-Bodrum,Dış,40819
2022-04-01,Muş,Dış,0
2022-04-01,Nevşehir Kapadokya,Dış,4340
2022-04-01,Ordu-Giresun,Dış,130
2022-04-01,Samsun Çarşamba,Dış,11338
2022-04-01,Siirt,Dış,0
2022-04-01,Sinop,Dış,0
2022-04-01,Sivas,Dış,0
2022-04-01,Tekirdağ Çorlu,Dış,92
2022-04-01,Tokat,Dış,0
2022-04-01,Trabzon,Dış,6924
2022-04-01,Uşak,Dış,0
2022-04-01,Van,Dış,0
2022-04-01,Zafer,Dış,2278
2022-04-01,Zonguldak Çaycuma,Dış,4992
2022-04-01,Çanakkale,Dış,0
2022-04-01,İstanbul,Dış,3377828
2022-04-01,İstanbul Atatürk,Dış,0
2022-04-01,İstanbul Sabiha Gökçen,Dış,1033962
2022-04-01,İzmir Adnan Menderes,Dış,220097
2022-04-01,Şanlıurfa GAP,Dış,0
2022-04-01,Şırnak,Dış,0
2022-03-01,Adana,Dış,43808
2022-03-01,Adıyaman,Dış,0
2022-03-01,Alanya Gazipaşa,Dış,8140
2022-03-01,Amasya Merzifon,Dış,852
2022-03-01,Ankara Esenboğa,Dış,111839
2022-03-01,Antalya,Dış,401285
2022-03-01,Aydın,Dış,0
2022-03-01,Ağrı,Dış,908
2022-03-01,Balıkesir Edremit,Dış,0
2022-03-01,Balıkesir Merkez,Dış,0
2022-03-01,Batman,Dış,0
2022-03-01,Bingöl,Dış,0
2022-03-01,Bursa Yenişehir,Dış,42
2022-03-01,Denizli Çardak,Dış,7681
2022-03-01,Diyarbakır,Dış,7028
2022-03-01,Elazığ,Dış,201
2022-03-01,Erzincan,Dış,2687
2022-03-01,Erzurum,Dış,872
2022-03-01,Eskişehir,Dış,5145
2022-03-01,Gaziantep,Dış,18266
2022-03-01,Gökçeada,Dış,0
2022-03-01,Hakkari Yüksekova,Dış,0
2022-03-01,Hatay,Dış,8515
2022-03-01,Isparta,Dış,1398
2022-03-01,Iğdır,Dış,0
2022-03-01,Kahramanmaraş,Dış,0
2022-03-01,Kars,Dış,0
2022-03-01,Kastamonu,Dış,0
2022-03-01,Kayseri,Dış,24090
2022-03-01,Kocaeli,Dış,0
2022-03-01,Konya,Dış,5531
2022-03-01,Malatya,Dış,453
2022-03-01,Mardin,Dış,0
2022-03-01,Muğla Dalaman,Dış,9298
2022-03-01,Muğla Milas-Bodrum,Dış,2276
2022-03-01,Muş,Dış,0
2022-03-01,Nevşehir Kapadokya,Dış,230
2022-03-01,Ordu-Giresun,Dış,0
2022-03-01,Samsun Çarşamba,Dış,8646
2022-03-01,Siirt,Dış,0
2022-03-01,Sinop,Dış,0
2022-03-01,Sivas,Dış,0
2022-03-01,Tekirdağ Çorlu,Dış,0
2022-03-01,Tokat,Dış,0
2022-03-01,Trabzon,Dış,7070
2022-03-01,Uşak,Dış,0
2022-03-01,Van,Dış,227
2022-03-01,Zafer,Dış,359
2022-03-01,Zonguldak Çaycuma,Dış,3804
2022-03-01,Çanakkale,Dış,0
2022-03-01,İstanbul,Dış,3292058
2022-03-01,İstanbul Atatürk,Dış,0
2022-03-01,İstanbul Sabiha Gökçen,Dış,1121009
2022-03-01,İzmir Adnan Menderes,Dış,135070
2022-03-01,Şanlıurfa GAP,Dış,0
2022-03-01,Şırnak,Dış,0
2022-02-01,Adana,Dış,31741
2022-02-01,Adıyaman,Dış,0
2022-02-01,Alanya Gazipaşa,Dış,6716
2022-02-01,Amasya Merzifon,Dış,0
2022-02-01,Ankara Esenboğa,Dış,96401
2022-02-01,Antalya,Dış,263096
2022-02-01,Aydın,Dış,0
2022-02-01,Ağrı,Dış,227
2022-02-01,Balıkesir Edremit,Dış,0
2022-02-01,Balıkesir Merkez,Dış,0
2022-02-01,Batman,Dış,0
2022-02-01,Bingöl,Dış,0
2022-02-01,Bursa Yenişehir,Dış,0
2022-02-01,Denizli Çardak,Dış,1804
2022-02-01,Diyarbakır,Dış,2985
2022-02-01,Elazığ,Dış,0
2022-02-01,Erzincan,Dış,191
2022-02-01,Erzurum,Dış,0
2022-02-01,Eskişehir,Dış,4178
2022-02-01,Gaziantep,Dış,12412
2022-02-01,Gökçeada,Dış,0
2022-02-01,Hakkari Yüksekova,Dış,0
2022-02-01,Hatay,Dış,7639
2022-02-01,Isparta,Dış,0
2022-02-01,Iğdır,Dış,0
2022-02-01,Kahramanmaraş,Dış,0
2022-02-01,Kars,Dış,0
2022-02-01,Kastamonu,Dış,0
2022-02-01,Kayseri,Dış,20880
2022-02-01,Kocaeli,Dış,0
2022-02-01,Konya,Dış,4485
2022-02-01,Malatya,Dış,454
2022-02-01,Mardin,Dış,0
2022-02-01,Muğla Dalaman,Dış,0
2022-02-01,Muğla Milas-Bodrum,Dış,0
2022-02-01,Muş,Dış,0
2022-02-01,Nevşehir Kapadokya,Dış,0
2022-02-01,Ordu-Giresun,Dış,0
2022-02-01,Samsun Çarşamba,Dış,7011
2022-02-01,Siirt,Dış,0
2022-02-01,Sinop,Dış,0
2022-02-01,Sivas,Dış,0
2022-02-01,Tekirdağ Çorlu,Dış,0
2022-02-01,Tokat,Dış,0
2022-02-01,Trabzon,Dış,5830
2022-02-01,Uşak,Dış,0
2022-02-01,Van,Dış,623
2022-02-01,Zafer,Dış,0
2022-02-01,Zonguldak Çaycuma,Dış,2478
2022-02-01,Çanakkale,Dış,0
2022-02-01,İstanbul,Dış,2604062
2022-02-01,İstanbul Atatürk,Dış,0
2022-02-01,İstanbul Sabiha Gökçen,Dış,1012056
2022-02-01,İzmir Adnan Menderes,Dış,86264
2022-02-01,Şanlıurfa GAP,Dış,0
2022-02-01,Şırnak,Dış,0
2022-01-01,Adana,Dış,34358
2022-01-01,Adıyaman,Dış,0
2022-01-01,Alanya Gazipaşa,Dış,8096
2022-01-01,Amasya Merzifon,Dış,1528
2022-01-01,Ankara Esenboğa,Dış,116450
2022-01-01,Antalya,Dış,305519
2022-01-01,Aydın,Dış,0
2022-01-01,Ağrı,Dış,0
2022-01-01,Balıkesir Edremit,Dış,0
2022-01-01,Balıkesir Merkez,Dış,0
2022-01-01,Batman,Dış,0
2022-01-01,Bingöl,Dış,0
2022-01-01,Bursa Yenişehir,Dış,0
2022-01-01,Denizli Çardak,Dış,1394
2022-01-01,Diyarbakır,Dış,2196
2022-01-01,Elazığ,Dış,664
2022-01-01,Erzincan,Dış,1573
2022-01-01,Erzurum,Dış,1074
2022-01-01,Eskişehir,Dış,5612
2022-01-01,Gaziantep,Dış,14909
2022-01-01,Gökçeada,Dış,0
2022-01-01,Hakkari Yüksekova,Dış,0
2022-01-01,Hatay,Dış,7444
2022-01-01,Isparta,Dış,62
2022-01-01,Iğdır,Dış,0
2022-01-01,Kahramanmaraş,Dış,0
2022-01-01,Kars,Dış,0
2022-01-01,Kastamonu,Dış,0
2022-01-01,Kayseri,Dış,30041
2022-01-01,Kocaeli,Dış,0
2022-01-01,Konya,Dış,6281
2022-01-01,Malatya,Dış,0
2022-01-01,Mardin,Dış,0
2022-01-01,Muğla Dalaman,Dış,279
2022-01-01,Muğla Milas-Bodrum,Dış,624
2022-01-01,Muş,Dış,0
2022-01-01,Nevşehir Kapadokya,Dış,0
2022-01-01,Ordu-Giresun,Dış,0
2022-01-01,Samsun Çarşamba,Dış,8365
2022-01-01,Siirt,Dış,0
2022-01-01,Sinop,Dış,0
2022-01-01,Sivas,Dış,144
2022-01-01,Tekirdağ Çorlu,Dış,500
2022-01-01,Tokat,Dış,0
2022-01-01,Trabzon,Dış,8813
2022-01-01,Uşak,Dış,0
2022-01-01,Van,Dış,226
2022-01-01,Zafer,Dış,0
2022-01-01,Zonguldak Çaycuma,Dış,2627
2022-01-01,Çanakkale,Dış,0
2022-01-01,İstanbul,Dış,2590880
2022-01-01,İstanbul Atatürk,Dış,0
2022-01-01,İstanbul Sabiha Gökçen,Dış,985504
2022-01-01,İzmir Adnan Menderes,Dış,111733
2022-01-01,Şanlıurfa GAP,Dış,0
2022-01-01,Şırnak,Dış,0
2021-12-01,Adana,Dış,42650
2021-12-01,Adıyaman,Dış,0
2021-12-01,Alanya Gazipaşa,Dış,10870
2021-12-01,Amasya Merzifon,Dış,1877
2021-12-01,Ankara Esenboğa,Dış,123379
2021-12-01,Antalya,Dış,318409
2021-12-01,Aydın,Dış,0
2021-12-01,Ağrı,Dış,0
2021-12-01,Balıkesir Edremit,Dış,0
2021-12-01,Balıkesir Merkez,Dış,0
2021-12-01,Batman,Dış,0
2021-12-01,Bingöl,Dış,0
2021-12-01,Bursa Yenişehir,Dış,0
2021-12-01,Denizli Çardak,Dış,2601
2021-12-01,Diyarbakır,Dış,2617
2021-12-01,Elazığ,Dış,1016
2021-12-01,Erzincan,Dış,1721
2021-12-01,Erzurum,Dış,530
2021-12-01,Eskişehir,Dış,6490
2021-12-01,Gaziantep,Dış,17246
2021-12-01,Gökçeada,Dış,0
2021-12-01,Hakkari Yüksekova,Dış,0
2021-12-01,Hatay,Dış,7612
2021-12-01,Isparta,Dış,1057
2021-12-01,Iğdır,Dış,0
2021-12-01,Kahramanmaraş,Dış,0
2021-12-01,Kars,Dış,0
2021-12-01,Kastamonu,Dış,0
2021-12-01,Kayseri,Dış,31614
2021-12-01,Kocaeli,Dış,0
2021-12-01,Konya,Dış,7138
2021-12-01,Malatya,Dış,0
2021-12-01,Mardin,Dış,0
2021-12-01,Muğla Dalaman,Dış,0
2021-12-01,Muğla Milas-Bodrum,Dış,0
2021-12-01,Muş,Dış,0
2021-12-01,Nevşehir Kapadokya,Dış,0
2021-12-01,Ordu-Giresun,Dış,0
2021-12-01,Samsun Çarşamba,Dış,9166
2021-12-01,Siirt,Dış,0
2021-12-01,Sinop,Dış,0
2021-12-01,Sivas,Dış,0
2021-12-01,Tekirdağ Çorlu,Dış,0
2021-12-01,Tokat,Dış,0
2021-12-01,Trabzon,Dış,9742
2021-12-01,Uşak,Dış,0
2021-12-01,Van,Dış,0
2021-12-01,Zafer,Dış,0
2021-12-01,Zonguldak Çaycuma,Dış,3143
2021-12-01,Çanakkale,Dış,0
2021-12-01,İstanbul,Dış,2956654
2021-12-01,İstanbul Atatürk,Dış,0
2021-12-01,İstanbul Sabiha Gökçen,Dış,1069667
2021-12-01,İzmir Adnan Menderes,Dış,128006
2021-12-01,Şanlıurfa GAP,Dış,146
2021-12-01,Şırnak,Dış,0
2021-11-01,Adana,Dış,42796
2021-11-01,Adıyaman,Dış,0
2021-11-01,Alanya Gazipaşa,Dış,15053
2021-11-01,Amasya Merzifon,Dış,2060
2021-11-01,Ankara Esenboğa,Dış,117566
2021-11-01,Antalya,Dış,757195
2021-11-01,Aydın,Dış,0
2021-11-01,Ağrı,Dış,0
2021-11-01,Balıkesir Edremit,Dış,0
2021-11-01,Balıkesir Merkez,Dış,0
2021-11-01,Batman,Dış,0
2021-11-01,Bingöl,Dış,0
2021-11-01,Bursa Yenişehir,Dış,0
2021-11-01,Denizli Çardak,Dış,2319
2021-11-01,Diyarbakır,Dış,3605
2021-11-01,Elazığ,Dış,0
2021-11-01,Erzincan,Dış,1700
2021-11-01,Erzurum,Dış,1
2021-11-01,Eskişehir,Dış,6085
