tarih,havalimani,hat,yolcu_sayisi
2020-04-01,Konya,İç,102
2020-04-01,Malatya,İç,397
2020-04-01,Mardin,İç,0
2020-04-01,Muğla Dalaman,İç,0
2020-04-01,Muğla Milas-Bodrum,İç,0
2020-04-01,Muş,İç,0
2020-04-01,Nevşehir Kapadokya,İç,0
2020-04-01,Ordu-Giresun,İç,0
2020-04-01,Samsun Çarşamba,İç,389
2020-04-01,Siirt,İç,0
2020-04-01,Sinop,İç,0
2020-04-01,Sivas,İç,170
2020-04-01,Tekirdağ Çorlu,İç,0
2020-04-01,Tokat,İç,0
2020-04-01,Trabzon,İç,757
2020-04-01,Uşak,İç,0
2020-04-01,Van,İç,1263
2020-04-01,Zafer,İç,0
2020-04-01,Zonguldak Çaycuma,İç,0
2020-04-01,Çanakkale,İç,89
2020-04-01,İstanbul,İç,5324
2020-04-01,İstanbul Atatürk,İç,0
2020-04-01,İstanbul Sabiha Gökçen,İç,0
2020-04-01,İzmir Adnan Menderes,İç,1128
2020-04-01,Şanlıurfa GAP,İç,0
2020-04-01,Şırnak,İç,0
2020-03-01,Adana,İç,228865
2020-03-01,Adıyaman,İç,15558
2020-03-01,Alanya Gazipaşa,İç,16076
2020-03-01,Amasya Merzifon,İç,9299
2020-03-01,Ankara Esenboğa,İç,492443
2020-03-01,Antalya,İç,303960
2020-03-01,Aydın,İç,0
2020-03-01,Ağrı,İç,22460
2020-03-01,Balıkesir Edremit,İç,7862
2020-03-01,Balıkesir Merkez,İç,0
2020-03-01,Batman,İç,34213
2020-03-01,Bingöl,İç,12986
2020-03-01,Bursa Yenişehir,İç,14180
2020-03-01,Denizli Çardak,İç,26916
2020-03-01,Diyarbakır,İç,102690
2020-03-01,Elazığ,İç,51801
2020-03-01,Erzincan,İç,20774
2020-03-01,Erzurum,İç,51249
2020-03-01,Eskişehir,İç,0
2020-03-01,Gaziantep,İç,118745
2020-03-01,Gökçeada,İç,0
2020-03-01,Hakkari Yüksekova,İç,8059
2020-03-01,Hatay,İç,57933
2020-03-01,Isparta,İç,4256
2020-03-01,Iğdır,İç,15327
2020-03-01,Kahramanmaraş,İç,14381
2020-03-01,Kars,İç,38380
2020-03-01,Kastamonu,İç,3494
2020-03-01,Kayseri,İç,93267
2020-03-01,Kocaeli,İç,2361
2020-03-01,Konya,İç,43389
2020-03-01,Malatya,İç,45923
2020-03-01,Mardin,İç,39407
2020-03-01,Muğla Dalaman,İç,40151
2020-03-01,Muğla Milas-Bodrum,İç,53736
2020-03-01,Muş,İç,23815
2020-03-01,Nevşehir Kapadokya,İç,19135
2020-03-01,Ordu-Giresun,İç,51284
2020-03-01,Samsun Çarşamba,İç,77096
2020-03-01,Siirt,İç,2881
2020-03-01,Sinop,İç,7409
2020-03-01,Sivas,İç,28818
2020-03-01,Tekirdağ Çorlu,İç,3690
2020-03-01,Tokat,İç,0
2020-03-01,Trabzon,İç,159009
2020-03-01,Uşak,İç,1641
2020-03-01,Van,İç,88353
2020-03-01,Zafer,İç,1566
2020-03-01,Zonguldak Çaycuma,İç,1205
2020-03-01,Çanakkale,İç,6371
2020-03-01,İstanbul,İç,747250
2020-03-01,İstanbul Atatürk,İç,0
2020-03-01,İstanbul Sabiha Gökçen,İç,1049351
2020-03-01,İzmir Adnan Menderes,İç,439483
2020-03-01,Şanlıurfa GAP,İç,45044
2020-03-01,Şırnak,İç,20032
2020-02-01,Adana,İç,330815
2020-02-01,Adıyaman,İç,18181
2020-02-01,Alanya Gazipaşa,İç,25725
2020-02-01,Amasya Merzifon,İç,11669
2020-02-01,Ankara Esenboğa,İç,777480
2020-02-01,Antalya,İç,464560
2020-02-01,Aydın,İç,0
2020-02-01,Ağrı,İç,23147
2020-02-01,Balıkesir Edremit,İç,11862
2020-02-01,Balıkesir Merkez,İç,0
2020-02-01,Batman,İç,38235
2020-02-01,Bingöl,İç,16341
2020-02-01,Bursa Yenişehir,İç,16355
2020-02-01,Denizli Çardak,İç,41281
2020-02-01,Diyarbakır,İç,127459
2020-02-01,Elazığ,İç,69713
2020-02-01,Erzincan,İç,27992
2020-02-01,Erzurum,İç,59020
2020-02-01,Eskişehir,İç,0
2020-02-01,Gaziantep,İç,179025
2020-02-01,Gökçeada,İç,0
2020-02-01,Hakkari Yüksekova,İç,5457
2020-02-01,Hatay,İç,78514
2020-02-01,Isparta,İç,5817
2020-02-01,Iğdır,İç,17585
2020-02-01,Kahramanmaraş,İç,20626
2020-02-01,Kars,İç,46476
2020-02-01,Kastamonu,İç,4337
2020-02-01,Kayseri,İç,145158
2020-02-01,Kocaeli,İç,3738
2020-02-01,Konya,İç,69328
2020-02-01,Malatya,İç,57992
2020-02-01,Mardin,İç,43379
2020-02-01,Muğla Dalaman,İç,57519
2020-02-01,Muğla Milas-Bodrum,İç,80677
2020-02-01,Muş,İç,27258
2020-02-01,Nevşehir Kapadokya,İç,30331
2020-02-01,Ordu-Giresun,İç,66490
2020-02-01,Samsun Çarşamba,İç,107014
2020-02-01,Siirt,İç,1769
2020-02-01,Sinop,İç,9917
2020-02-01,Sivas,İç,29545
2020-02-01,Tekirdağ Çorlu,İç,6680
2020-02-01,Tokat,İç,0
2020-02-01,Trabzon,İç,212104
2020-02-01,Uşak,İç,2175
2020-02-01,Van,İç,98360
2020-02-01,Zafer,İç,2941
2020-02-01,Zonguldak Çaycuma,İç,441
2020-02-01,Çanakkale,İç,7446
2020-02-01,İstanbul,İç,1100732
2020-02-01,İstanbul Atatürk,İç,0
2020-02-01,İstanbul Sabiha Gökçen,İç,1539673
2020-02-01,İzmir Adnan Menderes,İç,665657
2020-02-01,Şanlıurfa GAP,İç,55169
2020-02-01,Şırnak,İç,22909
2020-01-01,Adana,İç,364865
2020-01-01,Adıyaman,İç,21037
2020-01-01,Alanya Gazipaşa,İç,26244
2020-01-01,Amasya Merzifon,İç,14173
2020-01-01,Ankara Esenboğa,İç,877672
2020-01-01,Antalya,İç,524666
2020-01-01,Aydın,İç,0
2020-01-01,Ağrı,İç,25601
2020-01-01,Balıkesir Edremit,İç,14137
2020-01-01,Balıkesir Merkez,İç,0
2020-01-01,Batman,İç,45030
2020-01-01,Bingöl,İç,18049
2020-01-01,Bursa Yenişehir,İç,19829
2020-01-01,Denizli Çardak,İç,50581
2020-01-01,Diyarbakır,İç,151576
2020-01-01,Elazığ,İç,80193
2020-01-01,Erzincan,İç,32670
2020-01-01,Erzurum,İç,68393
2020-01-01,Eskişehir,İç,0
2020-01-01,Gaziantep,İç,193740
2020-01-01,Gökçeada,İç,0
2020-01-01,Hakkari Yüksekova,İç,3839
2020-01-01,Hatay,İç,86903
2020-01-01,Isparta,İç,7642
2020-01-01,Iğdır,İç,19557
2020-01-01,Kahramanmaraş,İç,24171
2020-01-01,Kars,İç,54044
2020-01-01,Kastamonu,İç,5257
2020-01-01,Kayseri,İç,175284
2020-01-01,Kocaeli,İç,4413
2020-01-01,Konya,İç,73043
2020-01-01,Malatya,İç,73638
2020-01-01,Mardin,İç,47925
2020-01-01,Muğla Dalaman,İç,65686
2020-01-01,Muğla Milas-Bodrum,İç,85411
2020-01-01,Muş,İç,29993
2020-01-01,Nevşehir Kapadokya,İç,37748
2020-01-01,Ordu-Giresun,İç,81756
2020-01-01,Samsun Çarşamba,İç,119588
2020-01-01,Siirt,İç,3468
2020-01-01,Sinop,İç,12412
2020-01-01,Sivas,İç,36531
2020-01-01,Tekirdağ Çorlu,İç,7055
2020-01-01,Tokat,İç,0
2020-01-01,Trabzon,İç,256668
2020-01-01,Uşak,İç,2976
2020-01-01,Van,İç,116138
2020-01-01,Zafer,İç,5098
2020-01-01,Zonguldak Çaycuma,İç,1037
2020-01-01,Çanakkale,İç,9131
2020-01-01,İstanbul,İç,1269650
2020-01-01,İstanbul Atatürk,İç,0
2020-01-01,İstanbul Sabiha Gökçen,İç,1729211
2020-01-01,İzmir Adnan Menderes,İç,741970
2020-01-01,Şanlıurfa GAP,İç,60830
2020-01-01,Şırnak,İç,27227
2019-12-01,Adana,İç,349138
2019-12-01,Adıyaman,İç,19994
2019-12-01,Alanya Gazipaşa,İç,26355
2019-12-01,Amasya Merzifon,İç,13430
2019-12-01,Ankara Esenboğa,İç,815459
2019-12-01,Antalya,İç,467649
2019-12-01,Aydın,İç,0
2019-12-01,Ağrı,İç,24936
2019-12-01,Balıkesir Edremit,İç,13208
2019-12-01,Balıkesir Merkez,İç,0
2019-12-01,Batman,İç,39875
2019-12-01,Bingöl,İç,17065
2019-12-01,Bursa Yenişehir,İç,18453
2019-12-01,Denizli Çardak,İç,44005
2019-12-01,Diyarbakır,İç,138151
2019-12-01,Elazığ,İç,58888
2019-12-01,Erzincan,İç,32119
2019-12-01,Erzurum,İç,64136
2019-12-01,Eskişehir,İç,0
2019-12-01,Gaziantep,İç,188666
2019-12-01,Gökçeada,İç,0
2019-12-01,Hakkari Yüksekova,İç,7913
2019-12-01,Hatay,İç,79247
2019-12-01,Isparta,İç,6877
2019-12-01,Iğdır,İç,18177
2019-12-01,Kahramanmaraş,İç,22041
2019-12-01,Kars,İç,45471
2019-12-01,Kastamonu,İç,3352
2019-12-01,Kayseri,İç,156633
2019-12-01,Kocaeli,İç,3882
2019-12-01,Konya,İç,73423
2019-12-01,Malatya,İç,65488
2019-12-01,Mardin,İç,49215
2019-12-01,Muğla Dalaman,İç,59720
2019-12-01,Muğla Milas-Bodrum,İç,82060
2019-12-01,Muş,İç,30717
2019-12-01,Nevşehir Kapadokya,İç,32102
2019-12-01,Ordu-Giresun,İç,76508
2019-12-01,Samsun Çarşamba,İç,113510
2019-12-01,Siirt,İç,3543
2019-12-01,Sinop,İç,11028
2019-12-01,Sivas,İç,35888
2019-12-01,Tekirdağ Çorlu,İç,6873
2019-12-01,Tokat,İç,0
2019-12-01,Trabzon,İç,241315
2019-12-01,Uşak,İç,2365
2019-12-01,Van,İç,104764
2019-12-01,Zafer,İç,3159
2019-12-01,Zonguldak Çaycuma,İç,610
2019-12-01,Çanakkale,İç,7519
2019-12-01,İstanbul,İç,1197657
2019-12-01,İstanbul Atatürk,İç,0
2019-12-01,İstanbul Sabiha Gökçen,İç,1637990
2019-12-01,İzmir Adnan Menderes,İç,697319
2019-12-01,Şanlıurfa GAP,İç,59672
2019-12-01,Şırnak,İç,24442
2019-11-01,Adana,İç,362816
2019-11-01,Adıyaman,İç,19810
2019-11-01,Alanya Gazipaşa,İç,32416
2019-11-01,Amasya Merzifon,İç,13542
2019-11-01,Ankara Esenboğa,İç,881151
2019-11-01,Antalya,İç,544716
2019-11-01,Aydın,İç,0
2019-11-01,Ağrı,İç,26014
2019-11-01,Balıkesir Edremit,İç,14234
2019-11-01,Balıkesir Merkez,İç,0
2019-11-01,Batman,İç,42537
2019-11-01,Bingöl,İç,16086
2019-11-01,Bursa Yenişehir,İç,20965
2019-11-01,Denizli Çardak,İç,47835
2019-11-01,Diyarbakır,İç,144224
2019-11-01,Elazığ,İç,68652
2019-11-01,Erzincan,İç,34134
2019-11-01,Erzurum,İç,83755
2019-11-01,Eskişehir,İç,9
2019-11-01,Gaziantep,İç,199268
2019-11-01,Gökçeada,İç,0
2019-11-01,Hakkari Yüksekova,İç,14703
2019-11-01,Hatay,İç,86567
2019-11-01,Isparta,İç,8352
2019-11-01,Iğdır,İç,19588
2019-11-01,Kahramanmaraş,İç,23015
2019-11-01,Kars,İç,43405
2019-11-01,Kastamonu,İç,4844
2019-11-01,Kayseri,İç,165169
2019-11-01,Kocaeli,İç,4220
2019-11-01,Konya,İç,77338
2019-11-01,Malatya,İç,65423
2019-11-01,Mardin,İç,52810
2019-11-01,Muğla Dalaman,İç,72257
2019-11-01,Muğla Milas-Bodrum,İç,97977
2019-11-01,Muş,İç,29619
2019-11-01,Nevşehir Kapadokya,İç,36054
2019-11-01,Ordu-Giresun,İç,87442
2019-11-01,Samsun Çarşamba,İç,116341
2019-11-01,Siirt,İç,5687
2019-11-01,Sinop,İç,11534
2019-11-01,Sivas,İç,40586
2019-11-01,Tekirdağ Çorlu,İç,7516
2019-11-01,Tokat,İç,0
2019-11-01,Trabzon,İç,252885
2019-11-01,Uşak,İç,2046
2019-11-01,Van,İç,111578
2019-11-01,Zafer,İç,3957
2019-11-01,Zonguldak Çaycuma,İç,2181
2019-11-01,Çanakkale,İç,10421
2019-11-01,İstanbul,İç,1343033
2019-11-01,İstanbul Atatürk,İç,0
2019-11-01,İstanbul Sabiha Gökçen,İç,1752135
2019-11-01,İzmir Adnan Menderes,İç,749355
2019-11-01,Şanlıurfa GAP,İç,62739
2019-11-01,Şırnak,İç,27815
2019-10-01,Adana,İç,364263
2019-10-01,Adıyaman,İç,19667
2019-10-01,Alanya Gazipaşa,İç,49717
2019-10-01,Amasya Merzifon,İç,13713
2019-10-01,Ankara Esenboğa,İç,934017
2019-10-01,Antalya,İç,645701
2019-10-01,Aydın,İç,0
2019-10-01,Ağrı,İç,26666
2019-10-01,Balıkesir Edremit,İç,24533
2019-10-01,Balıkesir Merkez,İç,0
2019-10-01,Batman,İç,38517
2019-10-01,Bingöl,İç,17467
2019-10-01,Bursa Yenişehir,İç,22335
2019-10-01,Denizli Çardak,İç,49648
2019-10-01,Diyarbakır,İç,148923
2019-10-01,Elazığ,İç,74150
2019-10-01,Erzincan,İç,33347
2019-10-01,Erzurum,İç,82469
2019-10-01,Eskişehir,İç,0
2019-10-01,Gaziantep,İç,181832
2019-10-01,Gökçeada,İç,0
2019-10-01,Hakkari Yüksekova,İç,18621
2019-10-01,Hatay,İç,78334
2019-10-01,Isparta,İç,6864
2019-10-01,Iğdır,İç,21335
2019-10-01,Kahramanmaraş,İç,23039
2019-10-01,Kars,İç,39542
2019-10-01,Kastamonu,İç,5450
2019-10-01,Kayseri,İç,180088
2019-10-01,Kocaeli,İç,4682
2019-10-01,Konya,İç,74797
2019-10-01,Malatya,İç,58029
2019-10-01,Mardin,İç,44283
2019-10-01,Muğla Dalaman,İç,146304
2019-10-01,Muğla Milas-Bodrum,İç,194723
2019-10-01,Muş,İç,31101
2019-10-01,Nevşehir Kapadokya,İç,54503
2019-10-01,Ordu-Giresun,İç,91080
2019-10-01,Samsun Çarşamba,İç,103873
2019-10-01,Siirt,İç,3737
2019-10-01,Sinop,İç,10837
2019-10-01,Sivas,İç,40666
2019-10-01,Tekirdağ Çorlu,İç,4961
2019-10-01,Tokat,İç,0
2019-10-01,Trabzon,İç,275430
2019-10-01,Uşak,İç,2532
2019-10-01,Van,İç,116347
2019-10-01,Zafer,İç,3639
2019-10-01,Zonguldak Çaycuma,İç,2597
2019-10-01,Çanakkale,İç,11615
2019-10-01,İstanbul,İç,1425945
2019-10-01,İstanbul Atatürk,İç,0
2019-07-01,Eskişehir,İç,0
2019-10-01,İstanbul Sabiha Gökçen,İç,1823763
2019-10-01,İzmir Adnan Menderes,İç,728678
2019-10-01,Şanlıurfa GAP,İç,64026
2019-10-01,Şırnak,İç,32075
2019-09-01,Adana,İç,350254
2019-09-01,Adıyaman,İç,20871
2019-09-01,Alanya Gazipaşa,İç,50802
2019-09-01,Amasya Merzifon,İç,11912
2019-09-01,Ankara Esenboğa,İç,920116
2019-09-01,Antalya,İç,606359
2019-09-01,Aydın,İç,0
2019-09-01,Ağrı,İç,27240
2019-09-01,Balıkesir Edremit,İç,39278
2019-09-01,Balıkesir Merkez,İç,0
2019-09-01,Batman,İç,39669
2019-09-01,Bingöl,İç,16668
2019-09-01,Bursa Yenişehir,İç,22207
2019-09-01,Denizli Çardak,İç,48390
2019-09-01,Diyarbakır,İç,150707
2019-09-01,Elazığ,İç,72910
2019-09-01,Erzincan,İç,35342
2019-09-01,Erzurum,İç,79219
2019-09-01,Eskişehir,İç,146
2019-09-01,Gaziantep,İç,172125
2019-09-01,Gökçeada,İç,0
2019-09-01,Hakkari Yüksekova,İç,19851
2019-09-01,Hatay,İç,77068
2019-09-01,Isparta,İç,5169
2019-09-01,Iğdır,İç,21003
2019-09-01,Kahramanmaraş,İç,21788
2019-09-01,Kars,İç,37135
2019-09-01,Kastamonu,İç,5527
2019-09-01,Kayseri,İç,181587
2019-09-01,Kocaeli,İç,4111
2019-09-01,Konya,İç,71564
2019-09-01,Malatya,İç,57794
2019-09-01,Mardin,İç,43068
2019-09-01,Muğla Dalaman,İç,209579
2019-09-01,Muğla Milas-Bodrum,İç,311102
2019-09-01,Muş,İç,30942
2019-09-01,Nevşehir Kapadokya,İç,52780
2019-09-01,Ordu-Giresun,İç,85965
2019-09-01,Samsun Çarşamba,İç,98526
2019-09-01,Siirt,İç,3143
2019-09-01,Sinop,İç,10419
2019-09-01,Sivas,İç,38433
2019-09-01,Tekirdağ Çorlu,İç,5314
2019-09-01,Tokat,İç,0
2019-09-01,Trabzon,İç,306408
2019-09-01,Uşak,İç,2725
2019-09-01,Van,İç,117418
2019-09-01,Zafer,İç,5011
2019-09-01,Zonguldak Çaycuma,İç,3381
2019-09-01,Çanakkale,İç,11628
2019-09-01,İstanbul,İç,1453606
2019-09-01,İstanbul Atatürk,İç,0
2019-09-01,İstanbul Sabiha Gökçen,İç,1865051
2019-09-01,İzmir Adnan Menderes,İç,717217
2019-09-01,Şanlıurfa GAP,İç,60822
2019-09-01,Şırnak,İç,31353
2019-08-01,Adana,İç,343108
2019-08-01,Adıyaman,İç,21565
2019-08-01,Alanya Gazipaşa,İç,55641
2019-08-01,Amasya Merzifon,İç,12511
2019-08-01,Ankara Esenboğa,İç,952307
2019-08-01,Antalya,İç,661478
2019-08-01,Aydın,İç,0
2019-08-01,Ağrı,İç,28928
2019-08-01,Balıkesir Edremit,İç,55542
2019-08-01,Balıkesir Merkez,İç,0
2019-08-01,Batman,İç,39602
2019-08-01,Bingöl,İç,17112
2019-08-01,Bursa Yenişehir,İç,24416
2019-08-01,Denizli Çardak,İç,43542
2019-08-01,Diyarbakır,İç,136038
2019-08-01,Elazığ,İç,76189
2019-08-01,Erzincan,İç,37713
2019-08-01,Erzurum,İç,79519
2019-08-01,Eskişehir,İç,0
2019-08-01,Gaziantep,İç,162800
2019-08-01,Gökçeada,İç,0
2019-08-01,Hakkari Yüksekova,İç,19163
2019-08-01,Hatay,İç,73388
2019-08-01,Isparta,İç,5830
2019-08-01,Iğdır,İç,22354
2019-08-01,Kahramanmaraş,İç,21940
2019-08-01,Kars,İç,40149
2019-08-01,Kastamonu,İç,6494
2019-08-01,Kayseri,İç,170559
2019-08-01,Kocaeli,İç,4661
2019-08-01,Konya,İç,74010
2019-08-01,Malatya,İç,60486
2019-08-01,Mardin,İç,40857
2019-08-01,Muğla Dalaman,İç,245959
2019-08-01,Muğla Milas-Bodrum,İç,411732
2019-08-01,Muş,İç,34103
2019-08-01,Nevşehir Kapadokya,İç,49358
2019-08-01,Ordu-Giresun,İç,91387
2019-08-01,Samsun Çarşamba,İç,105776
2019-08-01,Siirt,İç,3412
2019-08-01,Sinop,İç,12019
2019-08-01,Sivas,İç,40308
2019-08-01,Tekirdağ Çorlu,İç,5767
2019-08-01,Tokat,İç,0
2019-08-01,Trabzon,İç,350543
2019-08-01,Uşak,İç,2914
2019-08-01,Van,İç,119598
2019-08-01,Zafer,İç,5487
2019-08-01,Zonguldak Çaycuma,İç,3841
2019-08-01,Çanakkale,İç,11985
2019-08-01,İstanbul,İç,1507952
2019-08-01,İstanbul Atatürk,İç,0
2019-08-01,İstanbul Sabiha Gökçen,İç,1988353
2019-08-01,İzmir Adnan Menderes,İç,728631
2019-08-01,Şanlıurfa GAP,İç,57022
2019-08-01,Şırnak,İç,32520
2019-07-01,Adana,İç,340653
2019-07-01,Adıyaman,İç,21394
2019-07-01,Alanya Gazipaşa,İç,55599
2019-07-01,Amasya Merzifon,İç,10827
2019-07-01,Ankara Esenboğa,İç,968353
2019-07-01,Antalya,İç,670750
2019-07-01,Aydın,İç,0
2019-07-01,Ağrı,İç,26930
2019-07-01,Balıkesir Edremit,İç,54314
2019-07-01,Balıkesir Merkez,İç,0
2019-07-01,Batman,İç,36936
2019-07-01,Bingöl,İç,17840
2019-07-01,Bursa Yenişehir,İç,23707
2019-07-01,Denizli Çardak,İç,40763
2019-07-01,Diyarbakır,İç,145100
2019-07-01,Elazığ,İç,74702
2019-07-01,Erzincan,İç,36804
2019-07-01,Erzurum,İç,76133
2019-07-01,Gaziantep,İç,169112
2019-07-01,Gökçeada,İç,0
2019-07-01,Hakkari Yüksekova,İç,20814
2019-07-01,Hatay,İç,72522
2019-07-01,Isparta,İç,6249
2019-07-01,Iğdır,İç,23191
2019-07-01,Kahramanmaraş,İç,21249
2019-07-01,Kars,İç,41156
2019-07-01,Kastamonu,İç,6248
2019-07-01,Kayseri,İç,167344
2019-07-01,Kocaeli,İç,4955
2019-07-01,Konya,İç,71926
2019-07-01,Malatya,İç,56654
2019-07-01,Mardin,İç,39299
2019-07-01,Muğla Dalaman,İç,234555
2019-07-01,Muğla Milas-Bodrum,İç,405406
2019-07-01,Muş,İç,34025
2019-07-01,Nevşehir Kapadokya,İç,45684
2019-07-01,Ordu-Giresun,İç,96700
2019-07-01,Samsun Çarşamba,İç,109611
2019-07-01,Siirt,İç,3801
2019-07-01,Sinop,İç,12181
2019-07-01,Sivas,İç,38826
2019-07-01,Tekirdağ Çorlu,İç,6230
2019-07-01,Tokat,İç,0
2019-07-01,Trabzon,İç,356785
2019-07-01,Uşak,İç,2137
2019-07-01,Van,İç,118034
2019-07-01,Zafer,İç,5010
2019-07-01,Zonguldak Çaycuma,İç,3170
2019-07-01,Çanakkale,İç,12062
2019-07-01,İstanbul,İç,1547921
2019-07-01,İstanbul Atatürk,İç,0
2019-07-01,İstanbul Sabiha Gökçen,İç,1977680
2019-07-01,İzmir Adnan Menderes,İç,757370
2019-07-01,Şanlıurfa GAP,İç,54507
2019-07-01,Şırnak,İç,30168
2019-06-01,Adana,İç,356083
2019-06-01,Adıyaman,İç,22099
2019-06-01,Alanya Gazipaşa,İç,56892
2019-06-01,Amasya Merzifon,İç,13004
2019-06-01,Ankara Esenboğa,İç,968685
2019-06-01,Antalya,İç,624148
2019-06-01,Aydın,İç,0
2019-06-01,Ağrı,İç,30820
2019-06-01,Balıkesir Edremit,İç,48595
2019-06-01,Balıkesir Merkez,İç,0
2019-06-01,Batman,İç,42428
2019-06-01,Bingöl,İç,17971
2019-06-01,Bursa Yenişehir,İç,24242
2019-06-01,Denizli Çardak,İç,43129
2019-06-01,Diyarbakır,İç,143602
2019-06-01,Elazığ,İç,81034
2019-06-01,Erzincan,İç,37197
2019-06-01,Erzurum,İç,84270
2019-06-01,Eskişehir,İç,0
2019-06-01,Gaziantep,İç,169231
2019-06-01,Gökçeada,İç,0
2019-06-01,Hakkari Yüksekova,İç,19007
2019-06-01,Hatay,İç,73480
2019-06-01,Isparta,İç,7486
2019-06-01,Iğdır,İç,24746
2019-06-01,Kahramanmaraş,İç,24051
2019-06-01,Kars,İç,40093
2019-06-01,Kastamonu,İç,7279
2019-06-01,Kayseri,İç,172821
2019-06-01,Kocaeli,İç,4185
2019-06-01,Konya,İç,74691
2019-06-01,Malatya,İç,64133
2019-06-01,Mardin,İç,44078
2019-06-01,Muğla Dalaman,İç,211277
2019-06-01,Muğla Milas-Bodrum,İç,330950
2019-06-01,Muş,İç,35049
2019-06-01,Nevşehir Kapadokya,İç,46794
2019-06-01,Ordu-Giresun,İç,91537
2019-06-01,Samsun Çarşamba,İç,104380
2019-06-01,Siirt,İç,3798
2019-06-01,Sinop,İç,13885
2019-06-01,Sivas,İç,40485
2019-06-01,Tekirdağ Çorlu,İç,5552
2019-06-01,Tokat,İç,0
2019-06-01,Trabzon,İç,325351
2019-06-01,Uşak,İç,2862
2019-06-01,Van,İç,125502
2019-06-01,Zafer,İç,5757
2019-06-01,Zonguldak Çaycuma,İç,2657
2019-06-01,Çanakkale,İç,12320
2019-06-01,İstanbul,İç,1594932
2019-06-01,İstanbul Atatürk,İç,0
2019-06-01,İstanbul Sabiha Gökçen,İç,1879103
2019-06-01,İzmir Adnan Menderes,İç,747837
2019-06-01,Şanlıurfa GAP,İç,59332
2019-06-01,Şırnak,İç,33730
2019-05-01,Adana,İç,339707
2019-05-01,Adıyaman,İç,18451
2019-05-01,Alanya Gazipaşa,İç,43530
2019-05-01,Amasya Merzifon,İç,13008
2019-05-01,Ankara Esenboğa,İç,908315
2019-05-01,Antalya,İç,515346
2019-05-01,Aydın,İç,0
2019-05-01,Ağrı,İç,23786
2019-05-01,Balıkesir Edremit,İç,26164
2019-05-01,Balıkesir Merkez,İç,0
2019-05-01,Batman,İç,38046
2019-05-01,Bingöl,İç,15614
2019-05-01,Bursa Yenişehir,İç,19167
2019-05-01,Denizli Çardak,İç,38531
2019-05-01,Diyarbakır,İç,123725
2019-05-01,Elazığ,İç,71257
2019-05-01,Erzincan,İç,33327
2019-05-01,Erzurum,İç,70533
2019-05-01,Eskişehir,İç,0
2019-05-01,Gaziantep,İç,162134
2019-05-01,Gökçeada,İç,0
2019-05-01,Hakkari Yüksekova,İç,15786
2019-05-01,Hatay,İç,71275
2019-05-01,Isparta,İç,4760
2019-05-01,Iğdır,İç,20169
2019-05-01,Kahramanmaraş,İç,19533
2019-05-01,Kars,İç,38089
2019-05-01,Kastamonu,İç,3446
2019-05-01,Kayseri,İç,162070
2019-05-01,Kocaeli,İç,3803
2019-05-01,Konya,İç,63176
2019-05-01,Malatya,İç,58079
2019-05-01,Mardin,İç,43282
2019-05-01,Muğla Dalaman,İç,119526
2019-05-01,Muğla Milas-Bodrum,İç,190393
2019-05-01,Muş,İç,29746
2019-05-01,Nevşehir Kapadokya,İç,44739
2019-05-01,Ordu-Giresun,İç,74214
2019-05-01,Samsun Çarşamba,İç,105808
2019-05-01,Siirt,İç,2931
2019-05-01,Sinop,İç,10435
2019-05-01,Sivas,İç,43789
2019-05-01,Tekirdağ Çorlu,İç,4983
2019-05-01,Tokat,İç,0
2019-05-01,Trabzon,İç,235383
2019-05-01,Uşak,İç,1066
2019-05-01,Van,İç,102186
2019-05-01,Zafer,İç,3318
2019-05-01,Zonguldak Çaycuma,İç,1063
2019-05-01,Çanakkale,İç,10803
2019-05-01,İstanbul,İç,1297055
2019-05-01,İstanbul Atatürk,İç,0
2019-05-01,İstanbul Sabiha Gökçen,İç,1705566
2019-05-01,İzmir Adnan Menderes,İç,710060
2019-05-01,Şanlıurfa GAP,İç,49305
2019-05-01,Şırnak,İç,25109
2019-04-01,Adana,İç,376266
2019-04-01,Adıyaman,İç,20334
2019-04-01,Alanya Gazipaşa,İç,37491
2019-04-01,Amasya Merzifon,İç,12464
2019-04-01,Ankara Esenboğa,İç,1036642
2019-04-01,Antalya,İç,605176
2019-04-01,Aydın,İç,0
2019-04-01,Ağrı,İç,27046
2019-04-01,Balıkesir Edremit,İç,23510
2019-04-01,Balıkesir Merkez,İç,0
2019-04-01,Batman,İç,45265
2019-04-01,Bingöl,İç,17521
2019-04-01,Bursa Yenişehir,İç,22260
2019-04-01,Denizli Çardak,İç,42523
2019-04-01,Diyarbakır,İç,135391
2019-04-01,Elazığ,İç,69515
2019-04-01,Erzincan,İç,32521
2019-04-01,Erzurum,İç,80830
2019-04-01,Eskişehir,İç,0
2019-04-01,Gaziantep,İç,175186
2019-04-01,Gökçeada,İç,0
2019-04-01,Hakkari Yüksekova,İç,16773
2019-04-01,Hatay,İç,72884
2019-04-01,Isparta,İç,5573
2019-04-01,Iğdır,İç,21508
2019-04-01,Kahramanmaraş,İç,21539
2019-04-01,Kars,İç,40479
2019-04-01,Kastamonu,İç,3240
2019-04-01,Kayseri,İç,150249
2019-04-01,Kocaeli,İç,4272
2019-04-01,Konya,İç,69783
2019-04-01,Malatya,İç,55380
2019-04-01,Mardin,İç,49732
2019-04-01,Muğla Dalaman,İç,89389
2019-04-01,Muğla Milas-Bodrum,İç,153244
