Date,Country,Country_Temp,Country_Humidity,Country_Precipitation,Avg Temperature (C),Avg Humidity (%),Total Precipitation (mm),ziyaretci_sayisi
2020-04-01,BRN,27.53,78.57,779.98,16.76845878136201,62.81146953405018,64.10000000000001,0.0
2020-07-01,BRN,27.33,77.79,683.21,24.58817204301075,64.13082437275986,5.3,0.0
2020-10-01,BRN,26.99,78.89,871.23,15.144802867383511,66.83405017921147,38.9,0.0
2021-01-01,BRN,26.59,79.52,816.81,8.248463901689709,69.61981566820276,97.86666666666667,0.0
2021-04-01,BRN,27.36,78.15,773.89,16.47347670250896,67.96917562724015,62.36666666666667,0.0
2021-07-01,BRN,27.42,77.36,698.03,24.50035842293907,60.517921146953405,22.9,0.0
2021-10-01,BRN,26.96,78.44,874.89,13.514336917562725,70.0146953405018,65.86666666666667,0.0
2022-01-01,BRN,26.56,78.86,781.57,6.649385560675884,69.68817204301075,73.13333333333334,22.0
2022-04-01,BRN,27.42,77.57,753.89,17.54121863799283,67.17885304659498,45.833333333333336,67.0
2022-07-01,BRN,27.35,76.83,693.92,24.85555555555555,59.45304659498208,36.53333333333333,129.0
2022-10-01,BRN,27.0,77.86,897.07,14.849820788530463,68.09139784946235,37.266666666666666,601.0
2023-01-01,BRN,26.55,78.38,796.16,8.930491551459292,72.18894009216591,76.33333333333333,335.0
2023-04-01,BRN,27.55,77.04,772.15,16.272043010752686,72.81505376344086,64.66666666666667,233.0
2023-07-01,BRN,27.37,76.33,698.46,24.968817204301075,59.33763440860215,29.133333333333336,220.0
2023-10-01,BRN,27.06,77.26,883.95,15.349820788530463,68.77419354838709,141.86666666666667,784.0
2024-01-01,BRN,26.66,77.86,807.39,9.42491657397108,71.02892102335929,65.7,261.0
2024-04-01,BRN,27.69,76.54,768.03,18.25663082437276,65.27419354838709,42.06666666666667,271.0
2024-07-01,BRN,27.42,75.6,674.49,25.138709677419353,61.07777777777778,38.1,66.0
2024-10-01,BRN,27.15,76.77,884.39,13.56415770609319,67.48853046594982,68.66666666666667,0.0
2019-01-01,CHN,-5.58,57.57,60.92,8.475422427035332,70.20276497695852,77.66666666666667,50211.0
2019-04-01,CHN,8.02,52.3,197.77,18.11935483870968,66.00573476702509,28.066666666666663,106771.0
2019-07-01,CHN,19.7,61.3,401.1,23.525089605734767,62.93942652329749,29.36666666666667,115786.0
2019-10-01,CHN,8.18,58.77,159.54,15.47347670250896,69.24408602150538,55.73333333333333,77569.0
2020-01-01,CHN,-5.26,57.22,59.2,8.450129773822766,69.75046347793845,85.46666666666665,25667.0
2020-04-01,CHN,8.04,52.01,199.01,16.76845878136201,62.81146953405018,64.10000000000001,108.0
2020-07-01,CHN,19.68,61.1,403.37,24.58817204301075,64.13082437275986,5.3,3530.0
2020-10-01,CHN,8.25,58.24,156.29,15.144802867383511,66.83405017921147,38.9,5133.0
2021-01-01,CHN,-5.54,56.66,58.97,8.248463901689709,69.61981566820276,97.86666666666667,6498.0
2021-04-01,CHN,8.14,51.85,197.7,16.47347670250896,67.96917562724015,62.36666666666667,4002.0
2021-07-01,CHN,19.82,60.92,404.19,24.50035842293907,60.517921146953405,22.9,0.0
2021-10-01,CHN,8.22,58.27,161.15,13.514336917562725,70.0146953405018,65.86666666666667,6997.0
2022-01-01,CHN,-5.52,56.43,59.29,6.649385560675884,69.68817204301075,73.13333333333334,8820.0
2022-04-01,CHN,8.26,51.41,196.41,17.54121863799283,67.17885304659498,45.833333333333336,18899.0
2022-07-01,CHN,19.79,60.34,403.98,24.85555555555555,59.45304659498208,36.53333333333333,21218.0
2022-10-01,CHN,8.41,57.72,158.43,14.849820788530463,68.09139784946235,37.266666666666666,23124.0
2023-01-01,CHN,-5.37,55.89,58.95,8.930491551459292,72.18894009216591,76.33333333333333,28685.0
2023-04-01,CHN,8.25,50.99,196.25,16.272043010752686,72.81505376344086,64.66666666666667,50505.0
2023-07-01,CHN,19.95,59.85,403.83,24.968817204301075,59.33763440860215,29.133333333333336,72295.0
2023-10-01,CHN,8.49,57.23,161.51,15.349820788530463,68.77419354838709,141.86666666666667,69715.0
2024-01-01,CHN,-5.01,55.32,59.04,9.42491657397108,71.02892102335929,65.7,72470.0
2024-04-01,CHN,8.32,50.89,199.63,18.25663082437276,65.27419354838709,42.06666666666667,99641.0
2024-07-01,CHN,20.02,59.55,403.8,25.138709677419353,61.07777777777778,38.1,38950.0
2024-10-01,CHN,8.5,56.81,158.7,13.56415770609319,67.48853046594982,68.66666666666667,0.0
2019-01-01,COK,26.14,77.83,596.27,8.475422427035332,70.20276497695852,77.66666666666667,0.0
2019-04-01,COK,26.13,76.15,511.33,18.11935483870968,66.00573476702509,28.066666666666663,0.0
2019-07-01,COK,23.86,71.17,241.76,23.525089605734767,62.93942652329749,29.36666666666667,0.0
2019-10-01,COK,24.19,74.12,317.26,15.47347670250896,69.24408602150538,55.73333333333333,0.0
2020-01-01,COK,26.11,77.25,625.45,8.450129773822766,69.75046347793845,85.46666666666665,0.0
2020-04-01,COK,26.05,75.53,504.75,16.76845878136201,62.81146953405018,64.10000000000001,0.0
2020-07-01,COK,23.65,70.94,231.24,24.58817204301075,64.13082437275986,5.3,0.0
2020-10-01,COK,24.1,73.6,322.56,15.144802867383511,66.83405017921147,38.9,0.0
2021-01-01,COK,26.29,77.15,633.4,8.248463901689709,69.61981566820276,97.86666666666667,0.0
2021-04-01,COK,26.11,75.09,524.63,16.47347670250896,67.96917562724015,62.36666666666667,0.0
2021-07-01,COK,23.89,70.4,252.03,24.50035842293907,60.517921146953405,22.9,0.0
2021-10-01,COK,24.23,73.11,299.03,13.514336917562725,70.0146953405018,65.86666666666667,0.0
2022-01-01,COK,26.3,76.56,617.69,6.649385560675884,69.68817204301075,73.13333333333334,0.0
2022-04-01,COK,26.13,74.51,491.67,17.54121863799283,67.17885304659498,45.833333333333336,0.0
2022-07-01,COK,23.96,70.04,241.29,24.85555555555555,59.45304659498208,36.53333333333333,0.0
2022-10-01,COK,24.35,72.84,297.17,14.849820788530463,68.09139784946235,37.266666666666666,0.0
2023-01-01,COK,26.27,76.11,654.27,8.930491551459292,72.18894009216591,76.33333333333333,0.0
2023-04-01,COK,26.2,74.4,528.45,16.272043010752686,72.81505376344086,64.66666666666667,0.0
2023-07-01,COK,24.11,69.27,230.8,24.968817204301075,59.33763440860215,29.133333333333336,0.0
2023-10-01,COK,24.35,72.47,306.86,15.349820788530463,68.77419354838709,141.86666666666667,0.0
2024-01-01,COK,26.22,75.73,646.14,9.42491657397108,71.02892102335929,65.7,0.0
2024-04-01,COK,26.32,73.55,509.91,18.25663082437276,65.27419354838709,42.06666666666667,0.0
2024-07-01,COK,24.1,69.27,243.2,25.138709677419353,61.07777777777778,38.1,0.0
2024-10-01,COK,24.35,72.14,321.2,13.56415770609319,67.48853046594982,68.66666666666667,0.0
2019-01-01,FJI,26.2,78.49,824.97,8.475422427035332,70.20276497695852,77.66666666666667,0.0
2019-04-01,FJI,25.67,78.16,568.9,18.11935483870968,66.00573476702509,28.066666666666663,0.0
2019-07-01,FJI,23.51,74.78,244.27,23.525089605734767,62.93942652329749,29.36666666666667,0.0
2019-10-01,FJI,24.36,75.35,452.29,15.47347670250896,69.24408602150538,55.73333333333333,0.0
2020-01-01,FJI,26.32,78.35,909.2,8.450129773822766,69.75046347793845,85.46666666666665,0.0
2020-04-01,FJI,25.77,78.16,610.42,16.76845878136201,62.81146953405018,64.10000000000001,0.0
2020-07-01,FJI,23.48,74.61,242.15,24.58817204301075,64.13082437275986,5.3,0.0
2020-10-01,FJI,24.52,74.94,438.02,15.144802867383511,66.83405017921147,38.9,0.0
2021-01-01,FJI,26.34,77.81,871.15,8.248463901689709,69.61981566820276,97.86666666666667,0.0
2021-04-01,FJI,25.91,77.59,631.05,16.47347670250896,67.96917562724015,62.36666666666667,0.0
2021-07-01,FJI,23.71,74.02,269.74,24.50035842293907,60.517921146953405,22.9,0.0
2021-10-01,FJI,24.47,74.5,426.07,13.514336917562725,70.0146953405018,65.86666666666667,0.0
2022-01-01,FJI,26.31,77.23,818.19,6.649385560675884,69.68817204301075,73.13333333333334,41.0
2022-04-01,FJI,25.75,76.78,618.74,17.54121863799283,67.17885304659498,45.833333333333336,36.0
2022-07-01,FJI,23.73,73.55,271.15,24.85555555555555,59.45304659498208,36.53333333333333,51.0
2022-10-01,FJI,24.48,73.93,464.78,14.849820788530463,68.09139784946235,37.266666666666666,44.0
2023-01-01,FJI,26.34,76.61,828.71,8.930491551459292,72.18894009216591,76.33333333333333,41.0
2023-04-01,FJI,25.75,76.15,597.09,16.272043010752686,72.81505376344086,64.66666666666667,65.0
2023-07-01,FJI,23.79,73.27,246.92,24.968817204301075,59.33763440860215,29.133333333333336,90.0
2023-10-01,FJI,24.57,73.41,439.59,15.349820788530463,68.77419354838709,141.86666666666667,86.0
2024-01-01,FJI,26.45,76.47,887.13,9.42491657397108,71.02892102335929,65.7,55.0
2024-04-01,FJI,25.85,75.93,619.71,18.25663082437276,65.27419354838709,42.06666666666667,62.0
2024-07-01,FJI,23.66,72.73,276.79,25.138709677419353,61.07777777777778,38.1,35.0
2024-10-01,FJI,24.6,73.04,453.8,13.56415770609319,67.48853046594982,68.66666666666667,0.0
2019-01-01,FSM,27.39,78.67,655.07,8.475422427035332,70.20276497695852,77.66666666666667,0.0
2019-04-01,FSM,27.44,79.26,731.62,18.11935483870968,66.00573476702509,28.066666666666663,0.0
2019-07-01,FSM,27.38,79.5,946.45,23.525089605734767,62.93942652329749,29.36666666666667,0.0
2019-10-01,FSM,27.57,78.95,815.61,15.47347670250896,69.24408602150538,55.73333333333333,0.0
2020-01-01,FSM,27.37,78.41,703.92,8.450129773822766,69.75046347793845,85.46666666666665,0.0
2020-04-01,FSM,27.52,79.08,772.2,16.76845878136201,62.81146953405018,64.10000000000001,0.0
2020-07-01,FSM,27.35,79.01,954.69,24.58817204301075,64.13082437275986,5.3,0.0
2020-10-01,FSM,27.47,78.49,808.12,15.144802867383511,66.83405017921147,38.9,0.0
2021-01-01,FSM,27.44,77.86,685.64,8.248463901689709,69.61981566820276,97.86666666666667,0.0
2021-04-01,FSM,27.54,78.71,795.69,16.47347670250896,67.96917562724015,62.36666666666667,0.0
2021-07-01,FSM,27.44,78.65,950.73,24.50035842293907,60.517921146953405,22.9,0.0
2021-10-01,FSM,27.5,78.09,833.16,13.514336917562725,70.0146953405018,65.86666666666667,0.0
2022-01-01,FSM,27.37,77.43,684.88,6.649385560675884,69.68817204301075,73.13333333333334,0.0
2022-04-01,FSM,27.5,77.88,775.37,17.54121863799283,67.17885304659498,45.833333333333336,1.0
2022-07-01,FSM,27.36,78.15,981.39,24.85555555555555,59.45304659498208,36.53333333333333,0.0
2022-10-01,FSM,27.53,77.49,823.61,14.849820788530463,68.09139784946235,37.266666666666666,0.0
2023-01-01,FSM,27.47,76.84,700.77,8.930491551459292,72.18894009216591,76.33333333333333,1.0
2023-04-01,FSM,27.52,77.61,779.22,16.272043010752686,72.81505376344086,64.66666666666667,0.0
2023-07-01,FSM,27.39,77.63,956.26,24.968817204301075,59.33763440860215,29.133333333333336,0.0
2023-10-01,FSM,27.54,77.1,836.0,15.349820788530463,68.77419354838709,141.86666666666667,0.0
2024-01-01,FSM,27.47,76.36,710.19,9.42491657397108,71.02892102335929,65.7,0.0
2024-04-01,FSM,27.62,77.05,790.64,18.25663082437276,65.27419354838709,42.06666666666667,0.0
2024-07-01,FSM,27.53,77.14,960.24,25.138709677419353,61.07777777777778,38.1,0.0
2024-10-01,FSM,27.68,76.55,843.82,13.56415770609319,67.48853046594982,68.66666666666667,0.0
2019-01-01,GUM,27.05,77.13,230.7,8.475422427035332,70.20276497695852,77.66666666666667,0.0
2019-04-01,GUM,27.18,77.93,222.21,18.11935483870968,66.00573476702509,28.066666666666663,0.0
2019-07-01,GUM,27.71,79.6,706.66,23.525089605734767,62.93942652329749,29.36666666666667,0.0
2019-10-01,GUM,27.62,79.87,731.0,15.47347670250896,69.24408602150538,55.73333333333333,0.0
2020-01-01,GUM,26.96,77.12,243.5,8.450129773822766,69.75046347793845,85.46666666666665,0.0
2020-04-01,GUM,27.22,77.7,235.86,16.76845878136201,62.81146953405018,64.10000000000001,0.0
2020-07-01,GUM,27.68,79.13,704.78,24.58817204301075,64.13082437275986,5.3,0.0
2020-10-01,GUM,27.68,79.43,746.18,15.144802867383511,66.83405017921147,38.9,0.0
2021-01-01,GUM,27.13,76.61,243.89,8.248463901689709,69.61981566820276,97.86666666666667,0.0
2021-04-01,GUM,27.2,77.17,232.99,16.47347670250896,67.96917562724015,62.36666666666667,0.0
2021-07-01,GUM,27.73,78.77,739.4,24.50035842293907,60.517921146953405,22.9,0.0
2021-10-01,GUM,27.65,79.05,734.26,13.514336917562725,70.0146953405018,65.86666666666667,0.0
2022-01-01,GUM,27.0,75.92,236.1,6.649385560675884,69.68817204301075,73.13333333333334,0.0
2022-04-01,GUM,27.11,76.49,220.88,17.54121863799283,67.17885304659498,45.833333333333336,0.0
2022-07-01,GUM,27.71,78.32,740.11,24.85555555555555,59.45304659498208,36.53333333333333,0.0
2022-10-01,GUM,27.75,78.36,731.98,14.849820788530463,68.09139784946235,37.266666666666666,0.0
2023-01-01,GUM,27.04,75.56,249.29,8.930491551459292,72.18894009216591,76.33333333333333,0.0
2023-04-01,GUM,27.22,76.31,226.97,16.272043010752686,72.81505376344086,64.66666666666667,0.0
2023-07-01,GUM,27.68,77.85,725.14,24.968817204301075,59.33763440860215,29.133333333333336,0.0
2023-10-01,GUM,27.8,78.08,750.37,15.349820788530463,68.77419354838709,141.86666666666667,0.0
2024-01-01,GUM,27.08,75.11,245.76,9.42491657397108,71.02892102335929,65.7,0.0
2024-04-01,GUM,27.21,75.86,231.66,18.25663082437276,65.27419354838709,42.06666666666667,0.0
2024-07-01,GUM,27.78,77.34,725.07,25.138709677419353,61.07777777777778,38.1,0.0
2024-10-01,GUM,27.8,77.57,768.92,13.56415770609319,67.48853046594982,68.66666666666667,0.0
2019-01-01,HKG,17.24,70.03,98.94,8.475422427035332,70.20276497695852,77.66666666666667,0.0
2019-04-01,HKG,23.33,79.05,430.74,18.11935483870968,66.00573476702509,28.066666666666663,0.0
2019-07-01,HKG,28.83,79.52,858.25,23.525089605734767,62.93942652329749,29.36666666666667,0.0
2019-10-01,HKG,25.13,70.62,338.08,15.47347670250896,69.24408602150538,55.73333333333333,0.0
2020-01-01,HKG,17.27,69.0,103.41,8.450129773822766,69.75046347793845,85.46666666666665,0.0
2020-04-01,HKG,23.37,78.53,451.96,16.76845878136201,62.81146953405018,64.10000000000001,0.0
2020-07-01,HKG,28.9,79.19,858.05,24.58817204301075,64.13082437275986,5.3,0.0
2020-10-01,HKG,25.18,70.07,317.23,15.144802867383511,66.83405017921147,38.9,0.0
2021-01-01,HKG,16.89,68.33,106.72,8.248463901689709,69.61981566820276,97.86666666666667,0.0
2021-04-01,HKG,23.16,77.88,446.15,16.47347670250896,67.96917562724015,62.36666666666667,0.0
2021-07-01,HKG,28.92,78.56,865.52,24.50035842293907,60.517921146953405,22.9,0.0
2021-10-01,HKG,24.99,70.35,359.29,13.514336917562725,70.0146953405018,65.86666666666667,0.0
2022-01-01,HKG,16.78,67.55,100.05,6.649385560675884,69.68817204301075,73.13333333333334,405.0
2022-04-01,HKG,23.09,77.4,423.15,17.54121863799283,67.17885304659498,45.833333333333336,1062.0
2022-07-01,HKG,28.92,78.03,868.8,24.85555555555555,59.45304659498208,36.53333333333333,1481.0
2022-10-01,HKG,25.17,69.9,327.6,14.849820788530463,68.09139784946235,37.266666666666666,2248.0
2023-01-01,HKG,17.17,67.93,98.42,8.930491551459292,72.18894009216591,76.33333333333333,2358.0
2023-04-01,HKG,23.49,76.66,424.26,16.272043010752686,72.81505376344086,64.66666666666667,3977.0
2023-07-01,HKG,29.02,77.76,881.69,24.968817204301075,59.33763440860215,29.133333333333336,4634.0
2023-10-01,HKG,25.65,69.7,350.23,15.349820788530463,68.77419354838709,141.86666666666667,5112.0
2024-01-01,HKG,17.24,67.23,101.67,9.42491657397108,71.02892102335929,65.7,3410.0
2024-04-01,HKG,23.33,76.65,431.91,18.25663082437276,65.27419354838709,42.06666666666667,6129.0
2024-07-01,HKG,29.06,77.06,886.82,25.138709677419353,61.07777777777778,38.1,2239.0
2024-10-01,HKG,25.23,68.49,310.26,13.56415770609319,67.48853046594982,68.66666666666667,0.0
2019-01-01,IDN,25.78,79.11,905.86,8.475422427035332,70.20276497695852,77.66666666666667,37724.0
2019-04-01,IDN,26.12,79.17,866.48,18.11935483870968,66.00573476702509,28.066666666666663,9546.0
2019-07-01,IDN,25.73,77.19,584.89,23.525089605734767,62.93942652329749,29.36666666666667,10671.0
2019-10-01,IDN,26.11,76.81,765.3,15.47347670250896,69.24408602150538,55.73333333333333,35898.0
2020-01-01,IDN,25.85,78.84,914.14,8.450129773822766,69.75046347793845,85.46666666666665,27371.0
2020-04-01,IDN,26.25,78.82,871.98,16.76845878136201,62.81146953405018,64.10000000000001,106.0
2020-07-01,IDN,25.68,76.81,585.12,24.58817204301075,64.13082437275986,5.3,2541.0
2020-10-01,IDN,26.08,76.59,762.03,15.144802867383511,66.83405017921147,38.9,7536.0
2021-01-01,IDN,25.88,78.37,914.98,8.248463901689709,69.61981566820276,97.86666666666667,7795.0
2021-04-01,IDN,26.19,78.26,862.55,16.47347670250896,67.96917562724015,62.36666666666667,8674.0
2021-07-01,IDN,25.72,76.22,570.38,24.50035842293907,60.517921146953405,22.9,4191.0
2021-10-01,IDN,26.06,75.82,736.41,13.514336917562725,70.0146953405018,65.86666666666667,18238.0
2022-01-01,IDN,25.84,77.91,912.45,6.649385560675884,69.68817204301075,73.13333333333334,17812.0
2022-04-01,IDN,26.2,77.85,874.1,17.54121863799283,67.17885304659498,45.833333333333336,39523.0
2022-07-01,IDN,25.69,75.72,575.18,24.85555555555555,59.45304659498208,36.53333333333333,31299.0
2022-10-01,IDN,26.08,75.36,755.81,14.849820788530463,68.09139784946235,37.266666666666666,54836.0
2023-01-01,IDN,25.84,77.39,914.04,8.930491551459292,72.18894009216591,76.33333333333333,58582.0
2023-04-01,IDN,26.21,77.21,863.99,16.272043010752686,72.81505376344086,64.66666666666667,31819.0
2023-07-01,IDN,25.8,75.25,579.18,24.968817204301075,59.33763440860215,29.133333333333336,25583.0
2023-10-01,IDN,26.21,74.93,753.07,15.349820788530463,68.77419354838709,141.86666666666667,49867.0
2024-01-01,IDN,25.98,76.84,922.25,9.42491657397108,71.02892102335929,65.7,52490.0
2024-04-01,IDN,26.36,76.74,870.8,18.25663082437276,65.27419354838709,42.06666666666667,42226.0
2024-07-01,IDN,25.86,74.66,578.48,25.138709677419353,61.07777777777778,38.1,9915.0
2024-10-01,IDN,26.2,74.34,754.87,13.56415770609319,67.48853046594982,68.66666666666667,0.0
2019-01-01,JPN,2.31,67.39,290.42,8.475422427035332,70.20276497695852,77.66666666666667,20040.0
2019-04-01,JPN,10.56,66.56,407.47,18.11935483870968,66.00573476702509,28.066666666666663,0.0
2019-07-01,JPN,22.76,75.79,619.94,23.525089605734767,62.93942652329749,29.36666666666667,0.0
2019-10-01,JPN,15.39,71.05,458.53,15.47347670250896,69.24408602150538,55.73333333333333,0.0
2020-01-01,JPN,2.27,66.77,285.72,8.450129773822766,69.75046347793845,85.46666666666665,15460.0
2020-04-01,JPN,10.56,66.3,415.55,16.76845878136201,62.81146953405018,64.10000000000001,0.0
2020-07-01,JPN,22.72,75.31,592.28,24.58817204301075,64.13082437275986,5.3,0.0
2020-10-01,JPN,15.39,70.53,448.57,15.144802867383511,66.83405017921147,38.9,0.0
2021-01-01,JPN,2.1,66.39,284.55,8.248463901689709,69.61981566820276,97.86666666666667,0.0
2021-04-01,JPN,10.58,65.94,410.9,16.47347670250896,67.96917562724015,62.36666666666667,0.0
2021-07-01,JPN,22.86,74.9,608.88,24.50035842293907,60.517921146953405,22.9,0.0
2021-10-01,JPN,15.41,70.25,452.28,13.514336917562725,70.0146953405018,65.86666666666667,0.0
2022-01-01,JPN,2.16,66.02,285.55,6.649385560675884,69.68817204301075,73.13333333333334,2564.0
2022-04-01,JPN,10.77,65.34,400.52,17.54121863799283,67.17885304659498,45.833333333333336,5528.0
2022-07-01,JPN,22.78,74.28,616.24,24.85555555555555,59.45304659498208,36.53333333333333,8964.0
2022-10-01,JPN,15.51,69.82,452.08,14.849820788530463,68.09139784946235,37.266666666666666,9934.0
2023-01-01,JPN,2.45,65.58,284.34,8.930491551459292,72.18894009216591,76.33333333333333,11238.0
2023-04-01,JPN,10.64,64.98,406.32,16.272043010752686,72.81505376344086,64.66666666666667,13828.0
2023-07-01,JPN,23.03,73.94,607.18,24.968817204301075,59.33763440860215,29.133333333333336,22607.0
2023-10-01,JPN,15.65,69.31,442.44,15.349820788530463,68.77419354838709,141.86666666666667,22413.0
2024-01-01,JPN,2.62,65.13,290.28,9.42491657397108,71.02892102335929,65.7,23105.0
2024-04-01,JPN,10.91,64.72,411.53,18.25663082437276,65.27419354838709,42.06666666666667,27673.0
2024-07-01,JPN,23.14,73.39,610.84,25.138709677419353,61.07777777777778,38.1,9077.0
2024-10-01,JPN,15.74,68.93,458.43,13.56415770609319,67.48853046594982,68.66666666666667,0.0
2019-01-01,KHM,27.18,59.45,42.26,8.475422427035332,70.20276497695852,77.66666666666667,0.0
2019-04-01,KHM,29.78,63.6,330.66,18.11935483870968,66.00573476702509,28.066666666666663,0.0
2019-07-01,KHM,28.33,75.5,728.16,23.525089605734767,62.93942652329749,29.36666666666667,0.0
2019-10-01,KHM,27.52,75.04,605.91,15.47347670250896,69.24408602150538,55.73333333333333,0.0
2020-01-01,KHM,27.09,59.32,44.52,8.450129773822766,69.75046347793845,85.46666666666665,0.0
2020-04-01,KHM,29.98,64.68,373.28,16.76845878136201,62.81146953405018,64.10000000000001,0.0
2020-07-01,KHM,28.4,75.58,751.37,24.58817204301075,64.13082437275986,5.3,0.0
2020-10-01,KHM,27.52,74.76,606.23,15.144802867383511,66.83405017921147,38.9,0.0
2021-01-01,KHM,26.96,59.01,46.11,8.248463901689709,69.61981566820276,97.86666666666667,0.0
2021-04-01,KHM,29.93,64.17,360.56,16.47347670250896,67.96917562724015,62.36666666666667,0.0
