date,uyruk,ziyaretci_sayisi
2023-01,Slovakya,4300
2023-04,Slovakya,6928
2023-07,Slovakya,5354
2023-10,Slovakya,7115
2024-01,Slovakya,7185
2024-04,Slovakya,7858
2024-07,Slovakya,1975
2022-01,Slovenya,4526
2022-04,Slovenya,8252
2022-07,Slovenya,6373
2022-10,Slovenya,8508
2023-01,Slovenya,7079
2023-04,Slovenya,7962
2023-07,Slovenya,6305
2023-10,Slovenya,9372
2024-01,Slovenya,8309
2024-04,Slovenya,8575
2024-07,Slovenya,2344
2022-10,Solomon Adaları,1
2023-01,Solomon Adaları,1
2023-07,Solomon Adaları,1
2024-04,Solomon Adaları,2
2024-07,Solomon Adaları,2
2019-04,Somali,1517
2019-07,Somali,4148
2019-10,Somali,6766
2020-04,Somali,119
2020-07,Somali,2944
2020-10,Somali,7752
2021-01,Somali,7222
2021-04,Somali,5599
2022-01,Somali,4218
2022-04,Somali,3571
2022-07,Somali,3520
2022-10,Somali,2455
2023-01,Somali,1912
2023-04,Somali,2146
2023-07,Somali,2556
2023-10,Somali,1721
2024-01,Somali,1386
2024-04,Somali,1774
2024-07,Somali,635
2022-01,Sri Lanka,668
2022-04,Sri Lanka,1068
2022-07,Sri Lanka,1634
2022-10,Sri Lanka,1291
2023-01,Sri Lanka,944
2023-04,Sri Lanka,1558
2023-07,Sri Lanka,2248
2023-10,Sri Lanka,1692
2024-01,Sri Lanka,1340
2024-04,Sri Lanka,2465
2024-07,Sri Lanka,963
2019-07,Sudan,3873
2019-10,Sudan,4446
2020-07,Sudan,2555
2020-10,Sudan,4213
2021-01,Sudan,2718
2021-04,Sudan,1300
2021-07,Sudan,3340
2022-01,Sudan,7373
2022-04,Sudan,10447
2022-07,Sudan,15495
2022-10,Sudan,8410
2023-01,Sudan,6125
2023-04,Sudan,4553
2023-07,Sudan,4896
2023-10,Sudan,2976
2024-01,Sudan,2958
2024-04,Sudan,2941
2024-07,Sudan,1415
2022-01,Surinam,50
2022-04,Surinam,58
2022-07,Surinam,109
2022-10,Surinam,68
2023-01,Surinam,31
2023-04,Surinam,74
2023-07,Surinam,101
2023-10,Surinam,92
2024-01,Surinam,52
2024-04,Surinam,74
2024-07,Surinam,34
2019-01,Suriye,36138
2019-04,Suriye,44855
2019-07,Suriye,58583
2019-10,Suriye,42145
2020-01,Suriye,32975
2020-04,Suriye,742
2020-07,Suriye,14195
2020-10,Suriye,22181
2021-01,Suriye,19807
2021-04,Suriye,23209
2021-07,Suriye,37183
2021-10,Suriye,30744
2022-01,Suriye,29591
2022-04,Suriye,35409
2022-07,Suriye,44667
2022-10,Suriye,29309
2023-01,Suriye,25577
2023-04,Suriye,32035
2023-07,Suriye,35841
2023-10,Suriye,22342
2024-01,Suriye,21898
2024-04,Suriye,26330
2024-07,Suriye,11672
2019-01,Suudi Arabistan,70323
2019-04,Suudi Arabistan,125212
2019-07,Suudi Arabistan,189478
2019-10,Suudi Arabistan,59878
2020-01,Suudi Arabistan,60433
2020-04,Suudi Arabistan,16
2020-07,Suudi Arabistan,1022
2020-10,Suudi Arabistan,1302
2021-01,Suudi Arabistan,840
2021-04,Suudi Arabistan,1830
2021-07,Suudi Arabistan,3134
2021-10,Suudi Arabistan,2373
2022-01,Suudi Arabistan,2993
2022-04,Suudi Arabistan,13668
2022-07,Suudi Arabistan,228533
2022-10,Suudi Arabistan,145159
2023-01,Suudi Arabistan,77275
2023-04,Suudi Arabistan,160427
2023-07,Suudi Arabistan,251663
2023-10,Suudi Arabistan,115144
2024-01,Suudi Arabistan,92495
2024-04,Suudi Arabistan,184578
2024-07,Suudi Arabistan,108983
2019-01,Sırbistan,14461
2019-04,Sırbistan,3564
2019-07,Sırbistan,11348
2019-10,Sırbistan,15025
2020-01,Sırbistan,11155
2020-04,Sırbistan,292
2020-07,Sırbistan,7765
2020-10,Sırbistan,8731
2021-01,Sırbistan,5488
2021-04,Sırbistan,7923
2021-07,Sırbistan,7788
2021-10,Sırbistan,15492
2022-01,Sırbistan,15382
2022-04,Sırbistan,20176
2022-07,Sırbistan,12393
2022-10,Sırbistan,15290
2023-01,Sırbistan,14061
2023-04,Sırbistan,15471
2023-07,Sırbistan,11723
2023-10,Sırbistan,16910
2024-01,Sırbistan,16696
2024-04,Sırbistan,16363
2024-07,Sırbistan,3912
2019-01,Tacikistan,7443
2019-04,Tacikistan,2439
2020-01,Tacikistan,6059
2020-04,Tacikistan,9
2021-01,Tacikistan,8183
2021-04,Tacikistan,6369
2021-07,Tacikistan,11149
2021-10,Tacikistan,7822
2022-01,Tacikistan,21226
2022-04,Tacikistan,11668
2022-07,Tacikistan,16668
2022-10,Tacikistan,17463
2023-01,Tacikistan,17708
2023-04,Tacikistan,15802
2023-07,Tacikistan,17938
2023-10,Tacikistan,17414
2024-01,Tacikistan,15285
2024-04,Tacikistan,4086
2024-07,Tacikistan,1357
2022-01,Tanzanya,1598
2022-04,Tanzanya,1627
2022-07,Tanzanya,1808
2022-10,Tanzanya,2201
2023-01,Tanzanya,1235
2023-04,Tanzanya,1291
2023-07,Tanzanya,1585
2023-10,Tanzanya,1406
2024-01,Tanzanya,965
2024-04,Tanzanya,1085
2024-07,Tanzanya,371
2022-01,Tayland,2407
2022-04,Tayland,6719
2022-07,Tayland,6413
2022-10,Tayland,10793
2023-01,Tayland,7570
2023-04,Tayland,9420
2023-07,Tayland,6851
2023-10,Tayland,10387
2024-01,Tayland,7281
2024-04,Tayland,13247
2024-07,Tayland,3114
2019-01,Tayvan,25948
2019-04,Tayvan,10888
2020-01,Tayvan,12154
2020-04,Tayvan,3
2022-01,Tayvan,707
2022-04,Tayvan,1439
2022-07,Tayvan,2816
2022-10,Tayvan,5391
2023-01,Tayvan,8793
2023-04,Tayvan,10172
2023-07,Tayvan,13308
2023-10,Tayvan,13648
2024-01,Tayvan,14386
2024-04,Tayvan,17765
2024-07,Tayvan,5940
2022-01,Togo,333
2022-04,Togo,322
2022-07,Togo,352
2022-10,Togo,302
2023-01,Togo,224
2023-04,Togo,246
2023-07,Togo,342
2023-10,Togo,199
2024-01,Togo,127
2024-04,Togo,108
2024-07,Togo,75
2022-04,Tonga,2
2022-10,Tonga,1
2023-04,Tonga,1
2023-07,Tonga,4
2023-10,Tonga,5
2024-01,Tonga,2
2024-04,Tonga,2
2022-01,Trinidad ve Tobago,121
2022-04,Trinidad ve Tobago,188
2022-07,Trinidad ve Tobago,298
2022-10,Trinidad ve Tobago,353
2023-01,Trinidad ve Tobago,231
2023-04,Trinidad ve Tobago,327
2023-07,Trinidad ve Tobago,409
2023-10,Trinidad ve Tobago,364
2024-01,Trinidad ve Tobago,286
2024-04,Trinidad ve Tobago,378
2024-07,Trinidad ve Tobago,159
2019-01,Tunus,39692
2019-04,Tunus,34409
2019-07,Tunus,47069
2019-10,Tunus,45907
2020-01,Tunus,34325
2020-04,Tunus,49
2020-07,Tunus,7768
2020-10,Tunus,14636
2021-01,Tunus,17115
2021-04,Tunus,16515
2021-07,Tunus,34519
2021-10,Tunus,51044
2022-01,Tunus,47984
2022-04,Tunus,41883
2022-07,Tunus,52234
2022-10,Tunus,49579
2023-01,Tunus,36111
2023-04,Tunus,35649
2023-07,Tunus,51525
2023-10,Tunus,43394
2024-01,Tunus,37619
2024-04,Tunus,40770
2024-07,Tunus,17610
2022-04,Tuvalu,2
2022-07,Tuvalu,1
2022-10,Tuvalu,1
2023-01,Tuvalu,1
2023-04,Tuvalu,2
2023-07,Tuvalu,1
2024-01,Tuvalu,1
2024-04,Tuvalu,5
2024-07,Tuvalu,1
2019-01,Türkmenistan,40253
2019-04,Türkmenistan,46702
2019-07,Türkmenistan,62400
2020-01,Türkmenistan,33180
2020-04,Türkmenistan,104
2020-07,Türkmenistan,2044
2022-01,Türkmenistan,5267
2022-04,Türkmenistan,5748
2022-07,Türkmenistan,11088
2022-10,Türkmenistan,14119
2023-01,Türkmenistan,17290
2023-04,Türkmenistan,24428
2023-07,Türkmenistan,38457
2023-10,Türkmenistan,30161
2024-01,Türkmenistan,29342
2024-04,Türkmenistan,33970
2024-07,Türkmenistan,15020
2022-01,Uganda,1765
2022-04,Uganda,1742
2022-07,Uganda,1671
2022-10,Uganda,1943
2023-01,Uganda,1616
2023-04,Uganda,1767
2023-07,Uganda,1905
2023-10,Uganda,1731
2024-01,Uganda,1469
2024-04,Uganda,1781
2024-07,Uganda,586
2019-01,Ukrayna,83269
2019-04,Ukrayna,87906
2019-07,Ukrayna,79370
2019-10,Ukrayna,81231
2020-01,Ukrayna,59523
2020-04,Ukrayna,1852
2020-07,Ukrayna,68275
2020-10,Ukrayna,70257
2021-01,Ukrayna,72659
2021-04,Ukrayna,96454
2021-07,Ukrayna,84590
2021-10,Ukrayna,87118
2022-01,Ukrayna,74333
2022-04,Ukrayna,45816
2022-07,Ukrayna,42678
2022-10,Ukrayna,45804
2023-01,Ukrayna,48332
2023-04,Ukrayna,48918
2023-07,Ukrayna,49179
2023-10,Ukrayna,50186
2024-01,Ukrayna,52929
2024-04,Ukrayna,55397
2024-07,Ukrayna,18710
2019-01,Umman,5436
2020-01,Umman,5536
2021-01,Umman,1366
2021-04,Umman,3392
2021-07,Umman,20076
2021-10,Umman,17206
2022-01,Umman,15180
2022-04,Umman,18645
2022-07,Umman,26766
2022-10,Umman,10620
2023-01,Umman,10576
2023-04,Umman,13474
2023-07,Umman,16484
2023-10,Umman,6902
2024-01,Umman,10360
2024-04,Umman,12836
2024-07,Umman,5801
2022-01,Uruguay,681
2022-04,Uruguay,1624
2022-07,Uruguay,1736
2022-10,Uruguay,1293
2023-01,Uruguay,696
2023-04,Uruguay,2370
2023-07,Uruguay,1859
2023-10,Uruguay,1003
2024-01,Uruguay,853
2024-04,Uruguay,1576
2024-07,Uruguay,703
2022-01,Vanuatu,57
2022-04,Vanuatu,110
2022-07,Vanuatu,87
2022-10,Vanuatu,85
2023-01,Vanuatu,70
2023-04,Vanuatu,103
2023-07,Vanuatu,89
2023-10,Vanuatu,72
2024-01,Vanuatu,89
2024-04,Vanuatu,80
2024-07,Vanuatu,26
2022-01,Vatikan,3
2022-04,Vatikan,7
2022-07,Vatikan,5
2022-10,Vatikan,8
2023-01,Vatikan,6
2023-04,Vatikan,3
2023-07,Vatikan,10
2023-10,Vatikan,7
2024-01,Vatikan,4
2024-04,Vatikan,12
2024-07,Vatikan,1
2022-01,Venezuela,3724
2022-04,Venezuela,4119
2022-07,Venezuela,4855
2022-10,Venezuela,4174
2023-01,Venezuela,3281
2023-04,Venezuela,4731
2023-07,Venezuela,6868
2023-10,Venezuela,5704
2024-01,Venezuela,5403
2024-04,Venezuela,6077
2024-07,Venezuela,2318
2022-01,Vietnam,461
2022-04,Vietnam,1070
2022-07,Vietnam,1012
2022-10,Vietnam,1032
2023-01,Vietnam,660
2023-04,Vietnam,1018
2023-07,Vietnam,1164
2023-10,Vietnam,1374
2024-01,Vietnam,961
2024-04,Vietnam,2260
2024-07,Vietnam,688
2021-01,Yemen,1980
2022-01,Yemen,5601
2022-04,Yemen,6838
2022-07,Yemen,11786
2022-10,Yemen,7863
2023-01,Yemen,6110
2023-04,Yemen,8854
2023-07,Yemen,10935
2023-10,Yemen,6545
2024-01,Yemen,5605
2024-04,Yemen,7783
2024-07,Yemen,3015
2022-01,Yeni Zelanda,940
2022-04,Yeni Zelanda,2604
2022-07,Yeni Zelanda,4380
2022-10,Yeni Zelanda,2895
2023-01,Yeni Zelanda,2096
2023-04,Yeni Zelanda,6146
2023-07,Yeni Zelanda,8616
2023-10,Yeni Zelanda,4303
2024-01,Yeni Zelanda,2539
2024-04,Yeni Zelanda,7135
2024-07,Yeni Zelanda,2952
2023-10,Yeşil Burun Adaları,81
2024-01,Yeşil Burun Adaları,56
2024-04,Yeşil Burun Adaları,68
2024-07,Yeşil Burun Adaları,17
2019-01,Yunanistan,28183
2019-04,Yunanistan,27433
2019-07,Yunanistan,5986
2020-01,Yunanistan,21170
2020-04,Yunanistan,247
2020-07,Yunanistan,618
2021-04,Yunanistan,4672
2021-07,Yunanistan,8054
2021-10,Yunanistan,17913
2022-01,Yunanistan,17165
2022-04,Yunanistan,23133
2022-07,Yunanistan,17527
2022-10,Yunanistan,25284
2023-01,Yunanistan,23427
2023-04,Yunanistan,22984
2023-07,Yunanistan,20158
2023-10,Yunanistan,35447
2024-01,Yunanistan,37854
2024-04,Yunanistan,28996
2024-07,Yunanistan,6222
2022-01,Zambiya,274
2022-04,Zambiya,284
2022-07,Zambiya,340
2022-10,Zambiya,342
2023-01,Zambiya,176
2023-04,Zambiya,202
2023-07,Zambiya,338
2023-10,Zambiya,197
2024-01,Zambiya,156
2024-04,Zambiya,193
2024-07,Zambiya,67
2022-01,Zimbabve,621
2022-04,Zimbabve,878
2022-07,Zimbabve,813
2022-10,Zimbabve,722
2023-01,Zimbabve,552
2023-04,Zimbabve,595
2023-07,Zimbabve,673
2023-10,Zimbabve,562
2024-01,Zimbabve,445
2024-04,Zimbabve,524
2024-07,Zimbabve,179
2022-01,Çad,1659
2022-04,Çad,1458
2022-07,Çad,2098
2022-10,Çad,1569
2023-01,Çad,1326
2023-04,Çad,1005
2023-07,Çad,1667
2023-10,Çad,1409
2024-01,Çad,1037
2024-04,Çad,873
2024-07,Çad,381
2021-01,Çekya,881
2022-01,Çekya,6569
2022-04,Çekya,10151
2022-07,Çekya,9295
2022-10,Çekya,10562
2023-01,Çekya,8970
2023-04,Çekya,10732
2023-07,Çekya,9879
2023-10,Çekya,12382
2024-01,Çekya,11975
2024-04,Çekya,11137
2024-07,Çekya,3144
2019-01,Çin,50211
2019-04,Çin,106771
2019-07,Çin,115786
2019-10,Çin,77569
2020-01,Çin,25667
2020-04,Çin,108
2020-07,Çin,3530
2020-10,Çin,5133
2021-01,Çin,6498
2021-04,Çin,4002
2021-10,Çin,6997
2022-01,Çin,8820
2022-04,Çin,18899
2022-07,Çin,21218
2022-10,Çin,23124
2023-01,Çin,28685
2023-04,Çin,50505
2023-07,Çin,72295
2023-10,Çin,69715
2024-01,Çin,72470
2024-04,Çin,99641
2024-07,Çin,38950
2019-01,Özbekistan,47827
2019-04,Özbekistan,57498
2019-07,Özbekistan,68903
2019-10,Özbekistan,56503
2020-01,Özbekistan,45644
2020-04,Özbekistan,305
2020-07,Özbekistan,12161
2020-10,Özbekistan,34110
2021-01,Özbekistan,38938
2021-04,Özbekistan,41924
2021-07,Özbekistan,81301
2021-10,Özbekistan,75260
2022-01,Özbekistan,73622
2022-04,Özbekistan,91024
2022-07,Özbekistan,108812
2022-10,Özbekistan,88223
2023-01,Özbekistan,80629
2023-04,Özbekistan,97521
2023-07,Özbekistan,119197
2023-10,Özbekistan,92412
2024-01,Özbekistan,87973
2024-04,Özbekistan,115862
2024-07,Özbekistan,51292
2019-01,Ürdün,48921
2019-04,Ürdün,76429
2019-07,Ürdün,137182
2019-10,Ürdün,62979
2020-01,Ürdün,38493
2020-04,Ürdün,395
2020-07,Ürdün,12321
2020-10,Ürdün,26417
2021-01,Ürdün,19624
2021-04,Ürdün,32824
2021-07,Ürdün,102221
2021-10,Ürdün,64420
2022-01,Ürdün,48792
2022-04,Ürdün,75984
2022-07,Ürdün,135415
2022-10,Ürdün,64514
2023-01,Ürdün,42169
2023-04,Ürdün,62872
2023-07,Ürdün,96343
2023-10,Ürdün,36698
2024-01,Ürdün,33840
2024-04,Ürdün,61042
2024-07,Ürdün,29709
2019-01,İran,208923
2019-04,İran,207139
2019-07,İran,269499
2019-10,İran,235577
2020-01,İran,135830
2020-04,İran,1036
2020-07,İran,26137
2020-10,İran,70118
2021-01,İran,118931
2021-04,İran,112481
2021-07,İran,269319
2021-10,İran,281273
2022-01,İran,253521
2022-04,İran,286037
2022-07,İran,305465
2022-10,İran,252970
2023-01,İran,220036
2023-04,İran,239576
2023-07,İran,310499
2023-10,İran,283527
2024-01,İran,264137
2024-04,İran,261198
2024-07,İran,101146
2019-04,İrlanda,3394
2019-07,İrlanda,7222
2020-04,İrlanda,162
2020-07,İrlanda,1963
2022-01,İrlanda,9202
2022-04,İrlanda,12320
2022-07,İrlanda,14360
2022-10,İrlanda,10667
2023-01,İrlanda,9548
2023-04,İrlanda,13051
2023-07,İrlanda,15259
2023-10,İrlanda,10886
2024-01,İrlanda,10259
2024-04,İrlanda,13245
2024-07,İrlanda,4696
2019-01,İspanya,36435
2019-04,İspanya,51583
2019-07,İspanya,65585
2019-10,İspanya,57130
2020-01,İspanya,30497
2020-04,İspanya,184
2020-07,İspanya,9397
2020-10,İspanya,10333
2021-01,İspanya,8738
2021-04,İspanya,11826
2021-07,İspanya,30884
2021-10,İspanya,42593
2022-01,İspanya,32692
2022-04,İspanya,55766
2022-07,İspanya,82972
2022-10,İspanya,69226
2023-01,İspanya,42360
2023-04,İspanya,61634
2023-07,İspanya,77792
2023-10,İspanya,70205
2024-01,İspanya,58170
2024-04,İspanya,66459
2024-07,İspanya,29719
2019-01,İsrail,56636
2019-04,İsrail,75974
2019-07,İsrail,90221
2019-10,İsrail,84896
2020-01,İsrail,52487
2020-04,İsrail,327
2020-07,İsrail,21838
2020-10,İsrail,32506
2021-01,İsrail,10850
2021-04,İsrail,27509
2021-07,İsrail,39757
2021-10,İsrail,93826
2022-01,İsrail,86729
2022-04,İsrail,110466
2022-07,İsrail,128372
2022-10,İsrail,147996
2023-01,İsrail,103639
2023-04,İsrail,121634
2023-07,İsrail,133560
2023-10,İsrail,19671
2024-01,İsrail,9967
2024-04,İsrail,13393
2024-07,İsrail,5384
2019-01,İsveç,31346
2019-04,İsveç,50741
2019-07,İsveç,50601
2019-10,İsveç,37865
2020-01,İsveç,23541
2020-04,İsveç,1364
2020-07,İsveç,21038
2020-10,İsveç,20436
2021-01,İsveç,12028
2021-04,İsveç,22837
2021-07,İsveç,44047
2021-10,İsveç,37810
2022-01,İsveç,32015
2022-04,İsveç,47327
2022-07,İsveç,47879
2022-10,İsveç,33400
2023-01,İsveç,28732
2023-04,İsveç,39532
2023-07,İsveç,44604
2023-10,İsveç,34881
2024-01,İsveç,33807
2024-04,İsveç,44768
2024-07,İsveç,19006
2019-01,İsviçre,23608
2019-04,İsviçre,26055
2019-07,İsviçre,40191
2019-10,İsviçre,34558
2020-01,İsviçre,19315
2020-04,İsviçre,1190
2020-07,İsviçre,18804
2020-10,İsviçre,18909
2021-01,İsviçre,11662
2021-04,İsviçre,13742
2021-07,İsviçre,37530
2021-10,İsviçre,33614
2022-01,İsviçre,26826
2022-04,İsviçre,42677
2022-07,İsviçre,45051
2022-10,İsviçre,37943
2023-01,İsviçre,26536
2023-04,İsviçre,39457
2023-07,İsviçre,47349
2023-10,İsviçre,39617
2024-01,İsviçre,32906
2024-04,İsviçre,46694
2024-07,İsviçre,20626
2019-01,İtalya,55030
2019-04,İtalya,71215
2019-07,İtalya,86123
2019-10,İtalya,72051
2020-01,İtalya,35846
2020-04,İtalya,413
2020-07,İtalya,12929
2020-10,İtalya,12974
2021-01,İtalya,13418
2021-04,İtalya,14793
2021-07,İtalya,29769
2021-10,İtalya,37305
2022-01,İtalya,33669
2022-04,İtalya,68176
2022-07,İtalya,104287
2022-10,İtalya,96086
2023-01,İtalya,66221
2023-04,İtalya,116423
2023-07,İtalya,124324
2023-10,İtalya,124630
2024-01,İtalya,87769
2024-04,İtalya,116766
2024-07,İtalya,42517
2022-01,İzlanda,229
2022-04,İzlanda,482
2022-07,İzlanda,531
2022-10,İzlanda,361
2023-01,İzlanda,334
2023-04,İzlanda,493
2023-07,İzlanda,511
2023-10,İzlanda,496
2024-01,İzlanda,440
2024-04,İzlanda,570
2024-07,İzlanda,298
2019-04,Şili,2151
2020-04,Şili,4
2022-01,Şili,1963
2022-04,Şili,3621
2022-07,Şili,4068
2022-10,Şili,3598
2023-01,Şili,3195
2023-04,Şili,5664
2023-07,Şili,5452
2023-10,Şili,4374
2024-01,Şili,3108
2024-04,Şili,5679
2024-07,Şili,1384
