tarih,uyruk,ziyaretci_sayisi
2023-09-01,Slovakya,2161
2023-09-01,Nijerya,2150
2023-09-01,Katar,2135
2023-09-01,Etiyopya,2083
2023-09-01,Bahreyn,2067
2023-09-01,Umman,1930
2023-09-01,Ekvador,1911
2023-09-01,Hong Kong,1832
2023-09-01,Bangladeş,1803
2023-09-01,Ermenistan,1670
2023-09-01,Peru,1663
2023-09-01,Sudan,1646
2023-09-01,Estonya,1381
2023-09-01,Malta,1345
2023-09-01,Karadağ,1189
2023-09-01,Senegal,1150
2023-09-01,Kosta Rika,1109
2023-09-01,Somali,1103
2023-09-01,Kenya,1005
2023-09-01,Eritre,910
2023-09-01,Mauritius,878
2023-09-01,Dominika,869
2023-09-01,Saint Kitts,837
2023-09-01,Uruguay,781
2023-09-01,Demokratik Kongo Cumhuriyeti,744
2023-09-01,Panama,744
2023-09-01,Mali,704
2023-09-01,Sri Lanka,700
2023-09-01,Tanzanya,643
2023-09-01,Çad,639
2023-09-01,Uganda,615
2023-09-01,Moritanya,603
2023-09-01,Fildişi Sahili,591
2023-09-01,Kamerun,575
2023-09-01,Dominik Cumhuriyeti,570
2023-09-01,Gana,501
2023-09-01,Güney Kıbrıs,494
2023-09-01,Burkina Faso,490
2023-09-01,Küba,470
2023-09-01,Guatemala,466
2023-09-01,Lüksemburg,450
2023-09-01,Vietnam,442
2023-09-01,Nepal,440
2023-09-01,Gine,431
2023-09-01,Sierra Leone,405
2023-09-01,Birleşmiş Milletler,404
2023-09-01,Cibuti,320
2023-09-01,Honduras,308
2023-09-01,Angola,305
2023-09-01,Bolivya,286
2023-09-01,Nijer,263
2023-09-01,Gabon,252
2023-09-01,El Salvador,243
2023-09-01,Gambiya,224
2023-09-01,Zimbabve,216
2023-09-01,İzlanda,179
2023-09-01,Kongo Cumhuriyeti,166
2023-09-01,Benin,160
2023-09-01,Mozambik,154
2023-09-01,Trinidad ve Tobago,149
2023-09-01,Maldivler,144
2023-09-01,Ruanda,131
2023-09-01,Jamaika,117
2023-09-01,Togo,115
2023-09-01,Zambiya,112
2023-09-01,Antigua ve Barbuda,110
2023-09-01,Myanmar,106
2023-09-01,Nikaragua,103
2023-09-01,Güney Sudan,97
2023-09-01,Paraguay,94
2023-09-01,Grenada,73
2023-09-01,Haiti,72
2023-09-01,Lihtenştayn,71
2023-09-01,Burundi,66
2023-09-01,Botsvana,63
2023-09-01,Seyşeller,60
2023-09-01,Kamboçya,58
2023-09-01,Andorra,56
2023-09-01,Liberya,54
2023-09-01,Bahama Adaları,54
2023-09-01,Komorlar,52
2023-09-01,Surinam,52
2023-09-01,Brunei,45
2023-09-01,Saint Lucia,45
2023-09-01,Makao,43
2023-09-01,Belize,40
2023-09-01,Ekvator Ginesi,38
2023-09-01,Barbados,33
2023-09-01,Madagaskar,32
2023-09-01,Fiji,32
2023-09-01,Gine Bissau,29
2023-09-01,Cabo Verde,26
2023-09-01,Namibya,25
2023-09-01,Malavi,24
2023-09-01,Vanuatu,21
2023-09-01,San Marino,17
2023-09-01,Orta Afrika Cumhuriyeti,16
2023-09-01,Monako,12
2023-09-01,Saint Vincent,12
2023-09-01,Guyana,10
2023-09-01,Bhutan,9
2023-09-01,Lesotho,9
2023-09-01,Avrupa Birliği,6
2023-09-01,Doğu Timor,5
2023-09-01,Esvatini,4
2023-09-01,Tonga,4
2023-09-01,Somaliland,3
2023-09-01,Papua Yeni Gine,3
2023-09-01,Laos,2
2023-09-01,Vatikan,2
2023-09-01,Sao Tome,2
2023-09-01,Palau,1
2023-09-01,Diğer,0
2023-08-01,Rusya,179017
2023-08-01,Almanya,127486
2023-08-01,İran,101459
2023-08-01,ABD,81257
2023-08-01,Suudi Arabistan,74664
2023-08-01,Birleşik Krallık,72002
2023-08-01,Fransa,61850
2023-08-01,Irak,55568
2023-08-01,İtalya,54543
2023-08-01,İsrail,50357
2023-08-01,Kuveyt,49311
2023-08-01,Özbekistan,42730
2023-08-01,Kazakistan,38466
2023-08-01,Cezayir,34387
2023-08-01,Hollanda,33687
2023-08-01,Ürdün,32554
2023-08-01,İspanya,31286
2023-08-01,Azerbaycan,30633
2023-08-01,Fas,28707
2023-08-01,Libya,25076
2023-08-01,Çin,21130
2023-08-01,Mısır,18326
2023-08-01,Tunus,18281
2023-08-01,Hindistan,18237
2023-08-01,Kanada,17334
2023-08-01,Avustralya,16928
2023-08-01,Romanya,16811
2023-08-01,Avusturya,16660
2023-08-01,Ukrayna,16173
2023-08-01,İsveç,13789
2023-08-01,Lübnan,13306
2023-08-01,Pakistan,13264
2023-08-01,Belçika,12800
2023-08-01,Türkmenistan,12615
2023-08-01,Güney Kore,11959
2023-08-01,Bulgaristan,10843
2023-08-01,Suriye,10485
2023-08-01,İsviçre,9525
2023-08-01,Meksika,9183
2023-08-01,Belarus,8901
2023-08-01,Birleşik Arap Emirlikleri,8691
2023-08-01,Kuzey Kıbrıs,8677
2023-08-01,Kırgızistan,7903
2023-08-01,Filistin,7835
2023-08-01,Japonya,7605
2023-08-01,Polonya,7406
2023-08-01,Yunanistan,7176
2023-08-01,Gürcistan,7084
2023-08-01,Portekiz,6591
2023-08-01,Katar,6544
2023-08-01,Brezilya,6494
2023-08-01,Filipinler,6115
2023-08-01,Tacikistan,5887
2023-08-01,Afganistan,5867
2023-08-01,Umman,5725
2023-08-01,Endonezya,5591
2023-08-01,Milliyetsiz (Haymatlos),5499
2023-08-01,Macaristan,5438
2023-08-01,Danimarka,5366
2023-08-01,Bahreyn,5043
2023-08-01,Norveç,4979
2023-08-01,İrlanda,4849
2023-08-01,Tayvan,4628
2023-08-01,Güney Afrika,4175
2023-08-01,Kolombiya,4137
2023-08-01,Moldova,4040
2023-08-01,Bosna Hersek,4034
2023-08-01,Malezya,3854
2023-08-01,Kosova,3757
2023-08-01,Sırbistan,3535
2023-08-01,Arnavutluk,3461
2023-08-01,Yemen,3361
2023-08-01,Arjantin,3076
2023-08-01,Hırvatistan,2962
2023-08-01,Yeni Zelanda,2776
2023-08-01,Çekya,2768
2023-08-01,Etiyopya,2680
2023-08-01,Venezuela,2411
2023-08-01,Moğolistan,2397
2023-08-01,Finlandiya,2382
2023-08-01,Nijerya,2344
2023-08-01,Litvanya,2242
2023-08-01,Letonya,2003
2023-08-01,Kuzey Makedonya,1977
2023-08-01,Slovenya,1955
2023-08-01,Bangladeş,1863
2023-08-01,Tayland,1714
2023-08-01,Ermenistan,1624
2023-08-01,Sudan,1557
2023-08-01,Slovakya,1543
2023-08-01,Şili,1532
2023-08-01,Hong Kong,1374
2023-08-01,Dominika,1361
2023-08-01,Senegal,1347
2023-08-01,Singapur,1316
2023-08-01,Ekvador,1301
2023-08-01,Saint Kitts,1293
2023-08-01,Demokratik Kongo Cumhuriyeti,1006
2023-08-01,Malta,975
2023-08-01,Peru,953
2023-08-01,Eritre,942
2023-08-01,Estonya,929
2023-08-01,Güney Kıbrıs,927
2023-08-01,Karadağ,860
2023-08-01,Kenya,858
2023-08-01,Somali,753
2023-08-01,Fildişi Sahili,745
2023-08-01,Mauritius,733
2023-08-01,Sri Lanka,704
2023-08-01,Mali,622
2023-08-01,Gine,618
2023-08-01,Lüksemburg,608
2023-08-01,Kamerun,606
2023-08-01,Uganda,605
2023-08-01,Panama,589
2023-08-01,Çad,552
2023-08-01,Nepal,489
2023-08-01,Tanzanya,459
2023-08-01,Uruguay,450
2023-08-01,Sierra Leone,440
2023-08-01,Gana,419
2023-08-01,Burkina Faso,417
2023-08-01,Cibuti,415
2023-08-01,Moritanya,406
2023-08-01,Gabon,385
2023-08-01,Küba,369
2023-08-01,Vietnam,331
2023-08-01,Kosta Rika,320
2023-08-01,Angola,307
2023-08-01,Dominik Cumhuriyeti,306
2023-08-01,Guatemala,269
2023-08-01,Birleşmiş Milletler,253
2023-08-01,Bolivya,240
2023-08-01,Kongo Cumhuriyeti,191
2023-08-01,Zimbabve,188
2023-08-01,Gambiya,183
2023-08-01,Mozambik,172
2023-08-01,Antigua ve Barbuda,164
2023-08-01,Honduras,160
2023-08-01,İzlanda,160
2023-08-01,Güney Sudan,149
2023-08-01,Benin,146
2023-08-01,Trinidad ve Tobago,141
2023-08-01,Brunei,140
2023-08-01,Zambiya,134
2023-08-01,El Salvador,131
2023-08-01,Maldivler,121
2023-08-01,Paraguay,113
2023-08-01,Nijer,106
2023-08-01,Togo,103
2023-08-01,Jamaika,103
2023-08-01,Myanmar,98
2023-08-01,Ruanda,95
2023-08-01,Haiti,88
2023-08-01,Grenada,86
2023-08-01,Nikaragua,82
2023-08-01,Komorlar,80
2023-08-01,Seyşeller,73
2023-08-01,Botsvana,73
2023-08-01,Belize,56
2023-08-01,Ekvator Ginesi,55
2023-08-01,Makao,54
2023-08-01,Malavi,52
2023-08-01,Lihtenştayn,48
2023-08-01,Burundi,41
2023-08-01,Andorra,41
2023-08-01,Orta Afrika Cumhuriyeti,32
2023-08-01,Madagaskar,30
2023-08-01,Barbados,29
2023-08-01,Liberya,28
2023-08-01,Vanuatu,28
2023-08-01,Saint Lucia,28
2023-08-01,Surinam,24
2023-08-01,Bahama Adaları,24
2023-08-01,Fiji,23
2023-08-01,Gine Bissau,21
2023-08-01,Namibya,19
2023-08-01,Kamboçya,18
2023-08-01,Esvatini,15
2023-08-01,Cabo Verde,14
2023-08-01,Monako,12
2023-08-01,San Marino,10
2023-08-01,Laos,10
2023-08-01,Guyana,6
2023-08-01,Saint Vincent,5
2023-08-01,Avrupa Birliği,3
2023-08-01,Vatikan,2
2023-08-01,Papua Yeni Gine,2
2023-08-01,Bhutan,1
2023-08-01,Lesotho,1
2023-08-01,Doğu Timor,1
2023-08-01,Somaliland,1
2023-08-01,Sao Tome,1
2023-08-01,Tuvalu,1
2023-08-01,Diğer,0
2023-07-01,Rusya,185636
2023-07-01,Almanya,135568
2023-07-01,Suudi Arabistan,135096
2023-07-01,ABD,105041
2023-07-01,İran,97352
2023-07-01,Fransa,69263
2023-07-01,Birleşik Krallık,69006
2023-07-01,Irak,51257
2023-07-01,Kuveyt,45854
2023-07-01,İsrail,45257
2023-07-01,Hollanda,44273
2023-07-01,Özbekistan,42091
2023-07-01,Kazakistan,40604
2023-07-01,Ürdün,38971
2023-07-01,İtalya,30064
2023-07-01,Azerbaycan,28148
2023-07-01,Cezayir,26440
2023-07-01,Fas,25712
2023-07-01,İsviçre,23442
2023-07-01,Avusturya,22684
2023-07-01,Çin,21862
2023-07-01,İspanya,21741
2023-07-01,Libya,21188
2023-07-01,İsveç,18982
2023-07-01,Hindistan,18874
2023-07-01,Belçika,18781
2023-07-01,Kanada,18571
2023-07-01,Tunus,18372
2023-07-01,Avustralya,18241
2023-07-01,Mısır,17500
2023-07-01,Pakistan,15723
2023-07-01,Ukrayna,15718
2023-07-01,Suriye,15134
2023-07-01,Lübnan,14536
2023-07-01,Romanya,14409
2023-07-01,Güney Kore,13804
2023-07-01,Katar,13502
2023-07-01,Birleşik Arap Emirlikleri,12883
2023-07-01,Türkmenistan,12371
2023-07-01,Bulgaristan,11604
2023-07-01,Meksika,10893
2023-07-01,Kırgızistan,8968
2023-07-01,Umman,8829
2023-07-01,Danimarka,8771
2023-07-01,Belarus,8503
2023-07-01,Norveç,8477
2023-07-01,Filipinler,8295
2023-07-01,Brezilya,7677
2023-07-01,Filistin,7500
2023-07-01,Kuzey Kıbrıs,7162
2023-07-01,Gürcistan,6903
2023-07-01,Endonezya,6875
2023-07-01,Japonya,6795
2023-07-01,Polonya,6776
2023-07-01,Milliyetsiz (Haymatlos),6467
2023-07-01,Güney Afrika,6194
2023-07-01,Tacikistan,5991
2023-07-01,Afganistan,5826
2023-07-01,Yunanistan,5569
2023-07-01,İrlanda,5541
2023-07-01,Bahreyn,5504
2023-07-01,Portekiz,5276
2023-07-01,Kolombiya,5204
2023-07-01,Macaristan,5103
2023-07-01,Bosna Hersek,4556
2023-07-01,Tayvan,4275
2023-07-01,Yemen,4167
2023-07-01,Kosova,4088
2023-07-01,Moldova,4010
2023-07-01,Finlandiya,3639
2023-07-01,Sırbistan,3593
2023-07-01,Arnavutluk,3483
2023-07-01,Çekya,3033
2023-07-01,Etiyopya,2886
2023-07-01,Arjantin,2730
2023-07-01,Malezya,2721
2023-07-01,Yeni Zelanda,2612
2023-07-01,Moğolistan,2609
2023-07-01,Tayland,2586
2023-07-01,Hırvatistan,2334
2023-07-01,Bangladeş,2192
2023-07-01,Litvanya,2177
2023-07-01,Nijerya,2006
2023-07-01,Venezuela,1984
2023-07-01,Kuzey Makedonya,1976
2023-07-01,Ermenistan,1908
2023-07-01,Slovenya,1776
2023-07-01,Sudan,1693
2023-07-01,Slovakya,1650
2023-07-01,Letonya,1622
2023-07-01,Şili,1555
2023-07-01,Saint Kitts,1430
2023-07-01,Hong Kong,1428
2023-07-01,Dominika,1400
2023-07-01,Singapur,1315
2023-07-01,Senegal,1271
2023-07-01,Ekvador,1084
2023-07-01,Peru,1049
2023-07-01,Eritre,975
2023-07-01,Estonya,956
2023-07-01,Kenya,934
2023-07-01,Karadağ,845
2023-07-01,Sri Lanka,844
2023-07-01,Demokratik Kongo Cumhuriyeti,841
2023-07-01,Malta,814
2023-07-01,Mauritius,808
2023-07-01,Panama,805
2023-07-01,Fildişi Sahili,725
2023-07-01,Kamerun,720
2023-07-01,Somali,693
2023-07-01,Uganda,685
2023-07-01,Nepal,684
2023-07-01,Güney Kıbrıs,666
2023-07-01,Uruguay,628
2023-07-01,Kosta Rika,619
2023-07-01,Cibuti,563
2023-07-01,Gabon,557
2023-07-01,Mali,519
2023-07-01,Tanzanya,483
2023-07-01,Çad,476
2023-07-01,Gana,462
2023-07-01,Küba,456
2023-07-01,Honduras,451
2023-07-01,Gine,437
2023-07-01,Moritanya,435
2023-07-01,Sierra Leone,417
2023-07-01,Maldivler,407
2023-07-01,Lüksemburg,405
2023-07-01,Vietnam,391
2023-07-01,Nijer,335
2023-07-01,Birleşmiş Milletler,332
2023-07-01,Dominik Cumhuriyeti,305
2023-07-01,Burkina Faso,297
2023-07-01,Angola,293
2023-07-01,Bolivya,291
2023-07-01,Zimbabve,269
2023-07-01,Kongo Cumhuriyeti,227
2023-07-01,Guatemala,222
2023-07-01,Gambiya,207
2023-07-01,El Salvador,192
2023-07-01,Benin,184
2023-07-01,Lihtenştayn,179
2023-07-01,İzlanda,172
2023-07-01,Antigua ve Barbuda,164
2023-07-01,Mozambik,139
2023-07-01,Jamaika,137
2023-07-01,Güney Sudan,124
2023-07-01,Togo,124
2023-07-01,Trinidad ve Tobago,119
2023-07-01,Grenada,115
2023-07-01,Myanmar,105
2023-07-01,Paraguay,98
2023-07-01,Ruanda,98
2023-07-01,Nikaragua,93
2023-07-01,Zambiya,92
2023-07-01,Seyşeller,79
2023-07-01,Ekvator Ginesi,78
2023-07-01,Haiti,66
2023-07-01,Komorlar,64
2023-07-01,Belize,56
2023-07-01,Liberya,49
2023-07-01,Saint Lucia,43
2023-07-01,Malavi,40
2023-07-01,Vanuatu,40
2023-07-01,Makao,37
2023-07-01,Brunei,35
2023-07-01,Burundi,35
2023-07-01,Fiji,35
2023-07-01,Kamboçya,30
2023-07-01,Andorra,28
2023-07-01,Barbados,27
2023-07-01,Botsvana,27
2023-07-01,Surinam,25
2023-07-01,Orta Afrika Cumhuriyeti,23
2023-07-01,Namibya,21
2023-07-01,Madagaskar,20
2023-07-01,Cabo Verde,20
2023-07-01,Gine Bissau,17
2023-07-01,Bahama Adaları,15
2023-07-01,Esvatini,14
2023-07-01,Saint Vincent,10
2023-07-01,Monako,9
2023-07-01,Guyana,8
2023-07-01,San Marino,6
2023-07-01,Vatikan,6
2023-07-01,Bhutan,4
2023-07-01,Lesotho,4
2023-07-01,Sao Tome,4
2023-07-01,Avrupa Birliği,3
2023-07-01,Samoa,3
2023-07-01,Somaliland,3
2023-07-01,Doğu Timor,2
2023-07-01,Laos,2
2023-07-01,Kuzey Kore,1
2023-07-01,Papua Yeni Gine,1
2023-07-01,Solomon Adaları,1
2023-07-01,Diğer,0
2023-06-01,Rusya,171936
2023-06-01,Almanya,115987
2023-06-01,ABD,102801
2023-06-01,İran,84801
2023-06-01,Suudi Arabistan,84196
2023-06-01,Birleşik Krallık,75091
2023-06-01,İtalya,50149
2023-06-01,Fransa,44560
2023-06-01,Irak,42315
2023-06-01,İsrail,39522
2023-06-01,Özbekistan,38358
2023-06-01,Kuveyt,38258
2023-06-01,Kazakistan,35301
2023-06-01,Ürdün,29305
2023-06-01,Hindistan,23912
2023-06-01,Hollanda,23565
2023-06-01,Azerbaycan,23248
2023-06-01,Çin,19782
2023-06-01,İspanya,19049
2023-06-01,Cezayir,18901
2023-06-01,Fas,18066
2023-06-01,Mısır,17419
2023-06-01,Kanada,16709
2023-06-01,İsveç,16138
2023-06-01,Ukrayna,15868
2023-06-01,Romanya,15810
2023-06-01,Avustralya,15742
2023-06-01,Libya,14675
2023-06-01,Lübnan,14423
2023-06-01,Tunus,14155
2023-06-01,Avusturya,14056
2023-06-01,Belçika,13161
2023-06-01,Suriye,13161
2023-06-01,Pakistan,12300
2023-06-01,Bulgaristan,12109
2023-06-01,Güney Kore,11942
2023-06-01,İsviçre,11382
2023-06-01,Birleşik Arap Emirlikleri,11122
2023-06-01,Meksika,10564
2023-06-01,Kırgızistan,9985
2023-06-01,Türkmenistan,9710
2023-06-01,Katar,9276
2023-06-01,Brezilya,8493
2023-06-01,Belarus,8405
2023-06-01,Filipinler,7960
2023-06-01,Endonezya,7801
2023-06-01,Polonya,7769
2023-06-01,Umman,6743
2023-06-01,Norveç,6435
2023-06-01,Filistin,6419
2023-06-01,Kuzey Kıbrıs,6390
2023-06-01,Kolombiya,6385
2023-06-01,Güney Afrika,6235
2023-06-01,Gürcistan,6211
2023-06-01,Yunanistan,6115
2023-06-01,Macaristan,5927
2023-06-01,Danimarka,5782
2023-06-01,Tacikistan,5657
2023-06-01,Portekiz,5298
2023-06-01,Milliyetsiz (Haymatlos),5118
2023-06-01,Japonya,5096
2023-06-01,İrlanda,5020
2023-06-01,Kosova,5017
2023-06-01,Bahreyn,4824
2023-06-01,Bosna Hersek,4792
2023-06-01,Afganistan,4694
2023-06-01,Sırbistan,4301
2023-06-01,Arnavutluk,4288
2023-06-01,Malezya,3938
2023-06-01,Yemen,3747
2023-06-01,Arjantin,3626
2023-06-01,Tayvan,3607
2023-06-01,Moldova,3534
2023-06-01,Finlandiya,3254
2023-06-01,Çekya,3085
2023-06-01,Moğolistan,3030
2023-06-01,Singapur,2955
2023-06-01,Hırvatistan,2759
2023-06-01,Tayland,2641
2023-06-01,Yeni Zelanda,2544
2023-06-01,Litvanya,2210
2023-06-01,Etiyopya,2187
2023-06-01,Slovakya,2149
2023-06-01,Slovenya,2113
2023-06-01,Kuzey Makedonya,2045
2023-06-01,Nijerya,1914
2023-06-01,Letonya,1907
2023-06-01,Şili,1906
2023-06-01,Venezuela,1778
2023-06-01,Bangladeş,1735
2023-06-01,Hong Kong,1538
2023-06-01,Sudan,1525
2023-06-01,Peru,1210
2023-06-01,Saint Kitts,1163
2023-06-01,Dominika,1158
2023-06-01,Ekvador,1086
2023-06-01,Ermenistan,1083
2023-06-01,Uruguay,1075
2023-06-01,Malta,959
2023-06-01,Estonya,943
2023-06-01,Karadağ,917
2023-06-01,Eritre,917
2023-06-01,Senegal,887
2023-06-01,Kenya,801
2023-06-01,Demokratik Kongo Cumhuriyeti,784
2023-06-01,Sri Lanka,722
2023-06-01,Mauritius,711
2023-06-01,Kosta Rika,708
2023-06-01,Güney Kıbrıs,694
2023-06-01,Somali,679
2023-06-01,Panama,652
2023-06-01,Uganda,589
2023-06-01,Kamerun,521
2023-06-01,Fildişi Sahili,508
2023-06-01,Nepal,508
2023-06-01,Guatemala,495
2023-06-01,Sierra Leone,400
2023-06-01,Küba,399
2023-06-01,Tanzanya,384
2023-06-01,Vietnam,379
2023-06-01,Lüksemburg,372
2023-06-01,Gine,368
2023-06-01,Cibuti,361
2023-06-01,Gana,355
2023-06-01,Mali,334
2023-06-01,Çad,334
2023-06-01,Moritanya,332
2023-06-01,Honduras,325
2023-06-01,Birleşmiş Milletler,321
2023-06-01,Angola,316
2023-06-01,Bolivya,295
2023-06-01,Dominik Cumhuriyeti,283
2023-06-01,Burkina Faso,279
2023-06-01,Gabon,270
2023-06-01,Zimbabve,213
2023-06-01,Maldivler,199
2023-06-01,İzlanda,199
2023-06-01,Nijer,181
2023-06-01,Kongo Cumhuriyeti,173
2023-06-01,Paraguay,157
2023-06-01,Ruanda,145
2023-06-01,El Salvador,140
2023-06-01,Antigua ve Barbuda,138
2023-06-01,Trinidad ve Tobago,128
2023-06-01,Güney Sudan,114
2023-06-01,Gambiya,102
2023-06-01,Mozambik,98
2023-06-01,Myanmar,98
2023-06-01,Jamaika,86
2023-06-01,Benin,85
2023-06-01,Nikaragua,84
2023-06-01,Lihtenştayn,74
2023-06-01,Komorlar,74
2023-06-01,Grenada,73
2023-06-01,Haiti,71
2023-06-01,Zambiya,69
2023-06-01,Togo,68
2023-06-01,Saint Lucia,45
2023-06-01,Ekvator Ginesi,44
2023-06-01,Vanuatu,41
2023-06-01,Botsvana,37
2023-06-01,Madagaskar,37
2023-06-01,Seyşeller,34
2023-06-01,Barbados,34
2023-06-01,Liberya,32
2023-06-01,San Marino,31
2023-06-01,Fiji,30
2023-06-01,Bahama Adaları,30
2023-06-01,Kamboçya,30
2023-06-01,Andorra,29
2023-06-01,Brunei,24
2023-06-01,Cabo Verde,23
2023-06-01,Burundi,22
2023-06-01,Belize,18
2023-06-01,Malavi,16
2023-06-01,Makao,16
2023-06-01,Saint Vincent,14
2023-06-01,Monako,14
2023-06-01,Surinam,12
2023-06-01,Namibya,10
2023-06-01,Orta Afrika Cumhuriyeti,10
2023-06-01,Laos,10
2023-06-01,Guyana,8
2023-06-01,Esvatini,8
2023-06-01,Gine Bissau,7
2023-06-01,Doğu Timor,7
2023-06-01,Somaliland,6
2023-06-01,Bhutan,5
2023-06-01,Lesotho,4
2023-06-01,Avrupa Birliği,4
2023-06-01,Samoa,3
2023-06-01,Papua Yeni Gine,2
2023-06-01,Vatikan,1
2023-06-01,Tuvalu,1
2023-06-01,Diğer,0
2023-05-01,Rusya,175466
2023-05-01,Almanya,117227
2023-05-01,ABD,83374
2023-05-01,İran,80504
2023-05-01,Birleşik Krallık,68217
2023-05-01,Fransa,53912
2023-05-01,Suudi Arabistan,50403
2023-05-01,İsrail,38044
2023-05-01,Özbekistan,32925
2023-05-01,İtalya,32369
2023-05-01,Kazakistan,31611
2023-05-01,Irak,29161
2023-05-01,Hollanda,28958
2023-05-01,Fas,24418
2023-05-01,Cezayir,22985
2023-05-01,Azerbaycan,22941
2023-05-01,Hindistan,22549
2023-05-01,Kuveyt,21796
2023-05-01,İspanya,20128
2023-05-01,Ürdün,19451
2023-05-01,Romanya,17949
2023-05-01,Ukrayna,16747
2023-05-01,Çin,16167
2023-05-01,Kanada,15973
2023-05-01,Libya,15442
2023-05-01,Avusturya,15324
2023-05-01,Belçika,15223
2023-05-01,Tunus,14348
2023-05-01,Lübnan,14019
2023-05-01,İsviçre,13292
2023-05-01,Avustralya,13079
2023-05-01,Endonezya,12804
2023-05-01,Mısır,11840
2023-05-01,İsveç,11493
2023-05-01,Bulgaristan,11438
2023-05-01,Kırgızistan,10719
2023-05-01,Meksika,10565
2023-05-01,Güney Kore,10546
2023-05-01,Pakistan,10156
2023-05-01,Suriye,9438
2023-05-01,Polonya,9015
2023-05-01,Gürcistan,8581
2023-05-01,Malezya,8244
2023-05-01,Türkmenistan,8081
2023-05-01,Belarus,7897
2023-05-01,Brezilya,7738
2023-05-01,Kosova,7686
2023-05-01,Yunanistan,7305
2023-05-01,Macaristan,7225
2023-05-01,Danimarka,6978
2023-05-01,Bosna Hersek,6386
2023-05-01,Kuzey Kıbrıs,6230
2023-05-01,Birleşik Arap Emirlikleri,6212
2023-05-01,Tacikistan,5742
2023-05-01,Kolombiya,5712
2023-05-01,Portekiz,5393
2023-05-01,Filipinler,5370
2023-05-01,Sırbistan,5341
2023-05-01,Norveç,5187
2023-05-01,Afganistan,4874
2023-05-01,Arjantin,4863
2023-05-01,Japonya,4783
2023-05-01,Umman,4755
2023-05-01,Arnavutluk,4754
2023-05-01,Güney Afrika,4649
2023-05-01,Filistin,4370
2023-05-01,İrlanda,4140
2023-05-01,Çekya,3862
2023-05-01,Tayvan,3532
2023-05-01,Hırvatistan,3454
2023-05-01,Bahreyn,3345
2023-05-01,Moldova,3321
2023-05-01,Milliyetsiz (Haymatlos),3279
2023-05-01,Tayland,2991
2023-05-01,Yemen,2933
2023-05-01,Moğolistan,2926
2023-05-01,Litvanya,2877
2023-05-01,Kuzey Makedonya,2797
2023-05-01,Katar,2729
2023-05-01,Singapur,2660
2023-05-01,Letonya,2591
2023-05-01,Slovakya,2572
2023-05-01,Slovenya,2468
2023-05-01,Finlandiya,2464
2023-05-01,Etiyopya,2421
2023-05-01,Şili,2301
2023-05-01,Nijerya,2161
2023-05-01,Yeni Zelanda,1923
2023-05-01,Bangladeş,1882
2023-05-01,Venezuela,1599
2023-05-01,Ekvador,1503
2023-05-01,Senegal,1418
2023-05-01,Karadağ,1384
2023-05-01,Estonya,1357
2023-05-01,Sudan,1353
2023-05-01,Peru,1352
2023-05-01,Hong Kong,1346
2023-05-01,Eritre,1075
2023-05-01,Kosta Rika,973
2023-05-01,Uruguay,940
2023-05-01,Ermenistan,876
2023-05-01,Mauritius,814
2023-05-01,Demokratik Kongo Cumhuriyeti,809
2023-05-01,Kenya,739
2023-05-01,Somali,736
2023-05-01,Malta,718
2023-05-01,Uganda,619
2023-05-01,Panama,580
2023-05-01,Fildişi Sahili,572
2023-05-01,Lüksemburg,559
2023-05-01,Tanzanya,555
2023-05-01,Kamerun,550
2023-05-01,Dominika,547
2023-05-01,Saint Kitts,544
2023-05-01,Güney Kıbrıs,478
2023-05-01,Gine,426
2023-05-01,Guatemala,413
2023-05-01,Gana,405
2023-05-01,Nepal,399
2023-05-01,Birleşmiş Milletler,389
2023-05-01,Sri Lanka,381
2023-05-01,Mali,379
2023-05-01,Dominik Cumhuriyeti,361
2023-05-01,Çad,358
2023-05-01,Angola,351
2023-05-01,Küba,336
2023-05-01,Sierra Leone,324
2023-05-01,Bolivya,310
2023-05-01,Vietnam,309
2023-05-01,Gabon,307
2023-05-01,Cibuti,299
2023-05-01,Moritanya,253
2023-05-01,Burkina Faso,251
2023-05-01,Nijer,235
2023-05-01,Honduras,199
2023-05-01,Maldivler,198
2023-05-01,Zimbabve,184
2023-05-01,Gambiya,175
2023-05-01,Paraguay,161
2023-05-01,Kongo Cumhuriyeti,154
2023-05-01,El Salvador,151
2023-05-01,İzlanda,143
2023-05-01,Güney Sudan,121
2023-05-01,Ruanda,120
2023-05-01,Mozambik,119
2023-05-01,Brunei,105
2023-05-01,Benin,97
2023-05-01,Togo,97
2023-05-01,Jamaika,95
2023-05-01,Trinidad ve Tobago,92
2023-05-01,Haiti,80
2023-05-01,Antigua ve Barbuda,79
2023-05-01,Myanmar,78
2023-05-01,Lihtenştayn,72
2023-05-01,Komorlar,71
2023-05-01,Zambiya,70
2023-05-01,Nikaragua,70
2023-05-01,Ekvator Ginesi,66
