Date,Country,Country_Temp,Country_Precipitation,Country_Humidity,Avg Temperature (C),Avg Humidity (%),Total Precipitation (mm)
2021-07-01,BRN,27.42,698.03,77.36,24.50035842293907,60.517921146953405,22.9
2021-10-01,BRN,26.96,874.89,78.44,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,BRN,26.56,781.57,78.86,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,BRN,27.42,753.89,77.57,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,BRN,27.35,693.92,76.83,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,BRN,27.0,897.07,77.86,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,BRN,26.55,796.16,78.38,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,BRN,27.55,772.15,77.04,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,BRN,27.37,698.46,76.33,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,BRN,27.06,883.95,77.26,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,BRN,26.66,807.39,77.86,9.42491657397108,71.02892102335929,65.7
2024-04-01,BRN,27.69,768.03,76.54,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,BRN,27.42,674.49,75.6,25.138709677419353,61.07777777777778,38.1
2024-10-01,BRN,27.15,884.39,76.77,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,CHN,-5.58,60.92,57.57,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,CHN,8.02,197.77,52.3,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,CHN,19.7,401.1,61.3,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,CHN,8.18,159.54,58.77,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,CHN,-5.26,59.2,57.22,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,CHN,8.04,199.01,52.01,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,CHN,19.68,403.37,61.1,24.58817204301075,64.13082437275986,5.3
2020-10-01,CHN,8.25,156.29,58.24,15.144802867383511,66.83405017921147,38.9
2021-01-01,CHN,-5.54,58.97,56.66,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,CHN,8.14,197.7,51.85,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,CHN,19.82,404.19,60.92,24.50035842293907,60.517921146953405,22.9
2021-10-01,CHN,8.22,161.15,58.27,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,CHN,-5.52,59.29,56.43,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,CHN,8.26,196.41,51.41,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,CHN,19.79,403.98,60.34,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,CHN,8.41,158.43,57.72,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,CHN,-5.37,58.95,55.89,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,CHN,8.25,196.25,50.99,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,CHN,19.95,403.83,59.85,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,CHN,8.49,161.51,57.23,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,CHN,-5.01,59.04,55.32,9.42491657397108,71.02892102335929,65.7
2024-04-01,CHN,8.32,199.63,50.89,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,CHN,20.02,403.8,59.55,25.138709677419353,61.07777777777778,38.1
2024-10-01,CHN,8.5,158.7,56.81,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,COK,26.14,596.27,77.83,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,COK,26.13,511.33,76.15,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,COK,23.86,241.76,71.17,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,COK,24.19,317.26,74.12,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,COK,26.11,625.45,77.25,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,COK,26.05,504.75,75.53,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,COK,23.65,231.24,70.94,24.58817204301075,64.13082437275986,5.3
2020-10-01,COK,24.1,322.56,73.6,15.144802867383511,66.83405017921147,38.9
2021-01-01,COK,26.29,633.4,77.15,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,COK,26.11,524.63,75.09,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,COK,23.89,252.03,70.4,24.50035842293907,60.517921146953405,22.9
2021-10-01,COK,24.23,299.03,73.11,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,COK,26.3,617.69,76.56,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,COK,26.13,491.67,74.51,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,COK,23.96,241.29,70.04,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,COK,24.35,297.17,72.84,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,COK,26.27,654.27,76.11,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,COK,26.2,528.45,74.4,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,COK,24.11,230.8,69.27,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,COK,24.35,306.86,72.47,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,COK,26.22,646.14,75.73,9.42491657397108,71.02892102335929,65.7
2024-04-01,COK,26.32,509.91,73.55,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,COK,24.1,243.2,69.27,25.138709677419353,61.07777777777778,38.1
2024-10-01,COK,24.35,321.2,72.14,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,FJI,26.2,824.97,78.49,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,FJI,25.67,568.9,78.16,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,FJI,23.51,244.27,74.78,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,FJI,24.36,452.29,75.35,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,FJI,26.32,909.2,78.35,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,FJI,25.77,610.42,78.16,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,FJI,23.48,242.15,74.61,24.58817204301075,64.13082437275986,5.3
2020-10-01,FJI,24.52,438.02,74.94,15.144802867383511,66.83405017921147,38.9
2021-01-01,FJI,26.34,871.15,77.81,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,FJI,25.91,631.05,77.59,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,FJI,23.71,269.74,74.02,24.50035842293907,60.517921146953405,22.9
2021-10-01,FJI,24.47,426.07,74.5,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,FJI,26.31,818.19,77.23,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,FJI,25.75,618.74,76.78,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,FJI,23.73,271.15,73.55,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,FJI,24.48,464.78,73.93,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,FJI,26.34,828.71,76.61,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,FJI,25.75,597.09,76.15,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,FJI,23.79,246.92,73.27,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,FJI,24.57,439.59,73.41,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,FJI,26.45,887.13,76.47,9.42491657397108,71.02892102335929,65.7
2024-04-01,FJI,25.85,619.71,75.93,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,FJI,23.66,276.79,72.73,25.138709677419353,61.07777777777778,38.1
2024-10-01,FJI,24.6,453.8,73.04,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,FSM,27.39,655.07,78.67,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,FSM,27.44,731.62,79.26,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,FSM,27.38,946.45,79.5,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,FSM,27.57,815.61,78.95,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,FSM,27.37,703.92,78.41,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,FSM,27.52,772.2,79.08,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,FSM,27.35,954.69,79.01,24.58817204301075,64.13082437275986,5.3
2020-10-01,FSM,27.47,808.12,78.49,15.144802867383511,66.83405017921147,38.9
2021-01-01,FSM,27.44,685.64,77.86,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,FSM,27.54,795.69,78.71,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,FSM,27.44,950.73,78.65,24.50035842293907,60.517921146953405,22.9
2021-10-01,FSM,27.5,833.16,78.09,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,FSM,27.37,684.88,77.43,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,FSM,27.5,775.37,77.88,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,FSM,27.36,981.39,78.15,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,FSM,27.53,823.61,77.49,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,FSM,27.47,700.77,76.84,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,FSM,27.52,779.22,77.61,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,FSM,27.39,956.26,77.63,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,FSM,27.54,836.0,77.1,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,FSM,27.47,710.19,76.36,9.42491657397108,71.02892102335929,65.7
2024-04-01,FSM,27.62,790.64,77.05,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,FSM,27.53,960.24,77.14,25.138709677419353,61.07777777777778,38.1
2024-10-01,FSM,27.68,843.82,76.55,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,GUM,27.05,230.7,77.13,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,GUM,27.18,222.21,77.93,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,GUM,27.71,706.66,79.6,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,GUM,27.62,731.0,79.87,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,GUM,26.96,243.5,77.12,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,GUM,27.22,235.86,77.7,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,GUM,27.68,704.78,79.13,24.58817204301075,64.13082437275986,5.3
2020-10-01,GUM,27.68,746.18,79.43,15.144802867383511,66.83405017921147,38.9
2021-01-01,GUM,27.13,243.89,76.61,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,GUM,27.2,232.99,77.17,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,GUM,27.73,739.4,78.77,24.50035842293907,60.517921146953405,22.9
2021-10-01,GUM,27.65,734.26,79.05,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,GUM,27.0,236.1,75.92,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,GUM,27.11,220.88,76.49,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,GUM,27.71,740.11,78.32,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,GUM,27.75,731.98,78.36,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,GUM,27.04,249.29,75.56,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,GUM,27.22,226.97,76.31,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,GUM,27.68,725.14,77.85,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,GUM,27.8,750.37,78.08,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,GUM,27.08,245.76,75.11,9.42491657397108,71.02892102335929,65.7
2024-04-01,GUM,27.21,231.66,75.86,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,GUM,27.78,725.07,77.34,25.138709677419353,61.07777777777778,38.1
2024-10-01,GUM,27.8,768.92,77.57,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,HKG,17.24,98.94,70.03,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,HKG,23.33,430.74,79.05,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,HKG,28.83,858.25,79.52,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,HKG,25.13,338.08,70.62,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,HKG,17.27,103.41,69.0,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,HKG,23.37,451.96,78.53,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,HKG,28.9,858.05,79.19,24.58817204301075,64.13082437275986,5.3
2020-10-01,HKG,25.18,317.23,70.07,15.144802867383511,66.83405017921147,38.9
2021-01-01,HKG,16.89,106.72,68.33,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,HKG,23.16,446.15,77.88,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,HKG,28.92,865.52,78.56,24.50035842293907,60.517921146953405,22.9
2021-10-01,HKG,24.99,359.29,70.35,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,HKG,16.78,100.05,67.55,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,HKG,23.09,423.15,77.4,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,HKG,28.92,868.8,78.03,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,HKG,25.17,327.6,69.9,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,HKG,17.17,98.42,67.93,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,HKG,23.49,424.26,76.66,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,HKG,29.02,881.69,77.76,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,HKG,25.65,350.23,69.7,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,HKG,17.24,101.67,67.23,9.42491657397108,71.02892102335929,65.7
2024-04-01,HKG,23.33,431.91,76.65,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,HKG,29.06,886.82,77.06,25.138709677419353,61.07777777777778,38.1
2024-10-01,HKG,25.23,310.26,68.49,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,IDN,25.78,905.86,79.11,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,IDN,26.12,866.48,79.17,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,IDN,25.73,584.89,77.19,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,IDN,26.11,765.3,76.81,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,IDN,25.85,914.14,78.84,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,IDN,26.25,871.98,78.82,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,IDN,25.68,585.12,76.81,24.58817204301075,64.13082437275986,5.3
2020-10-01,IDN,26.08,762.03,76.59,15.144802867383511,66.83405017921147,38.9
2021-01-01,IDN,25.88,914.98,78.37,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,IDN,26.19,862.55,78.26,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,IDN,25.72,570.38,76.22,24.50035842293907,60.517921146953405,22.9
2021-10-01,IDN,26.06,736.41,75.82,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,IDN,25.84,912.45,77.91,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,IDN,26.2,874.1,77.85,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,IDN,25.69,575.18,75.72,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,IDN,26.08,755.81,75.36,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,IDN,25.84,914.04,77.39,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,IDN,26.21,863.99,77.21,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,IDN,25.8,579.18,75.25,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,IDN,26.21,753.07,74.93,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,IDN,25.98,922.25,76.84,9.42491657397108,71.02892102335929,65.7
2024-04-01,IDN,26.36,870.8,76.74,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,IDN,25.86,578.48,74.66,25.138709677419353,61.07777777777778,38.1
2024-10-01,IDN,26.2,754.87,74.34,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,JPN,2.31,290.42,67.39,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,JPN,10.56,407.47,66.56,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,JPN,22.76,619.94,75.79,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,JPN,15.39,458.53,71.05,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,JPN,2.27,285.72,66.77,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,JPN,10.56,415.55,66.3,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,JPN,22.72,592.28,75.31,24.58817204301075,64.13082437275986,5.3
2020-10-01,JPN,15.39,448.57,70.53,15.144802867383511,66.83405017921147,38.9
2021-01-01,JPN,2.1,284.55,66.39,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,JPN,10.58,410.9,65.94,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,JPN,22.86,608.88,74.9,24.50035842293907,60.517921146953405,22.9
2021-10-01,JPN,15.41,452.28,70.25,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,JPN,2.16,285.55,66.02,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,JPN,10.77,400.52,65.34,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,JPN,22.78,616.24,74.28,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,JPN,15.51,452.08,69.82,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,JPN,2.45,284.34,65.58,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,JPN,10.64,406.32,64.98,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,JPN,23.03,607.18,73.94,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,JPN,15.65,442.44,69.31,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,JPN,2.62,290.28,65.13,9.42491657397108,71.02892102335929,65.7
2024-04-01,JPN,10.91,411.53,64.72,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,JPN,23.14,610.84,73.39,25.138709677419353,61.07777777777778,38.1
2024-10-01,JPN,15.74,458.43,68.93,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,KHM,27.18,42.26,59.45,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,KHM,29.78,330.66,63.6,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,KHM,28.33,728.16,75.5,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,KHM,27.52,605.91,75.04,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,KHM,27.09,44.52,59.32,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,KHM,29.98,373.28,64.68,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,KHM,28.4,751.37,75.58,24.58817204301075,64.13082437275986,5.3
2020-10-01,KHM,27.52,606.23,74.76,15.144802867383511,66.83405017921147,38.9
2021-01-01,KHM,26.96,46.11,59.01,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,KHM,29.93,360.56,64.17,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,KHM,28.58,741.56,75.18,24.50035842293907,60.517921146953405,22.9
2021-10-01,KHM,27.48,609.32,74.43,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,KHM,26.84,40.58,58.1,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,KHM,29.85,341.36,63.04,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,KHM,28.47,731.8,74.32,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,KHM,27.34,620.33,73.94,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,KHM,26.76,46.73,58.38,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,KHM,30.04,349.77,62.67,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,KHM,28.47,737.5,73.94,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,KHM,27.63,617.62,73.27,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,KHM,27.23,43.71,57.51,9.42491657397108,71.02892102335929,65.7
2024-04-01,KHM,30.47,356.97,62.8,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,KHM,28.6,735.56,73.4,25.138709677419353,61.07777777777778,38.1
2024-10-01,KHM,27.57,617.58,72.62,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,KIR,26.91,317.22,77.92,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,KIR,27.3,401.56,79.7,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,KIR,27.55,273.47,76.83,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,KIR,27.39,145.93,75.31,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,KIR,27.19,242.96,77.6,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,KIR,27.36,367.59,79.42,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,KIR,27.47,276.74,76.56,24.58817204301075,64.13082437275986,5.3
2020-10-01,KIR,27.25,149.19,74.91,15.144802867383511,66.83405017921147,38.9
2021-01-01,KIR,27.04,240.42,77.14,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,KIR,27.27,355.26,78.68,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,KIR,27.36,308.33,76.12,24.50035842293907,60.517921146953405,22.9
2021-10-01,KIR,26.99,157.68,74.25,13.514336917562725,70.0146953405018,65.86666666666667
