Date,ASM,AUS,BRN,CHN,COK,FJI,FSM,GUM,HKG,IDN,JPN,KHM,KIR,KOR,LAO,MAC,MHL,MMR,MNG,MNP,MYS,NCL,NRU,NZL,PHL,PLW,PNG,PRK,PYF,SGP,SLB,THA,TLS,TON,TUV,TWN,VNM,VUT,WSM,ALB,AND,ARM,AUT,AZE,BEL,BGR,BIH,BLR,CHE,CYP,CZE,DEU,DNK,ESP,EST,FIN,FRA,FRO,GBR,GEO,GIB,GRC,GRL,HRV,HUN,IMN,IRL,ISL,ITA,KAZ,KGZ,LIE,LTU,LUX,LVA,MCO,MDA,MKD,MNE,NLD,NOR,POL,PRT,ROU,RUS,SMR,SRB,SVK,SVN,SWE,TJK,TKM,TUR,UKR,UZB,ABW,ARG,ATG,BHS,BLZ,BOL,BRA,BRB,CHL,COL,CRI,CUB,CUW,CYM,DMA,DOM,ECU,GRD,GTM,GUY,HND,HTI,JAM,KNA,LCA,MAF,MEX,NIC,PAN,PER,PRI,PRY,SLV,SUR,SXM,TCA,TTO,URY,VCT,VEN,VGB,VIR,ARE,BHR,DJI,DZA,EGY,IRN,IRQ,ISR,JOR,KWT,LBN,LBY,MAR,MLT,OMN,PSE,QAT,SAU,SYR,TUN,YEM,BMU,CAN,USA,AFG,BGD,BTN,IND,LKA,MDV,NPL,PAK,AGO,BDI,BEN,BFA,BWA,CAF,CIV,CMR,COD,COG,COM,CPV,ERI,ETH,GAB,GHA,GIN,GMB,GNB,GNQ,KEN,LBR,LSO,MDG,MLI,MOZ,MRT,MUS,MWI,NAM,NER,NGA,RWA,SDN,SEN,SLE,SOM,SSD,STP,SWZ,SYC,TCD,TGO,TZA,UGA,ZAF,ZMB,ZWE
2021-04,643.49,91.2,773.89,197.7,524.63,631.05,795.69,232.99,446.15,862.55,410.9,360.56,355.26,268.96,404.9,439.18,529.57,328.09,51.82,175.26,692.75,391.76,471.17,370.66,398.34,534.68,1076.43,220.54,381.1,554.2,951.57,326.06,493.56,497.43,765.47,575.97,374.64,647.42,649.93,339.34,259.21,331.88,317.33,210.11,220.44,239.81,341.99,175.98,413.47,84.24,204.37,220.07,159.13,178.27,144.45,135.57,248.84,241.3,228.33,369.44,140.63,192.97,85.82,287.66,185.0,204.66,247.55,302.27,260.43,95.02,281.52,481.38,171.9,229.72,164.62,202.4,163.73,227.01,427.23,194.97,256.25,181.76,203.09,241.79,122.24,208.33,235.78,224.49,335.36,154.11,283.68,70.05,232.14,169.51,101.79,82.69,192.42,127.25,164.31,226.96,340.98,550.42,116.9,355.44,1015.57,517.95,185.48,111.43,127.18,146.43,283.64,1001.08,128.2,293.74,473.32,248.28,257.02,246.13,128.97,127.31,136.95,85.15,231.28,588.56,615.11,235.12,336.18,232.92,498.66,136.78,153.71,164.26,336.16,122.74,544.1,154.63,152.64,5.68,7.6,51.84,15.3,0.7,89.25,64.11,43.17,14.67,27.81,154.19,2.29,78.06,52.31,4.21,71.31,8.34,14.34,70.31,51.53,26.59,285.74,131.69,209.15,142.54,503.54,632.98,110.42,319.17,371.92,238.16,83.29,293.22,673.48,224.66,75.85,81.69,336.72,353.9,468.94,488.09,483.6,397.74,0.95,41.41,278.23,622.95,296.22,212.95,0.78,11.03,864.03,255.87,602.85,217.36,289.53,13.14,192.0,0.5,304.64,364.11,69.2,1.98,210.66,574.32,17.06,2.74,389.17,121.41,259.76,448.23,175.92,382.78,24.89,319.7,388.74,557.36,120.21,218.63,110.62
2021-07,317.27,45.16,698.03,404.19,252.03,269.74,950.73,739.4,865.52,570.38,608.88,741.56,308.33,656.46,1004.53,863.41,770.39,1368.82,163.12,643.83,596.77,216.51,469.86,389.06,853.54,926.42,697.64,665.62,180.43,525.18,784.39,690.94,101.54,267.27,595.11,1086.86,781.92,307.76,342.3,137.43,263.33,239.02,434.37,124.44,241.34,185.6,249.72,238.88,513.24,2.13,277.37,265.93,215.55,87.37,245.76,249.69,208.92,193.1,235.06,340.2,10.13,70.49,112.68,224.77,200.47,202.98,238.38,252.36,188.24,82.26,314.12,697.74,243.95,239.22,246.87,88.28,197.74,130.18,216.9,241.84,342.22,250.49,41.94,261.88,234.34,153.5,199.88,271.86,359.68,267.46,118.04,3.63,69.59,196.3,11.47,98.84,107.24,228.43,271.82,524.8,90.18,174.12,375.05,454.46,972.75,1129.07,327.25,177.84,269.47,309.36,278.24,573.01,424.54,671.44,673.57,539.83,245.92,289.18,222.29,291.99,212.17,369.17,651.64,1104.37,260.28,271.45,170.96,618.02,552.43,212.17,158.77,510.81,264.14,385.22,832.68,238.43,263.32,0.41,0.01,76.69,3.78,0.05,11.84,0.29,1.16,0.13,0.03,2.46,0.17,16.61,1.86,2.38,0.98,0.03,3.18,0.87,7.93,56.68,341.82,223.58,211.28,30.56,1226.16,1799.31,729.22,279.1,498.28,1349.09,185.07,4.16,78.81,576.13,406.27,0.75,584.1,493.87,650.46,250.09,219.36,94.06,41.68,190.08,416.56,172.77,459.97,967.33,486.53,850.57,535.24,120.8,798.33,58.48,73.46,183.28,24.55,30.51,117.41,25.75,0.61,81.07,575.99,79.42,147.67,327.04,1271.46,21.67,508.46,85.74,41.85,158.69,234.34,607.62,31.2,386.01,36.24,0.74,6.33
2021-10,525.76,60.48,874.89,161.15,299.03,426.07,833.16,734.26,359.29,736.41,452.28,609.32,157.68,246.69,475.75,387.41,792.82,596.37,44.85,677.62,830.9,159.72,290.55,426.97,725.48,733.95,832.17,215.88,278.93,656.64,818.42,525.25,143.2,314.78,574.94,674.94,655.39,391.43,581.5,357.42,212.26,160.23,270.33,157.82,215.34,149.11,312.56,175.84,367.51,67.8,171.96,203.26,229.08,169.42,221.96,199.13,243.73,344.43,275.37,300.88,191.6,196.51,121.92,314.99,156.45,348.63,288.63,403.26,293.98,81.09,189.82,402.78,198.07,222.37,214.24,257.69,116.46,165.55,467.02,224.75,391.01,170.07,206.16,155.32,163.28,256.24,161.52,179.6,353.26,218.15,119.33,23.8,136.06,138.57,39.37,305.94,197.4,348.6,350.79,541.06,316.25,333.18,413.89,309.87,867.14,1233.46,331.74,354.81,466.2,413.43,330.43,585.71,447.29,644.45,295.71,581.72,317.1,388.16,335.02,352.89,344.75,251.25,595.11,1134.05,467.89,359.13,344.76,587.54,183.73,344.78,312.06,440.7,341.5,434.35,529.14,359.33,376.39,0.65,2.8,52.39,13.89,1.5,36.77,26.9,24.1,5.96,14.75,76.23,2.7,75.06,143.41,1.03,40.36,1.96,7.03,31.62,53.73,27.89,401.84,190.68,190.51,33.07,459.13,554.27,254.99,617.75,618.07,349.36,50.75,288.81,557.09,310.84,177.59,67.74,516.5,400.1,610.24,599.24,523.71,119.81,73.79,65.89,303.05,626.84,357.02,619.91,295.25,529.65,974.52,200.39,718.76,293.69,183.1,76.19,91.92,20.43,121.03,118.53,33.98,17.3,325.78,492.28,71.4,209.85,870.82,117.03,410.06,450.65,228.67,250.26,76.1,406.1,174.12,529.3,125.65,148.91,99.91
2022-01,905.67,211.61,781.57,59.29,617.69,818.19,684.88,236.1,100.05,912.45,285.55,40.58,284.1,112.22,52.82,104.38,449.23,48.79,4.96,204.54,707.93,524.39,526.22,383.97,414.66,637.23,1143.01,87.43,510.91,531.73,1029.25,58.19,813.68,592.31,947.29,370.7,155.43,750.13,952.07,391.97,197.38,125.43,224.29,111.66,240.1,166.81,315.73,156.19,351.62,211.48,164.26,217.09,195.53,183.96,162.17,138.28,256.52,335.84,275.57,267.84,269.32,266.26,105.71,271.84,145.25,319.34,294.06,417.47,234.05,77.73,118.35,388.75,167.14,251.83,166.1,228.83,117.11,182.32,494.5,220.07,328.23,162.22,293.6,155.39,87.9,221.03,177.13,169.75,241.17,161.15,192.06,60.76,239.15,145.84,82.59,123.82,286.2,131.62,138.64,243.49,676.71,666.57,136.87,308.56,521.02,389.41,88.69,159.34,124.68,180.08,128.45,856.53,161.76,181.05,286.78,204.46,88.71,134.57,129.01,127.55,123.72,72.88,175.5,339.48,731.61,130.3,461.93,12.12,318.44,124.02,126.59,200.04,317.51,141.72,207.34,128.63,129.12,14.79,32.56,31.07,15.04,3.16,112.88,99.46,122.92,35.43,61.71,304.23,5.9,80.71,180.42,4.87,192.27,28.19,16.78,109.23,54.83,8.48,361.63,119.23,184.61,127.84,25.93,217.42,45.02,377.92,338.06,117.25,71.22,530.01,731.61,18.41,0.4,258.63,37.75,92.45,113.26,513.82,458.65,617.77,2.32,45.19,48.36,675.52,66.18,13.34,0.38,0.41,689.55,136.76,210.97,503.23,821.91,0.25,523.47,0.78,446.41,793.96,188.93,0.03,26.08,515.28,1.6,0.37,58.59,18.64,26.94,523.76,404.49,493.6,0.05,40.18,522.89,284.46,228.29,693.56,429.09
2022-04,600.83,98.26,753.89,196.41,491.67,618.74,775.37,220.88,423.15,874.1,400.52,341.36,366.02,268.97,397.59,418.32,527.06,329.53,50.69,177.79,680.6,398.27,507.82,358.49,397.37,543.08,1074.89,205.95,369.06,549.38,946.58,307.27,499.66,490.92,780.72,590.61,367.01,641.37,618.81,320.67,286.39,323.52,322.01,210.12,225.16,227.21,333.56,180.12,428.13,72.03,216.5,228.97,164.27,185.16,143.04,137.63,254.99,246.77,228.4,363.54,136.35,186.2,85.54,284.87,187.86,201.07,242.35,298.17,259.21,91.8,272.6,497.27,175.31,236.07,163.25,206.48,162.95,213.81,405.47,192.34,257.46,192.29,203.9,231.89,125.97,200.25,228.46,227.49,336.04,157.66,273.84,68.63,223.67,169.37,97.75,83.19,203.12,135.04,163.97,223.87,358.03,554.01,118.14,353.36,1022.1,496.73,191.18,111.96,133.34,148.54,294.92,1018.06,127.41,284.07,483.29,247.6,257.87,253.72,130.11,126.41,139.96,82.02,229.82,569.36,623.18,253.73,362.02,224.26,510.85,139.85,151.51,164.97,331.41,123.28,540.29,158.02,160.87,5.63,7.73,56.92,15.81,0.75,85.0,58.88,39.7,13.88,22.59,140.04,2.38,74.73,49.48,4.42,65.21,8.58,14.56,67.17,49.61,28.23,300.27,133.94,212.91,135.75,528.67,662.69,112.17,322.92,384.05,255.71,81.69,298.81,690.34,227.13,78.5,82.88,337.34,346.83,462.03,495.39,476.8,414.35,1.03,47.58,291.16,606.95,292.16,210.07,0.83,10.83,842.2,279.14,602.93,224.45,294.54,14.12,194.51,0.5,289.11,371.64,73.67,2.21,208.02,584.21,18.84,2.98,372.67,130.03,262.28,439.51,183.8,391.99,25.01,318.72,410.22,573.98,122.77,224.57,105.46
2022-07,281.45,45.02,693.92,403.98,241.29,271.15,981.39,740.11,868.8,575.18,616.24,731.8,288.1,642.38,1006.84,858.98,768.93,1376.21,164.06,655.58,607.0,225.79,467.73,390.98,865.59,955.92,701.34,664.24,181.37,537.23,762.59,690.96,113.51,270.77,604.9,1061.0,781.53,323.59,305.35,133.35,243.87,243.09,418.07,123.15,215.98,188.07,235.26,244.05,481.16,2.23,270.43,249.99,213.9,79.81,243.34,245.73,192.36,192.19,229.79,349.96,9.17,69.55,111.13,214.27,195.95,189.68,237.99,252.93,175.04,82.83,313.61,659.94,244.73,214.26,248.01,76.76,202.18,128.36,215.85,222.16,335.88,251.12,41.28,264.84,234.76,143.23,192.76,270.31,354.81,262.31,119.05,3.64,69.72,201.02,11.41,99.53,107.13,236.18,269.01,547.69,96.34,175.66,354.63,437.84,982.74,1150.78,336.7,184.89,262.79,319.51,284.83,579.02,415.16,680.86,675.85,551.92,248.28,296.87,224.0,281.56,214.51,363.68,656.53,1135.99,263.5,275.05,178.62,623.97,553.61,214.36,160.1,517.69,288.18,362.81,839.87,242.67,260.52,0.46,0.01,75.06,3.74,0.05,11.52,0.32,1.15,0.11,0.02,2.44,0.19,16.01,1.5,2.55,0.99,0.04,3.3,0.9,7.6,56.64,349.55,223.63,210.47,30.69,1221.72,1811.97,750.95,287.36,516.08,1298.74,190.23,4.22,84.12,578.19,412.2,0.83,578.93,495.29,653.4,247.08,215.69,99.33,37.38,184.29,411.43,171.92,459.47,974.34,473.88,859.01,521.76,124.72,791.47,55.14,74.04,185.52,24.35,29.66,118.43,26.59,0.57,83.58,575.25,83.36,141.36,321.41,1269.23,22.25,504.12,83.15,43.47,164.05,233.54,607.76,31.67,398.5,35.27,0.7,6.21
2022-10,531.1,58.82,897.07,158.43,297.17,464.78,823.61,731.98,327.6,755.81,452.08,620.33,154.52,243.13,484.01,359.68,768.95,605.65,43.52,663.96,841.32,185.33,284.27,428.05,740.44,738.42,871.43,208.37,274.17,665.31,823.13,527.7,148.62,314.04,592.33,651.47,661.72,398.85,564.97,354.55,227.77,163.85,281.92,157.28,209.21,147.82,313.52,174.67,377.68,66.54,173.27,204.25,226.44,180.3,219.09,203.63,243.14,340.64,267.81,293.79,198.66,194.99,125.15,329.38,169.35,329.19,280.28,402.14,299.75,80.18,189.06,409.77,196.72,214.58,209.56,275.19,116.95,170.51,466.64,219.41,385.84,171.24,221.48,161.56,164.68,256.09,164.25,190.38,376.28,216.47,119.56,22.07,135.44,138.1,37.55,332.41,200.9,341.97,353.28,523.73,319.16,331.05,413.66,315.86,875.09,1281.28,334.35,371.31,492.72,411.7,346.63,569.36,449.28,631.68,297.18,579.0,325.05,408.16,327.83,348.92,333.45,251.17,613.56,1182.28,464.13,366.89,375.55,591.62,181.83,333.32,336.64,442.91,317.39,431.47,527.34,369.85,378.49,0.5,1.65,56.24,14.09,1.56,36.14,28.34,24.66,6.31,16.88,79.89,2.74,75.72,151.23,1.03,41.31,0.97,6.94,33.96,57.01,28.56,383.91,194.35,195.76,31.09,462.12,589.93,266.83,651.97,638.5,366.64,49.31,287.72,554.48,302.53,177.56,65.98,514.91,388.33,599.59,601.56,531.11,119.28,66.19,66.15,297.36,638.82,341.96,615.98,299.33,535.51,977.27,198.56,697.72,283.79,178.07,76.25,87.08,21.45,120.45,106.07,33.06,15.15,318.52,502.05,69.79,210.39,858.24,115.08,413.71,463.31,220.57,247.77,73.77,390.43,169.51,543.49,124.45,141.15,94.28
2023-01,933.69,218.15,796.16,58.95,654.27,828.71,700.77,249.29,98.42,914.04,284.34,46.73,237.84,108.71,51.94,98.75,466.86,44.87,5.25,207.88,735.39,540.96,421.38,374.34,445.27,679.95,1140.24,85.28,512.6,555.21,1058.46,63.76,814.3,581.86,854.39,383.91,159.91,748.16,995.69,417.29,227.5,133.96,214.23,117.5,223.47,180.51,309.68,145.88,324.09,198.79,155.88,198.44,181.79,197.95,148.2,130.17,244.98,329.98,261.07,277.49,348.4,289.93,104.03,275.27,141.14,298.34,278.6,414.12,243.9,77.24,121.46,361.29,154.28,229.89,150.42,251.25,122.17,193.88,502.56,200.5,305.84,150.97,305.83,160.8,84.34,231.37,174.1,160.17,241.9,153.09,200.78,62.47,247.61,146.27,86.93,143.44,279.24,133.91,133.01,238.28,675.62,670.09,142.54,305.12,534.27,412.85,83.58,176.49,115.04,190.44,129.44,867.28,173.37,180.31,295.02,210.27,93.09,135.62,133.72,137.34,126.27,67.6,181.48,361.57,732.14,132.4,448.33,11.53,325.52,126.45,125.56,210.94,314.05,150.14,212.85,133.86,139.3,13.39,30.9,29.3,15.99,2.84,108.43,90.6,108.44,32.25,55.11,281.71,5.49,94.35,194.88,4.3,173.47,25.7,15.05,103.79,58.49,8.56,353.92,118.17,186.15,128.74,23.0,209.38,41.71,386.53,335.15,111.89,71.43,522.98,748.45,19.47,0.55,264.49,42.3,97.96,117.32,515.71,460.43,594.71,2.6,45.17,48.62,671.28,70.94,15.16,0.4,0.43,668.46,140.4,211.89,500.94,812.36,0.3,546.69,0.79,428.61,811.17,183.58,0.04,27.74,528.03,1.63,0.38,61.27,18.21,29.43,510.86,408.0,499.52,0.06,42.41,520.01,294.34,228.75,716.77,480.47
2023-04,630.82,97.57,772.15,196.25,528.45,597.09,779.22,226.97,424.26,863.99,406.32,349.77,355.14,264.54,397.91,414.73,529.14,329.05,51.19,171.45,683.26,393.93,465.03,361.48,402.67,553.93,1065.62,216.28,365.36,553.81,937.73,315.88,511.08,520.54,768.95,610.32,366.62,644.09,630.22,334.35,280.07,327.27,315.74,207.29,227.15,225.42,339.4,179.75,423.45,76.52,214.37,231.93,164.73,181.14,146.01,132.01,253.19,244.43,230.1,362.62,136.68,181.52,87.09,289.76,190.39,204.82,245.08,297.78,262.84,91.84,276.16,494.77,171.02,233.1,162.6,199.91,160.64,215.49,424.95,203.37,250.23,189.36,198.63,235.67,124.13,203.54,228.19,227.78,332.08,151.74,272.21,68.68,219.21,173.35,97.64,77.82,202.73,127.77,156.27,203.57,352.72,556.69,115.18,341.95,1024.98,525.48,180.93,108.4,123.65,146.04,292.55,1030.87,127.12,284.31,497.56,240.57,245.1,239.76,124.76,123.61,131.87,80.97,231.94,597.72,622.82,233.62,357.76,230.18,529.99,131.76,140.47,166.96,319.33,121.35,545.66,149.35,147.44,8.95,8.28,52.86,15.39,0.66,89.22,58.16,39.45,13.25,26.04,142.42,2.22,76.15,49.71,6.42,64.16,8.92,14.51,61.8,48.68,28.18,293.76,133.33,216.14,145.35,529.03,660.13,113.93,324.0,400.69,252.77,90.59,292.52,685.99,230.17,79.63,73.62,337.9,352.87,470.96,492.64,478.52,404.39,1.19,42.09,279.8,614.61,299.51,210.72,0.97,12.93,862.5,270.51,595.51,225.24,296.51,13.71,189.39,0.63,301.56,360.93,71.23,2.21,211.59,573.69,17.33,3.05,385.62,124.48,254.35,438.55,183.11,384.21,24.76,324.46,406.64,570.43,120.39,212.33,102.95
2023-07,306.9,46.52,698.46,403.83,230.8,246.92,956.26,725.14,881.69,579.18,607.18,737.5,307.19,678.46,1007.51,862.95,776.4,1389.83,163.77,631.71,610.89,238.75,481.73,389.6,849.09,921.25,720.39,677.72,187.83,527.6,808.15,694.09,105.37,252.81,574.46,1062.94,780.58,328.68,329.59,141.31,261.84,238.62,425.11,121.7,224.32,195.87,249.34,226.99,503.44,2.35,258.9,253.11,206.0,87.73,231.09,239.0,199.49,194.1,223.55,348.11,10.15,75.49,116.2,226.89,197.74,192.96,233.2,270.77,184.46,81.08,304.95,686.51,231.18,222.6,233.01,92.57,201.41,137.11,219.68,217.47,328.62,234.38,44.11,269.11,234.7,149.62,202.96,258.26,365.22,259.01,113.47,3.65,69.99,197.92,11.38,96.54,107.72,225.53,270.46,540.93,94.61,175.46,352.09,442.89,977.66,1151.98,337.08,187.39,282.22,303.16,286.26,571.03,410.24,690.87,673.16,555.73,261.02,298.58,216.64,276.24,215.65,364.59,655.43,1116.85,261.54,270.25,180.27,641.04,557.49,215.64,181.21,515.99,282.68,363.03,832.7,233.06,255.9,0.49,0.03,74.23,4.13,0.05,11.41,0.3,1.21,0.13,0.03,2.48,0.22,16.53,2.06,2.53,1.06,0.06,3.23,0.84,8.78,56.78,336.88,224.51,211.32,30.01,1228.48,1799.8,732.48,278.68,502.66,1324.83,186.34,4.09,86.03,575.91,404.21,0.93,579.53,491.76,650.2,249.44,219.66,96.04,42.83,193.15,412.12,172.98,453.89,972.8,462.89,835.99,533.34,125.63,793.41,54.46,71.13,180.76,23.81,29.29,115.49,26.77,0.58,81.27,571.2,85.79,147.81,315.29,1272.87,23.11,507.65,88.92,42.85,163.07,235.12,600.54,32.26,396.62,35.97,0.69,6.3
2023-10,521.28,59.41,883.95,161.51,306.86,439.59,836.0,750.37,350.23,753.07,442.44,617.62,168.26,249.95,485.64,383.16,767.11,599.0,47.1,699.21,837.17,171.82,347.78,436.38,743.99,749.76,870.27,225.66,266.38,638.32,813.63,527.01,151.53,311.23,575.8,683.04,664.09,384.88,556.92,354.55,236.25,156.48,275.71,151.75,207.73,148.43,295.54,181.11,369.85,64.41,172.01,201.83,221.03,184.49,209.85,196.07,250.76,347.0,273.33,299.56,188.82,201.22,124.4,306.66,159.18,337.65,281.63,407.83,290.68,81.73,189.55,404.24,196.3,213.32,203.56,277.9,120.12,170.36,447.8,215.94,390.43,170.59,227.03,152.94,163.64,252.24,154.87,185.53,357.53,213.13,115.2,21.18,137.68,143.19,35.94,314.46,194.09,345.73,334.71,545.72,315.0,331.04,409.46,312.59,863.71,1228.85,322.92,358.36,451.38,414.15,335.97,580.44,437.26,643.46,287.95,572.33,310.09,384.72,331.0,341.3,332.45,248.58,597.41,1128.78,465.87,354.42,355.45,589.95,187.14,332.36,313.94,435.28,318.28,420.22,521.14,351.66,369.67,0.52,1.95,50.03,14.64,1.43,34.76,28.79,23.48,5.82,16.02,81.3,2.79,70.08,144.05,1.06,39.82,1.2,6.35,33.65,55.51,27.92,389.14,193.87,196.07,30.33,471.32,556.88,262.77,646.23,640.84,350.39,53.78,276.73,532.66,298.84,178.52,61.27,512.62,398.94,605.49,587.51,526.01,116.67,73.03,62.9,288.53,631.28,352.3,606.45,288.09,510.43,963.81,186.29,703.57,300.84,177.58,79.05,85.97,22.99,118.08,112.86,30.35,15.52,318.78,477.51,70.88,209.62,854.7,111.16,409.87,438.93,214.89,247.34,73.55,390.64,165.95,519.98,124.6,138.67,87.98
2024-01,922.7,210.52,807.39,59.04,646.14,887.13,710.19,245.76,101.67,922.25,290.28,43.71,276.44,117.38,51.23,108.91,462.74,46.7,5.35,203.6,738.68,544.7,514.22,387.39,427.89,651.93,1138.95,93.58,497.84,563.28,1043.91,60.83,812.06,600.07,929.94,384.12,156.6,773.99,995.91,411.96,207.64,132.36,214.01,118.03,214.68,180.23,308.45,145.5,325.42,194.22,156.47,198.72,184.87,187.25,156.92,135.48,240.29,338.94,266.05,282.55,300.0,279.85,106.24,275.37,138.82,309.88,289.31,428.98,249.43,81.7,127.37,359.73,165.16,221.27,159.38,250.98,111.82,195.65,502.27,203.07,328.16,153.85,300.6,150.77,86.44,242.2,174.87,158.11,245.2,160.23,205.37,64.64,242.59,139.7,89.99,139.11,284.49,126.23,128.17,227.39,685.22,676.62,136.88,304.83,514.38,370.97,84.85,175.74,120.04,182.93,133.28,868.16,171.65,174.63,278.63,199.53,92.96,138.95,127.81,131.29,123.79,69.25,173.51,332.81,735.78,128.1,446.45,11.0,314.5,124.03,130.99,199.0,314.27,143.39,202.61,128.41,128.92,15.99,32.22,31.94,16.26,3.18,116.21,100.68,118.55,35.89,65.66,295.63,5.62,91.43,188.27,5.5,188.55,28.78,17.73,110.11,57.94,9.33,360.17,118.26,184.15,125.0,21.38,209.8,40.93,415.46,340.31,108.72,67.61,528.67,756.82,18.88,0.68,250.41,41.21,99.04,117.68,520.72,467.15,590.31,2.8,46.38,54.02,687.32,69.37,14.62,0.49,0.56,690.61,143.68,211.66,498.38,822.29,0.41,533.23,0.95,454.34,815.06,180.0,0.04,27.52,531.49,1.71,0.51,56.53,18.83,29.23,539.01,397.5,500.38,0.07,42.0,529.76,302.64,226.67,712.3,445.18
2024-04,616.32,93.32,768.03,199.63,509.91,619.71,790.64,231.66,431.91,870.8,411.53,356.97,380.68,280.57,403.59,434.19,536.91,338.57,52.77,176.34,684.54,403.78,507.91,368.03,403.66,534.21,1081.63,230.2,367.9,546.45,954.2,321.76,505.03,508.82,782.7,607.12,374.19,630.47,634.25,334.82,271.98,332.63,313.62,214.05,222.8,234.69,335.84,179.79,407.36,81.1,207.88,223.72,163.07,178.77,146.45,131.87,254.26,240.28,231.05,365.54,144.29,195.09,85.6,288.21,187.16,208.81,250.53,294.97,262.94,96.66,283.02,474.3,175.0,230.39,168.45,209.71,162.86,225.08,417.07,189.52,247.11,187.25,193.39,240.38,123.74,216.19,231.84,225.76,332.04,154.39,286.02,72.42,229.84,171.58,103.64,81.59,194.48,124.16,162.71,229.21,337.11,548.75,113.12,345.35,1011.74,512.82,194.56,106.79,129.93,147.72,299.63,1016.52,121.22,291.24,485.96,254.08,257.61,258.87,124.34,126.33,132.95,81.36,239.4,572.31,618.16,246.58,341.99,232.73,513.87,132.78,153.62,170.3,323.95,119.96,540.19,154.5,151.25,6.59,7.86,50.78,15.13,0.75,87.19,60.1,41.25,14.05,21.4,148.46,2.44,76.92,54.26,5.76,66.89,8.52,14.88,66.68,49.44,27.62,289.37,133.83,213.8,144.96,529.58,668.39,115.22,327.76,406.82,246.07,86.42,295.17,702.19,228.71,78.4,85.07,340.07,345.4,473.17,496.72,480.34,427.68,1.1,42.89,282.19,617.38,294.9,208.17,0.95,11.65,861.57,273.68,592.85,227.22,308.61,13.97,191.83,0.64,305.56,368.66,75.79,2.17,211.82,591.89,17.07,3.01,382.49,120.23,258.52,443.2,190.21,392.7,24.28,321.96,411.75,578.66,122.84,222.68,106.97
2024-07,326.83,46.24,674.49,403.8,243.2,276.79,960.24,725.07,886.82,578.48,610.84,735.56,287.83,646.6,1023.43,881.35,758.86,1393.87,166.75,652.23,598.74,237.46,464.77,388.48,852.37,910.9,719.72,679.89,187.83,520.55,808.49,692.72,115.76,273.63,574.22,1058.38,791.16,334.17,343.45,133.27,241.31,239.16,434.4,123.53,219.53,182.14,245.2,249.33,497.73,2.49,269.19,253.0,205.41,79.76,245.02,255.66,193.29,198.98,237.5,344.28,9.69,71.25,109.99,223.39,200.06,202.36,246.92,256.25,185.31,84.69,312.07,676.88,246.77,213.4,247.65,80.7,204.02,125.4,212.21,222.05,336.71,248.43,38.13,261.44,236.3,156.45,189.51,273.37,369.19,264.72,117.48,3.7,69.17,205.39,12.11,102.91,102.47,219.24,268.38,548.58,85.63,171.28,365.29,440.57,971.48,1140.44,324.16,187.92,262.09,299.73,268.23,564.38,424.08,695.9,666.78,551.49,241.16,281.94,208.24,279.44,207.16,370.65,653.27,1122.31,254.44,255.47,162.53,631.87,552.46,207.13,154.82,514.32,270.82,371.73,829.39,223.31,245.1,0.48,0.02,82.32,3.87,0.06,11.79,0.29,1.31,0.14,0.04,2.62,0.2,15.61,2.4,2.44,1.13,0.04,3.27,0.97,8.39,58.44,330.64,224.97,206.1,29.62,1270.11,1833.96,742.07,290.92,498.1,1329.12,178.07,4.01,90.07,585.95,409.14,0.78,585.53,497.94,654.59,250.74,218.25,96.16,44.67,196.8,414.87,172.56,464.5,967.65,490.95,853.55,537.74,124.55,797.82,49.35,73.81,183.21,23.99,30.77,114.95,26.31,0.6,84.12,578.46,84.18,148.02,328.94,1274.99,22.09,512.0,88.55,41.08,158.12,241.63,618.08,32.48,404.03,35.22,0.7,6.51
